"Pin Information for the Cyclone® IV EP4CE55 Device
 Version 1.2   
B2	  VREFB2N0	  IO	  DIFFIO_L24n	   	  W1	  U1	  DM1L/BWS#1L	  DM3L/BWS#3L	  DM1L/BWS#1L	  DQ3L	  DQ3L	  DQ1L			
B2	  VREFB2N0	  IO	  DIFFIO_L25p	   	  U6	  V2	  DQ3L	  DQ3L	  DQ1L	  DQ3L	  DQ3L	  DQ1L			
B2	  VREFB2N1	  IO	  DIFFIO_L25n	   	  U5	  V1	   	   	   	  DQ3L	  DQ3L	  DQ1L			
B2	  VREFB2N1	  IO	  DIFFIO_L26p	   	  Y4	  P5	  DQ3L	  DQ3L	  DQ1L	   	   	   			
B2	  VREFB2N1	  IO	  DIFFIO_L26n	   	  Y3	  N6	   	   	   	  DQ3L	  DQ3L	  DQ1L			
B2	  VREFB2N1	  IO	  DIFFIO_L27p	   	  AC2	  R4	  DQ3L	  DQ3L	  DQ1L	   	   	   			
B2	  VREFB2N1	  IO	  DIFFIO_L27n	   	  AC1	  R3	  DQ3L	  DQ3L	  DQ1L	   	   	   			
B2	  VREFB2N1	  IO	  DIFFIO_L28p	   	  AC3	  W2	  DQ3L	  DQ3L	  DQ1L	  DQ3L	  DQ3L	  DQ1L			
B2	  VREFB2N1	  IO	  DIFFIO_L28n	   	  AD3	  W1	   	   	   	  DQ3L	  DQ3L	  DQ1L			
B2	  VREFB2N1	  IO	  DIFFIO_L29p	   	  AD2	  Y2	  DQ3L	  DQ3L	  DQ1L	  DQ3L	  DQ3L	  DQ1L			
B2	  VREFB2N1	  IO	  DIFFIO_L29n	   	  AD1	  Y1	   	   	   	  DQ3L	  DQ3L	  DQ1L			
B2	  VREFB2N1	  IO	   	   	  AB3	   	  DQ3L	  DQ3L	  DQ1L	   	   	   			
B2	  VREFB2N1	  IO	  VREFB2N1	   	  T8	  T3	   	   	   	   	   	   			
B2	  VREFB2N1	  IO	  DIFFIO_L30p	   	   	  N7	   	   	   	   	   	   			
B2	  VREFB2N1	  IO	  DIFFIO_L30n	   	   	  P7	   	   	   	   	   	   			
B2	  VREFB2N1	  IO	  DIFFIO_L31p	   	  AA4	   	  DQ3L	  DQ3L	  DQ1L	   	   	   			
B2	  VREFB2N1	  IO	  DIFFIO_L31n	   	  AA3	  AA1	   	   	   	  DQ3L	  DQ3L	  DQ1L			
B2	  VREFB2N1	  IO	  RUP1	   	  U7	  V4	   	   	   	   	   	   			
B2	  VREFB2N1	  IO	  RDN1	   	  U8	  V3	   	   	   	   	   	   			
B2	  VREFB2N1	  IO	  DIFFIO_L32p	   	  AE2	  P6	  DQ3L	  DQ3L	  DQ1L	   	   	   			
B2	  VREFB2N1	  IO	  DIFFIO_L32n	   	  AB4	  R5	   	   	   	   	   	   			
B2	  VREFB2N1	  IO	   	   	  AE3	  T4	"  DQS3L/CQ3L#,CDPCLK1"	"  DQS3L/CQ3L#,CDPCLK1"	"  DQS3L/CQ3L#,CDPCLK1"	"  DQS3L/CQ3L#,CDPCLK1"	"  DQS3L/CQ3L#,CDPCLK1"	"  DQS3L/CQ3L#,CDPCLK1"			
B2	  VREFB2N1	  IO	  DIFFIO_L33p	   	  AF2	  T5	  DM3L/BWS#3L	  DM3L/BWS#3L	  DM1L/BWS#1L	  DM3L/BWS#3L	  DM3L/BWS#3L	  DM1L/BWS#1L			
B2	  VREFB2N1	  IO	  DIFFIO_L33n	   	  AE1	  R6	   	   	   	   	   	   			
B3	  VREFB3N1	  IO	  DIFFIO_B1p	   	  AD5	  V6	   	   	   	   	   	   			
B3	  VREFB3N1	  IO	  DIFFIO_B1n	   	  AE6	  V5	  DM1B	   	   	  DM3B/BWS#3B	  DM3B/BWS#3B	  DM5B/BWS#5B			
B3	  VREFB3N1	  IO	  DIFFIO_B2p	   	  AD4	  U7	   	   	   	   	   	   			
B3	  VREFB3N1	  IO	  DIFFIO_B2n	   	  AF4	  U8	  DQ1B	   	   	   	   	   			
B3	  VREFB3N1	  IO	  DIFFIO_B3p	   	  AE4	  Y4	   	   	   	   	   	   			
B3	  VREFB3N1	  IO	  DIFFIO_B3n	   	  AG3	  Y3	  DQ1B	   	   	  DQ3B	  DQ3B	  DQ5B			
B3	  VREFB3N1	  IO	   	   	  AD7	  Y6	"  DQS1B/CQ1B#,CDPCLK2"	"  DQS1B/CQ1B#,CDPCLK2"	"  DQS1B/CQ1B#,CDPCLK2"	"  DQS1B/CQ1B#,CDPCLK2"	"  DQS1B/CQ1B#,CDPCLK2"	"  DQS1B/CQ1B#,CDPCLK2"			
B3	  VREFB3N1	  IO	  PLL1_CLKOUTp	   	  AE5	  AA3	   	   	   	   	   	   			
B3	  VREFB3N1	  IO	  PLL1_CLKOUTn	   	  AF5	  AB3	   	   	   	   	   	   			
B3	  VREFB3N1	  IO	  DIFFIO_B4p	   	  AH3	  W6	  DQ1B	   	   	  DQ3B	  DQ3B	  DQ5B			
B3	  VREFB3N1	  IO	  DIFFIO_B4n	   	  AF3	  V7	   	   	   	   	   	   			
B3	  VREFB3N1	  IO	   	   	  AF6	  AA4	  DQ1B	   	   	  DQ3B	  DQ3B	  DQ5B			
B3	  VREFB3N1	  IO	  VREFB3N1	   	  Y10	  AB4	   	   	   	   	   	   			
B3	  VREFB3N1	  IO	  DIFFIO_B5p	   	  AG4	  AA5	   	   	   	  DQ3B	  DQ3B	  DQ5B			
B3	  VREFB3N1	  IO	  DIFFIO_B5n	   	  AH4	  AA6	  DQ1B	   	   	   	   	   			
B3	  VREFB3N1	  IO	  DIFFIO_B6p	   	  AD8	  AB6	  DQ1B	   	   	   	   	   			
B3	  VREFB3N1	  IO	  DIFFIO_B6n	   	  AC7	  AB5	   	   	   	   	   	   			
B3	  VREFB3N1	  IO	  DIFFIO_B7p	   	  AG6	  W7	  DQ1B	   	   	  DQ3B	  DQ3B	  DQ5B			
B3	  VREFB3N1	  IO	  DIFFIO_B7n	   	  AH6	  Y7	  DQ1B	   	   	  DQ3B	  DQ3B	  DQ5B			
B3	  VREFB3N1	  IO	  DIFFIO_B8p	   	  AB9	  U9	  DM3B/BWS#3B	  DM3B/BWS#3B	  DM5B/BWS#5B	  DQ3B	  DQ3B	  DQ5B			
B3	  VREFB3N1	  IO	  DIFFIO_B8n	   	  AB8	  V8	   	   	   	  DQ3B	  DQ3B	  DQ5B			
B3	  VREFB3N1	  IO	   	   	  AD10	  W8	  DQ3B	  DQ3B	  DQ5B	  DQ3B	  DQ3B	  DQ5B			
B3	  VREFB3N1	  IO	  DIFFIO_B9p	   	  AG7	   	  DQ3B	  DQ3B	  DQ5B	   	   	   			
B3	  VREFB3N1	  IO	  DIFFIO_B9n	   	  AH7	   	  DQ3B	  DQ3B	  DQ5B	   	   	   			
B3	  VREFB3N1	  IO	  DIFFIO_B10p	   	  AB7	  AA7	   	   	   	  DM5B/BWS#5B	  DM3B/BWS#3B	  DM5B/BWS#5B			
B3	  VREFB3N1	  IO	  DIFFIO_B10n	   	  AC8	  AB7	  DQ3B	  DQ3B	  DQ5B	  DQ5B	  DQ3B	  DQ5B			
B3	  VREFB3N0	  IO	  DIFFIO_B11p	   	  AA8	  Y8	   	   	   	  DQ5B	  DQ3B	  DQ5B			
B3	  VREFB3N0	  IO	  DIFFIO_B11n	   	  AA10	   	  DQ3B	  DQ3B	  DQ5B	   	   	   			
B3	  VREFB3N0	  IO	  DIFFIO_B12p	   	  AG8	   	  DQ3B	  DQ3B	  DQ5B	   	   	   			
B3	  VREFB3N0	  IO	  DIFFIO_B12n	   	  AH8	   	  DQ3B	  DQ3B	  DQ5B	   	   	   			
B3	  VREFB3N0	  IO	  DIFFIO_B13p	   	  AE7	  T10	   	   	   	   	   	   			
B3	  VREFB3N0	  IO	  DIFFIO_B13n	   	  AF7	  T11	  DQ3B	  DQ3B	  DQ5B	   	   	   			
B3	  VREFB3N0	  IO	   	   	  AF9	   	  DQ3B	  DQ3B	  DQ5B	   	   	   			
B3	  VREFB3N0	  IO	  DIFFIO_B14p	   	  AE8	   	   	   	   	   	   	   			
B3	  VREFB3N0	  IO	  DIFFIO_B14n	   	  AF8	   	  DM5B/BWS#5B	  DM3B/BWS#3B	  DM5B/BWS#5B	   	   	   			
B3	  VREFB3N0	  IO	   	   	  AE9	   	  DQ5B	  DQ3B	  DQ5B	   	   	   			
B3	  VREFB3N0	  IO	  VREFB3N0	   	  AB11	  V9	   	   	   	   	   	   			
B3	  VREFB3N0	  IO	  DIFFIO_B15p	   	  AE10	  V10	"  DQS3B/CQ3B#,DPCLK2"	"  DQS3B/CQ3B#,DPCLK2"	"  DQS3B/CQ3B#,DPCLK2"	"  DQS3B/CQ3B#,DPCLK2"	"  DQS3B/CQ3B#,DPCLK2"	"  DQS3B/CQ3B#,DPCLK2"			
B3	  VREFB3N0	  IO	  DIFFIO_B15n	   	  AF10	   	  DQ5B	  DQ3B	  DQ5B	   	   	   			
B3	  VREFB3N0	  IO	  DIFFIO_B16p	   	  AG10	   	  DQ5B	  DQ3B	  DQ5B	   	   	   			
B3	  VREFB3N0	  IO	  DIFFIO_B16n	   	  AH10	  U10	   	   	   	  DQ5B	  DQ3B	  DQ5B			
B3	  VREFB3N0	  IO	  DIFFIO_B17p	   	  AE12	  AA8	  DQ5B	  DQ3B	  DQ5B	  DQ5B	  DQ3B	  DQ5B			
B3	  VREFB3N0	  IO	  DIFFIO_B17n	   	  AF12	  AB8	   	   	   	  DQ5B	  DQ3B	  DQ5B			
B3	  VREFB3N0	  IO	  DIFFIO_B18p	   	  AE11	  AA9	  DQ5B	  DQ3B	  DQ5B	  DQ5B	  DQ3B	  DQ5B			
B3	  VREFB3N0	  IO	  DIFFIO_B18n	   	  AF11	  AB9	"  DQS5B/CQ5B#,DPCLK3"	"  DQS5B/CQ5B#,DPCLK3"	"  DQS5B/CQ5B#,DPCLK3"	"  DQS5B/CQ5B#,DPCLK3"	"  DQS5B/CQ5B#,DPCLK3"	"  DQS5B/CQ5B#,DPCLK3"			
B3	  VREFB3N0	  IO	  DIFFIO_B19p	   	  AG11	  U11	  DQ5B	  DQ3B	  DQ5B	   	   	   			
B3	  VREFB3N0	  IO	  DIFFIO_B19n	   	  AH11	  V11	  DQ5B	  DQ3B	  DQ5B	  DQ5B	  DQ3B	  DQ5B			
B3	  VREFB3N0	  IO	  DIFFIO_B20p	   	  AE13	  W10	  DQ5B	  DQ3B	  DQ5B	  DQ5B	  DQ3B	  DQ5B			
B3	  VREFB3N0	  IO	  DIFFIO_B20n	   	  AB13	  Y10	   	   	   	  DQ5B	  DQ3B	  DQ5B			
B3	  VREFB3N0	  IO	  DIFFIO_B21p	   	  AG12	  AA10	  DQ5B	  DQ3B	  DQ5B	  DM4B	  DM5B/BWS#5B	  DM5B/BWS#5B			
B3	  VREFB3N0	  IO	  DIFFIO_B21n	   	  AH12	  AB10	   	   	   	   	  DQ5B	  DQ5B			
B3	  VREFB3N0	  CLK15	  DIFFCLK_6p	   	  AG14	  AA11	   	   	   	   	   	   			
B3	  VREFB3N0	  CLK14	  DIFFCLK_6n	   	  AH14	  AB11	   	   	   	   	   	   			
B4	  VREFB4N1	  CLK13	  DIFFCLK_7p	   	  AG15	  AA12	   	   	   	   	   	   			
B4	  VREFB4N1	  CLK12	  DIFFCLK_7n	   	  AH15	  AB12	   	   	   	   	   	   			
B4	  VREFB4N1	  IO	  DIFFIO_B22p	   	  AC15	   	  DM4B	  DM5B/BWS#5B	  DM5B/BWS#5B	   	   	   			
B4	  VREFB4N1	  IO	  DIFFIO_B22n	   	  AD15	   	   	   	   	   	   	   			
B4	  VREFB4N1	  IO	  DIFFIO_B23p	   	  AE15	  AA13	   	  DQ5B	  DQ5B	  DQ4B	  DQ5B	  DQ5B			
B4	  VREFB4N1	  IO	  DIFFIO_B23n	   	  AF15	  AB13	  DQ4B	  DQ5B	  DQ5B	  DQ4B	  DQ5B	  DQ5B			
B4	  VREFB4N1	  IO	  DIFFIO_B24p	   	  AG17	   	  DQ4B	  DQ5B	  DQ5B	   	   	   			
B4	  VREFB4N1	  IO	  DIFFIO_B24n	   	  AH17	   	  DQ4B	  DQ5B	  DQ5B	   	   	   			
B4	  VREFB4N1	  IO	   	   	  AF16	   	  DQ4B	  DQ5B	  DQ5B	   	   	   			
B4	  VREFB4N1	  IO	  DIFFIO_B25p	   	  AA16	  AA14	   	   	   	  DQ4B	  DQ5B	  DQ5B			
B4	  VREFB4N1	  IO	  DIFFIO_B25n	   	  AB16	  AB14	  DQ4B	  DQ5B	  DQ5B	  DQ4B	  DQ5B	  DQ5B			
B4	  VREFB4N1	  IO	  VREFB4N1	   	  AA15	  V12	   	   	   	   	   	   			
B4	  VREFB4N1	  IO	   	   	  AE16	   	   	   	   	   	   	   			
B4	  VREFB4N1	  IO	  DIFFIO_B26p	   	  AE17	  W13	  DQ4B	  DQ5B	  DQ5B	  DQ4B	  DQ5B	  DQ5B			
B4	  VREFB4N1	  IO	  DIFFIO_B26n	   	  AF17	  Y13	"  DQS4B/CQ5B,DPCLK4"	"  DQS4B/CQ5B,DPCLK4"	"  DQS4B/CQ5B,DPCLK4"	"  DQS4B/CQ5B,DPCLK4"	"  DQS4B/CQ5B,DPCLK4"	"  DQS4B/CQ5B,DPCLK4"			
B4	  VREFB4N1	  IO	  DIFFIO_B27p	   	  AG18	  AA15	  DQ4B	  DQ5B	  DQ5B	  DQ4B	  DQ5B	  DQ5B			
B4	  VREFB4N1	  IO	  DIFFIO_B27n	   	  AH18	  AB15	  DQ4B	  DQ5B	  DQ5B	  DQ4B	  DQ5B	  DQ5B			
B4	  VREFB4N1	  IO	  DIFFIO_B28p	   	  AG19	  U12	   	   	   	  DQ4B	  DQ5B	  DQ5B			
B4	  VREFB4N1	  IO	  DIFFIO_B28n	   	  AH19	   	  DM2B	  DM5B/BWS#5B	  DM5B/BWS#5B	   	   	   			
B4	  VREFB4N1	  IO	  DIFFIO_B29p	   	  AC17	  Y14	   	   	   	   	   	   			
B4	  VREFB4N1	  IO	  DIFFIO_B29n	   	  AD17	  Y15	  DQ2B	  DQ5B	  DQ5B	   	   	   			
B4	  VREFB4N1	  IO	  DIFFIO_B30p	   	  AG21	  AA16	  DQ2B	  DQ5B	  DQ5B	  DM2B	  DM5B/BWS#5B	  DM5B/BWS#5B			
B4	  VREFB4N1	  IO	  DIFFIO_B30n	   	  AH21	  AB16	  DQ2B	  DQ5B	  DQ5B	  DQ2B	  DQ5B	  DQ5B			
B4	  VREFB4N1	  IO	  DIFFIO_B31p	   	  AE18	  V13	"  DQS2B/CQ3B,DPCLK5"	"  DQS2B/CQ3B,DPCLK5"	"  DQS2B/CQ3B,DPCLK5"	"  DQS2B/CQ3B,DPCLK5"	"  DQS2B/CQ3B,DPCLK5"	"  DQS2B/CQ3B,DPCLK5"			
B4	  VREFB4N1	  IO	  DIFFIO_B31n	   	  AF18	  W14	   	   	   	   	   	   			
B4	  VREFB4N1	  IO	  DIFFIO_B32p	   	  AG22	  U13	  DQ2B	  DQ5B	  DQ5B	   	   	   			
B4	  VREFB4N1	  IO	  DIFFIO_B32n	   	  AH22	   	  DQ2B	  DQ5B	  DQ5B	   	   	   			
B4	  VREFB4N1	  IO	  DIFFIO_B33p	   	  AG23	  V14	   	   	   	  DQ2B	  DQ5B	  DQ5B			
B4	  VREFB4N0	  IO	  DIFFIO_B33n	   	  AH23	  U14	  DQ2B	  DQ5B	  DQ5B	   	   	   			
B4	  VREFB4N0	  IO	  DIFFIO_B34p	   	  AE19	  U15	  DQ2B	  DQ5B	  DQ5B	   	   	   			
B4	  VREFB4N0	  IO	  DIFFIO_B34n	   	  AF19	  V15	   	   	   	  DQ2B	  DQ5B	  DQ5B			
B4	  VREFB4N0	  IO	  DIFFIO_B35p	   	  AF24	  W15	  DQ2B	  DQ5B	  DQ5B	  DQ2B	  DQ5B	  DQ5B			
B4	  VREFB4N0	  IO	  DIFFIO_B35n	   	  AF25	   	  DM0B	  DQ5B	  DQ5B	   	   	   			
B4	  VREFB4N0	  IO	  DIFFIO_B36p	   	  AE20	  T14	   	   	   	   	   	   			
B4	  VREFB4N0	  IO	  DIFFIO_B36n	   	  AF20	  T15	  DQ0B	   	   	  DQ2B	  DQ5B	  DQ5B			
B4	  VREFB4N0	  IO	   	   	  AD18	  AB18	  DQ0B	   	   	  DQ2B	  DQ5B	  DQ5B			
B4	  VREFB4N0	  IO	  DIFFIO_B37p	   	  AE21	  AA17	  DQ0B	   	   	   	   	   			
B4	  VREFB4N0	  IO	  DIFFIO_B37n	   	  AF21	  AB17	   	   	   	   	   	   			
B4	  VREFB4N0	  IO	  VREFB4N0	   	  AC18	  AA18	   	   	   	   	   	   			
B4	  VREFB4N0	  IO	  RUP2	   	  AA17	  AA19	   	   	   	   	   	   			
B4	  VREFB4N0	  IO	  RDN2	   	  AB17	  AB19	   	   	   	   	   	   			
B4	  VREFB4N0	  IO	  DIFFIO_B38p	   	  AE25	  W17	  DQ0B	   	   	  DQ2B	  DQ5B	  DQ5B			
B4	  VREFB4N0	  IO	  DIFFIO_B38n	   	  AF26	  Y17	"  DQS0B/CQ1B,CDPCLK3"	"  DQS0B/CQ1B,CDPCLK3"	"  DQS0B/CQ1B,CDPCLK3"	"  DQS0B/CQ1B,CDPCLK3"	"  DQS0B/CQ1B,CDPCLK3"	"  DQS0B/CQ1B,CDPCLK3"			
B4	  VREFB4N0	  IO	  DIFFIO_B39p	   	  AG25	  AA20	   	   	   	   	  DQ5B	  DQ5B			
B4	  VREFB4N0	  IO	  DIFFIO_B39n	   	  AH25	  AB20	  DQ0B	   	   	  DQ2B	  DQ5B	  DQ5B			
B4	  VREFB4N0	  IO	   	   	  AF22	  V16	  DQ0B	   	   	   	   	   			
B4	  VREFB4N0	  IO	  DIFFIO_B40p	   	  AE24	  U16	  DQ0B	   	   	   	   	   			
B4	  VREFB4N0	  IO	  DIFFIO_B40n	   	  AD24	  U17	   	   	   	   	   	   			
B4	  VREFB4N0	  IO	  PLL4_CLKOUTp	   	  AE23	  T16	   	   	   	   	   	   			
B4	  VREFB4N0	  IO	  PLL4_CLKOUTn	   	  AF23	  R16	   	   	   	   	   	   			
B4	  VREFB4N0	  IO	  DIFFIO_B41p	   	  AG26	  R14	  DQ0B	   	   	   	   	   			
B4	  VREFB4N0	  IO	  DIFFIO_B41n	   	  AH26	  R15	   	   	   	   	   	   			
