Bank Number	VREF	Pin Name/Function	Optional Function(s)	Configuration Function	Dedicated Tx/Rx Channel	Emulated LVDS Output Channel	F672	DQS for X8	DQS for X16									
3A	VREFB3AN0	IO		PR_READY	DIFFIO_TX_B8n	DIFFOUT_B8n	AD6	DQ1B										
3A	VREFB3AN0	IO		PR_ERROR	DIFFIO_RX_B7p	DIFFOUT_B7p	P8											
3A	VREFB3AN0	IO			DIFFIO_TX_B8p	DIFFOUT_B8p	AD7	DQ1B										
3B	VREFB3BN0	IO			DIFFIO_TX_B9n	DIFFOUT_B9n	U9											
3B	VREFB3BN0	IO			DIFFIO_RX_B10n	DIFFOUT_B10n	Y11	DQ2B										
3B	VREFB3BN0	IO			DIFFIO_TX_B9p	DIFFOUT_B9p	T9	DQ2B										
3B	VREFB3BN0	IO			DIFFIO_RX_B10p	DIFFOUT_B10p	W11	DQ2B										
3B	VREFB3BN0	IO			DIFFIO_RX_B11n	DIFFOUT_B11n	T11	DQSn2B										
3B	VREFB3BN0	IO			DIFFIO_TX_B12n	DIFFOUT_B12n	AC10	DQ2B										
3B	VREFB3BN0	IO			DIFFIO_RX_B11p	DIFFOUT_B11p	R11	DQS2B										
3B	VREFB3BN0	IO			DIFFIO_TX_B12p	DIFFOUT_B12p	AB10											
3B	VREFB3BN0	IO			DIFFIO_TX_B13n	DIFFOUT_B13n	AC8	DQ2B										
3B	VREFB3BN0	IO			DIFFIO_RX_B14n	DIFFOUT_B14n	AB11	DQ2B										
3B	VREFB3BN0	IO			DIFFIO_TX_B13p	DIFFOUT_B13p	AC9	DQ2B										
3B	VREFB3BN0	IO			DIFFIO_RX_B14p	DIFFOUT_B14p	AB12	DQ2B										
3B	VREFB3BN0	IO	"CLK0n,FPLL_BL_FBn"		DIFFIO_RX_B15n	DIFFOUT_B15n	T12											
3B	VREFB3BN0	IO			DIFFIO_TX_B16n	DIFFOUT_B16n	Y10	DQ2B										
3B	VREFB3BN0	IO	"CLK0p,FPLL_BL_FBp"		DIFFIO_RX_B15p	DIFFOUT_B15p	T13											
3B	VREFB3BN0	IO			DIFFIO_TX_B16p	DIFFOUT_B16p	W10	DQ2B										
3B	VREFB3BN0	IO			DIFFIO_TX_B17n	DIFFOUT_B17n	V9											
3B	VREFB3BN0	IO			DIFFIO_RX_B18n	DIFFOUT_B18n	AE8	DQ3B										
3B	VREFB3BN0	IO			DIFFIO_TX_B17p	DIFFOUT_B17p	V10	DQ3B										
3B	VREFB3BN0	IO			DIFFIO_RX_B18p	DIFFOUT_B18p	AD8	DQ3B										
3B	VREFB3BN0	IO			DIFFIO_RX_B19n	DIFFOUT_B19n	P10	DQSn3B										
3B	VREFB3BN0	IO			DIFFIO_TX_B20n	DIFFOUT_B20n	AF9	DQ3B										
3B	VREFB3BN0	IO			DIFFIO_RX_B19p	DIFFOUT_B19p	N10	DQS3B										
3B	VREFB3BN0	IO			DIFFIO_TX_B20p	DIFFOUT_B20p	AE9											
3B	VREFB3BN0	IO	"FPLL_BL_CLKOUT1,FPLL_BL_CLKOUTn"		DIFFIO_TX_B21n	DIFFOUT_B21n	AF8	DQ3B										
3B	VREFB3BN0	IO			DIFFIO_RX_B22n	DIFFOUT_B22n	U11	DQ3B										
3B	VREFB3BN0	IO	"FPLL_BL_CLKOUT0,FPLL_BL_CLKOUTp,FPLL_BL_FB"		DIFFIO_TX_B21p	DIFFOUT_B21p	AF7	DQ3B										
3B	VREFB3BN0	IO			DIFFIO_RX_B22p	DIFFOUT_B22p	U10	DQ3B										
3B	VREFB3BN0	IO	CLK1n		DIFFIO_RX_B23n	DIFFOUT_B23n	P12											
3B	VREFB3BN0	IO			DIFFIO_TX_B24n	DIFFOUT_B24n	AF6	DQ3B										
3B	VREFB3BN0	IO	CLK1p		DIFFIO_RX_B23p	DIFFOUT_B23p	P11											
3B	VREFB3BN0	IO			DIFFIO_TX_B24p	DIFFOUT_B24p	AE6	DQ3B										
4A	VREFB4AN0	IO	RZQ_0		DIFFIO_TX_B25n	DIFFOUT_B25n	AE11											
4A	VREFB4AN0	IO			DIFFIO_RX_B26n	DIFFOUT_B26n	AA14	DQ4B										
4A	VREFB4AN0	IO			DIFFIO_TX_B25p	DIFFOUT_B25p	AD11	DQ4B										
4A	VREFB4AN0	IO			DIFFIO_RX_B26p	DIFFOUT_B26p	Y14	DQ4B										
4A	VREFB4AN0	IO			DIFFIO_RX_B27n	DIFFOUT_B27n	W13	DQSn4B										
4A	VREFB4AN0	IO			DIFFIO_TX_B28n	DIFFOUT_B28n	AD12	DQ4B										
4A	VREFB4AN0	IO			DIFFIO_RX_B27p	DIFFOUT_B27p	V13	DQS4B										
4A	VREFB4AN0	IO			DIFFIO_TX_B28p	DIFFOUT_B28p	AD13											
4A	VREFB4AN0	IO			DIFFIO_TX_B29n	DIFFOUT_B29n	AE10	DQ4B										
4A	VREFB4AN0	IO			DIFFIO_RX_B30n	DIFFOUT_B30n	Y13	DQ4B										
4A	VREFB4AN0	IO			DIFFIO_TX_B29p	DIFFOUT_B29p	AD10	DQ4B										
4A	VREFB4AN0	IO			DIFFIO_RX_B30p	DIFFOUT_B30p	W12	DQ4B										
4A	VREFB4AN0	IO	CLK2n		DIFFIO_RX_B31n	DIFFOUT_B31n	V12											
4A	VREFB4AN0	IO			DIFFIO_TX_B32n	DIFFOUT_B32n	AF12	DQ4B										
4A	VREFB4AN0	IO	CLK2p		DIFFIO_RX_B31p	DIFFOUT_B31p	U12											
4A	VREFB4AN0	IO			DIFFIO_TX_B32p	DIFFOUT_B32p	AF11	DQ4B										
4A	VREFB4AN0	IO			DIFFIO_TX_B33n	DIFFOUT_B33n	AC13											
4A	VREFB4AN0	IO			DIFFIO_RX_B34n	DIFFOUT_B34n	AC15	DQ5B	DQ1B									
4A	VREFB4AN0	IO			DIFFIO_TX_B33p	DIFFOUT_B33p	AC14	DQ5B	DQ1B									
4A	VREFB4AN0	IO			DIFFIO_RX_B34p	DIFFOUT_B34p	AB15	DQ5B	DQ1B									
4A	VREFB4AN0	IO			DIFFIO_RX_B35n	DIFFOUT_B35n	V14	DQSn5B	DQ1B									
4A	VREFB4AN0	IO			DIFFIO_TX_B36n	DIFFOUT_B36n	AF13	DQ5B	DQ1B									
4A	VREFB4AN0	IO			DIFFIO_RX_B35p	DIFFOUT_B35p	U14	DQS5B	DQ1B									
4A	VREFB4AN0	IO			DIFFIO_TX_B36p	DIFFOUT_B36p	AE13											
4A	VREFB4AN0	IO			DIFFIO_TX_B37n	DIFFOUT_B37n	AF14	DQ5B	DQ1B									
4A	VREFB4AN0	IO			DIFFIO_RX_B38n	DIFFOUT_B38n	AB16	DQ5B	DQ1B									
4A	VREFB4AN0	IO			DIFFIO_TX_B37p	DIFFOUT_B37p	AE14	DQ5B	DQ1B									
4A	VREFB4AN0	IO			DIFFIO_RX_B38p	DIFFOUT_B38p	AA16	DQ5B	DQ1B									
4A	VREFB4AN0	IO	CLK3n		DIFFIO_RX_B39n	DIFFOUT_B39n	Y16											
4A	VREFB4AN0	IO			DIFFIO_TX_B40n	DIFFOUT_B40n	AF18	DQ5B	DQ1B									
4A	VREFB4AN0	IO	CLK3p		DIFFIO_RX_B39p	DIFFOUT_B39p	Y15											
4A	VREFB4AN0	IO			DIFFIO_TX_B40p	DIFFOUT_B40p	AE18	DQ5B	DQ1B									
4A	VREFB4AN0	IO			DIFFIO_TX_B41n	DIFFOUT_B41n	AD18											
4A	VREFB4AN0	IO			DIFFIO_RX_B42n	DIFFOUT_B42n	AD16	DQ6B	DQ1B									
4A	VREFB4AN0	IO			DIFFIO_TX_B41p	DIFFOUT_B41p	AC18	DQ6B	DQ1B									
4A	VREFB4AN0	IO			DIFFIO_RX_B42p	DIFFOUT_B42p	AD17	DQ6B	DQ1B									
4A	VREFB4AN0	IO			DIFFIO_RX_B43n	DIFFOUT_B43n	W15	DQSn6B	DQSn1B									
4A	VREFB4AN0	IO			DIFFIO_TX_B44n	DIFFOUT_B44n	AF19	DQ6B	DQ1B									
4A	VREFB4AN0	IO			DIFFIO_RX_B43p	DIFFOUT_B43p	V15	DQS6B	DQS1B									
4A	VREFB4AN0	IO			DIFFIO_TX_B44p	DIFFOUT_B44p	AE19											
4A	VREFB4AN0	IO			DIFFIO_TX_B45n	DIFFOUT_B45n	AF22	DQ6B	DQ1B									
4A	VREFB4AN0	IO			DIFFIO_RX_B46n	DIFFOUT_B46n	AC17	DQ6B	DQ1B									
4A	VREFB4AN0	IO			DIFFIO_TX_B45p	DIFFOUT_B45p	AF21	DQ6B	DQ1B									
4A	VREFB4AN0	IO			DIFFIO_RX_B46p	DIFFOUT_B46p	AB17	DQ6B	DQ1B									
4A	VREFB4AN0	IO			DIFFIO_RX_B47n	DIFFOUT_B47n	U17											
4A	VREFB4AN0	IO			DIFFIO_TX_B48n	DIFFOUT_B48n	AE21	DQ6B	DQ1B									
4A	VREFB4AN0	IO			DIFFIO_RX_B47p	DIFFOUT_B47p	T17											
4A	VREFB4AN0	IO			DIFFIO_TX_B48p	DIFFOUT_B48p	AE20	DQ6B	DQ1B									
4A	VREFB4AN0	IO			DIFFIO_TX_B49n	DIFFOUT_B49n	AD20											
4A	VREFB4AN0	IO			DIFFIO_RX_B50n	DIFFOUT_B50n	AE15	DQ7B	DQ2B									
4A	VREFB4AN0	IO			DIFFIO_TX_B49p	DIFFOUT_B49p	AC20	DQ7B	DQ2B									
4A	VREFB4AN0	IO			DIFFIO_RX_B50p	DIFFOUT_B50p	AE16	DQ7B	DQ2B									
4A	VREFB4AN0	IO			DIFFIO_RX_B51n	DIFFOUT_B51n	W17	DQSn7B	DQ2B									
4A	VREFB4AN0	IO			DIFFIO_TX_B52n	DIFFOUT_B52n	AD21	DQ7B	DQ2B									
4A	VREFB4AN0	IO			DIFFIO_RX_B51p	DIFFOUT_B51p	W16	DQS7B	DQ2B									
4A	VREFB4AN0	IO			DIFFIO_TX_B52p	DIFFOUT_B52p	AD22											
4A	VREFB4AN0	IO			DIFFIO_TX_B53n	DIFFOUT_B53n	AE23	DQ7B	DQ2B									
4A	VREFB4AN0	IO			DIFFIO_RX_B54n	DIFFOUT_B54n	AF16	DQ7B	DQ2B									
4A	VREFB4AN0	IO			DIFFIO_TX_B53p	DIFFOUT_B53p	AD23	DQ7B	DQ2B									
4A	VREFB4AN0	IO			DIFFIO_RX_B54p	DIFFOUT_B54p	AF17	DQ7B	DQ2B									
4A	VREFB4AN0	IO			DIFFIO_RX_B55n	DIFFOUT_B55n	U16											
4A	VREFB4AN0	IO			DIFFIO_TX_B56n	DIFFOUT_B56n	AF23	DQ7B	DQ2B									
4A	VREFB4AN0	IO			DIFFIO_RX_B55p	DIFFOUT_B55p	U15											
4A	VREFB4AN0	IO			DIFFIO_TX_B56p	DIFFOUT_B56p	AE24	DQ7B	DQ2B									
4A	VREFB4AN0	IO			DIFFIO_TX_B57n	DIFFOUT_B57n	AF24											
4A	VREFB4AN0	IO			DIFFIO_RX_B58n	DIFFOUT_B58n	AA18	DQ8B	DQ2B									
4A	VREFB4AN0	IO			DIFFIO_TX_B57p	DIFFOUT_B57p	AE25	DQ8B	DQ2B									
4A	VREFB4AN0	IO			DIFFIO_RX_B58p	DIFFOUT_B58p	Y18	DQ8B	DQ2B									
4A	VREFB4AN0	IO			DIFFIO_RX_B59n	DIFFOUT_B59n	V17	DQSn8B	DQSn2B									
4A	VREFB4AN0	IO			DIFFIO_TX_B60n	DIFFOUT_B60n	AE26	DQ8B	DQ2B									
4A	VREFB4AN0	IO			DIFFIO_RX_B59p	DIFFOUT_B59p	V18	DQS8B	DQS2B									
4A	VREFB4AN0	IO			DIFFIO_TX_B60p	DIFFOUT_B60p	AD26											
4A	VREFB4AN0	IO			DIFFIO_TX_B61n	DIFFOUT_B61n	AC19	DQ8B	DQ2B									
4A	VREFB4AN0	IO			DIFFIO_RX_B62n	DIFFOUT_B62n	Y19	DQ8B	DQ2B									
4A	VREFB4AN0	IO			DIFFIO_TX_B61p	DIFFOUT_B61p	AB19	DQ8B	DQ2B									
4A	VREFB4AN0	IO			DIFFIO_RX_B62p	DIFFOUT_B62p	Y20	DQ8B	DQ2B									
4A	VREFB4AN0	IO			DIFFIO_RX_B63n	DIFFOUT_B63n	W18											
4A	VREFB4AN0	IO			DIFFIO_TX_B64n	DIFFOUT_B64n	AA21	DQ8B	DQ2B									
4A	VREFB4AN0	IO			DIFFIO_RX_B63p	DIFFOUT_B63p	V19											
4A	VREFB4AN0	IO			DIFFIO_TX_B64p	DIFFOUT_B64p	AB22	DQ8B	DQ2B									
5A	VREFB5AN0	IO	RZQ_1		DIFFIO_TX_R1p	DIFFOUT_R1p	AC22	DQ1R										
5A	VREFB5AN0	IO		INIT_DONE	DIFFIO_RX_R2p	DIFFOUT_R2p	U19											
5A	VREFB5AN0	IO		PR_REQUEST	DIFFIO_TX_R1n	DIFFOUT_R1n	AC23	DQ1R										
5A	VREFB5AN0	IO		CRC_ERROR	DIFFIO_RX_R2n	DIFFOUT_R2n	V20											
5A	VREFB5AN0	IO		nCEO	DIFFIO_TX_R3p	DIFFOUT_R3p	AA22	DQ1R										
5A	VREFB5AN0	IO			DIFFIO_RX_R4p	DIFFOUT_R4p	W20	DQ1R										
5A	VREFB5AN0	IO		CvP_CONFDONE	DIFFIO_TX_R3n	DIFFOUT_R3n	AA23	DQ1R										
5A	VREFB5AN0	IO			DIFFIO_RX_R4n	DIFFOUT_R4n	W21	DQ1R										
5A	VREFB5AN0	IO		DEV_OE	DIFFIO_TX_R5p	DIFFOUT_R5p	AC24											
5A	VREFB5AN0	IO			DIFFIO_RX_R6p	DIFFOUT_R6p	V22	DQS1R										
5A	VREFB5AN0	IO		DEV_CLRn	DIFFIO_TX_R5n	DIFFOUT_R5n	AB24	DQ1R										
5A	VREFB5AN0	IO			DIFFIO_RX_R6n	DIFFOUT_R6n	U22	DQSn1R										
5A	VREFB5AN0	IO			DIFFIO_TX_R7p	DIFFOUT_R7p	Y23	DQ1R										
5A	VREFB5AN0	IO			DIFFIO_RX_R8p	DIFFOUT_R8p	T19	DQ1R										
5A	VREFB5AN0	IO			DIFFIO_TX_R7n	DIFFOUT_R7n	Y24											
5A	VREFB5AN0	IO			DIFFIO_RX_R8n	DIFFOUT_R8n	U20	DQ1R										
5B	VREFB5BN0	IO	"CLK7p,FPLL_BR_FBp"		DIFFIO_RX_R9p	DIFFOUT_R9p	T21											
5B	VREFB5BN0	IO			DIFFIO_TX_R10p	DIFFOUT_R10p	V23	DQ2R										
5B	VREFB5BN0	IO	"CLK7n,FPLL_BR_FBn"		DIFFIO_RX_R9n	DIFFOUT_R9n	T22											
5B	VREFB5BN0	IO			DIFFIO_TX_R10n	DIFFOUT_R10n	V24	DQ2R										
5B	VREFB5BN0	IO			DIFFIO_RX_R11p	DIFFOUT_R11p	T23	DQ2R										
5B	VREFB5BN0	IO			DIFFIO_TX_R12p	DIFFOUT_R12p	AA24	DQ2R										
5B	VREFB5BN0	IO			DIFFIO_RX_R11n	DIFFOUT_R11n	T24	DQ2R										
5B	VREFB5BN0	IO			DIFFIO_TX_R12n	DIFFOUT_R12n	AB25	DQ2R										
5B	VREFB5BN0	IO			DIFFIO_RX_R13p	DIFFOUT_R13p	R23	DQS2R										
5B	VREFB5BN0	IO			DIFFIO_TX_R14p	DIFFOUT_R14p	AD25											
5B	VREFB5BN0	IO			DIFFIO_RX_R13n	DIFFOUT_R13n	P23	DQSn2R										
5B	VREFB5BN0	IO			DIFFIO_TX_R14n	DIFFOUT_R14n	AC25	DQ2R										
5B	VREFB5BN0	IO			DIFFIO_RX_R15p	DIFFOUT_R15p	R24	DQ2R										
5B	VREFB5BN0	IO			DIFFIO_TX_R16p	DIFFOUT_R16p	U24	DQ2R										
5B	VREFB5BN0	IO			DIFFIO_RX_R15n	DIFFOUT_R15n	R25	DQ2R										
5B	VREFB5BN0	IO			DIFFIO_TX_R16n	DIFFOUT_R16n	V25											
5B	VREFB5BN0	IO	CLK6p		DIFFIO_RX_R17p	DIFFOUT_R17p	R20											
5B	VREFB5BN0	IO			DIFFIO_TX_R18p	DIFFOUT_R18p	AB26	DQ3R										
5B	VREFB5BN0	IO	CLK6n		DIFFIO_RX_R17n	DIFFOUT_R17n	P20											
5B	VREFB5BN0	IO			DIFFIO_TX_R18n	DIFFOUT_R18n	AA26	DQ3R										
5B	VREFB5BN0	IO			DIFFIO_RX_R19p	DIFFOUT_R19p	T26	DQ3R										
5B	VREFB5BN0	IO	"FPLL_BR_CLKOUT0,FPLL_BR_CLKOUTp,FPLL_BR_FB"		DIFFIO_TX_R20p	DIFFOUT_R20p	Y25	DQ3R										
5B	VREFB5BN0	IO			DIFFIO_RX_R19n	DIFFOUT_R19n	R26	DQ3R										
5B	VREFB5BN0	IO	"FPLL_BR_CLKOUT1,FPLL_BR_CLKOUTn"		DIFFIO_TX_R20n	DIFFOUT_R20n	Y26	DQ3R										
5B	VREFB5BN0	IO			DIFFIO_RX_R21p	DIFFOUT_R21p	P21	DQS3R										
5B	VREFB5BN0	IO			DIFFIO_TX_R22p	DIFFOUT_R22p	W25											
5B	VREFB5BN0	IO			DIFFIO_RX_R21n	DIFFOUT_R21n	P22	DQSn3R										
5B	VREFB5BN0	IO			DIFFIO_TX_R22n	DIFFOUT_R22n	W26	DQ3R										
5B	VREFB5BN0	IO			DIFFIO_RX_R23p	DIFFOUT_R23p	N25	DQ3R										
5B	VREFB5BN0	IO			DIFFIO_TX_R24p	DIFFOUT_R24p	U25	DQ3R										
5B	VREFB5BN0	IO			DIFFIO_RX_R23n	DIFFOUT_R23n	P26	DQ3R										
5B	VREFB5BN0	IO			DIFFIO_TX_R24n	DIFFOUT_R24n	U26											
6A	VREFB6AN0	IO	CLK5p		DIFFIO_RX_R25p	DIFFOUT_R25p	N20											
6A	VREFB6AN0	IO			DIFFIO_TX_R26p	DIFFOUT_R26p	J25	DQ4R										
6A	VREFB6AN0	IO	CLK5n		DIFFIO_RX_R25n	DIFFOUT_R25n	M21											
6A	VREFB6AN0	IO			DIFFIO_TX_R26n	DIFFOUT_R26n	J26	DQ4R										
6A	VREFB6AN0	IO			DIFFIO_RX_R27p	DIFFOUT_R27p	N24	DQ4R										
6A	VREFB6AN0	IO	"FPLL_TR_CLKOUT0,FPLL_TR_CLKOUTp,FPLL_TR_FB"		DIFFIO_TX_R28p	DIFFOUT_R28p	F26	DQ4R										
6A	VREFB6AN0	IO			DIFFIO_RX_R27n	DIFFOUT_R27n	M24	DQ4R										
6A	VREFB6AN0	IO	"FPLL_TR_CLKOUT1,FPLL_TR_CLKOUTn"		DIFFIO_TX_R28n	DIFFOUT_R28n	G26	DQ4R										
6A	VREFB6AN0	IO			DIFFIO_RX_R29p	DIFFOUT_R29p	N23	DQS4R										
6A	VREFB6AN0	IO			DIFFIO_TX_R30p	DIFFOUT_R30p	G25											
6A	VREFB6AN0	IO			DIFFIO_RX_R29n	DIFFOUT_R29n	M22	DQSn4R										
6A	VREFB6AN0	IO			DIFFIO_TX_R30n	DIFFOUT_R30n	H25	DQ4R										
6A	VREFB6AN0	IO			DIFFIO_RX_R31p	DIFFOUT_R31p	M25	DQ4R										
6A	VREFB6AN0	IO			DIFFIO_TX_R32p	DIFFOUT_R32p	D26	DQ4R										
6A	VREFB6AN0	IO			DIFFIO_RX_R31n	DIFFOUT_R31n	M26	DQ4R										
6A	VREFB6AN0	IO			DIFFIO_TX_R32n	DIFFOUT_R32n	E26											
6A	VREFB6AN0	IO	"CLK4p,FPLL_TR_FBp"		DIFFIO_RX_R33p	DIFFOUT_R33p	K25											
6A	VREFB6AN0	IO			DIFFIO_TX_R34p	DIFFOUT_R34p	E24	DQ5R										
6A	VREFB6AN0	IO	"CLK4n,FPLL_TR_FBn"		DIFFIO_RX_R33n	DIFFOUT_R33n	K26											
6A	VREFB6AN0	IO			DIFFIO_TX_R34n	DIFFOUT_R34n	E25	DQ5R										
6A	VREFB6AN0	IO			DIFFIO_RX_R35p	DIFFOUT_R35p	K24	DQ5R										
6A	VREFB6AN0	IO			DIFFIO_TX_R36p	DIFFOUT_R36p	F24	DQ5R										
6A	VREFB6AN0	IO			DIFFIO_RX_R35n	DIFFOUT_R35n	K23	DQ5R										
6A	VREFB6AN0	IO			DIFFIO_TX_R36n	DIFFOUT_R36n	G24	DQ5R										
6A	VREFB6AN0	IO			DIFFIO_RX_R37p	DIFFOUT_R37p	L23	DQS5R										
6A	VREFB6AN0	IO			DIFFIO_TX_R38p	DIFFOUT_R38p	H23											
6A	VREFB6AN0	IO			DIFFIO_RX_R37n	DIFFOUT_R37n	L24	DQSn5R										
6A	VREFB6AN0	IO			DIFFIO_TX_R38n	DIFFOUT_R38n	H24	DQ5R										
6A	VREFB6AN0	IO			DIFFIO_RX_R39p	DIFFOUT_R39p	H22	DQ5R										
6A	VREFB6AN0	IO			DIFFIO_TX_R40p	DIFFOUT_R40p	F23	DQ5R										
6A	VREFB6AN0	IO			DIFFIO_RX_R39n	DIFFOUT_R39n	J23	DQ5R										
6A	VREFB6AN0	IO			DIFFIO_TX_R40n	DIFFOUT_R40n	G22											
6A	VREFB6AN0	IO			DIFFIO_RX_R41p	DIFFOUT_R41p	L22											
6A	VREFB6AN0	IO			DIFFIO_TX_R42p	DIFFOUT_R42p	B25	DQ6R										
6A	VREFB6AN0	IO			DIFFIO_RX_R41n	DIFFOUT_R41n	K21											
6A	VREFB6AN0	IO			DIFFIO_TX_R42n	DIFFOUT_R42n	B26	DQ6R										
6A	VREFB6AN0	IO			DIFFIO_RX_R43p	DIFFOUT_R43p	H19	DQ6R										
6A	VREFB6AN0	IO			DIFFIO_TX_R44p	DIFFOUT_R44p	D25	DQ6R										
6A	VREFB6AN0	IO			DIFFIO_RX_R43n	DIFFOUT_R43n	H20	DQ6R										
6A	VREFB6AN0	IO			DIFFIO_TX_R44n	DIFFOUT_R44n	C25	DQ6R										
6A	VREFB6AN0	IO			DIFFIO_RX_R45p	DIFFOUT_R45p	J20	DQS6R										
6A	VREFB6AN0	IO			DIFFIO_TX_R46p	DIFFOUT_R46p	D22											
6A	VREFB6AN0	IO			DIFFIO_RX_R45n	DIFFOUT_R45n	J21	DQSn6R										
6A	VREFB6AN0	IO			DIFFIO_TX_R46n	DIFFOUT_R46n	E23	DQ6R										
6A	VREFB6AN0	IO			DIFFIO_RX_R47p	DIFFOUT_R47p	G20	DQ6R										
6A	VREFB6AN0	IO			DIFFIO_TX_R48p	DIFFOUT_R48p	E21	DQ6R										
6A	VREFB6AN0	IO			DIFFIO_RX_R47n	DIFFOUT_R47n	F21	DQ6R										
6A	VREFB6AN0	IO			DIFFIO_TX_R48n	DIFFOUT_R48n	F22											
7A		GND					D23											
7A	VREFB7AN0	IO			DIFFIO_RX_T1p	DIFFOUT_T1p	H15											
7A	VREFB7AN0	IO			DIFFIO_TX_T2p	DIFFOUT_T2p	C23	DQ1T	DQ1T									
7A	VREFB7AN0	IO			DIFFIO_RX_T1n	DIFFOUT_T1n	J16											
7A	VREFB7AN0	IO			DIFFIO_TX_T2n	DIFFOUT_T2n	C22	DQ1T	DQ1T									
7A	VREFB7AN0	IO			DIFFIO_RX_T3p	DIFFOUT_T3p	B24	DQ1T	DQ1T									
7A	VREFB7AN0	IO			DIFFIO_TX_T4p	DIFFOUT_T4p	A23	DQ1T	DQ1T									
7A	VREFB7AN0	IO			DIFFIO_RX_T3n	DIFFOUT_T3n	A24	DQ1T	DQ1T									
7A	VREFB7AN0	IO			DIFFIO_TX_T4n	DIFFOUT_T4n	A22	DQ1T	DQ1T									
7A	VREFB7AN0	IO			DIFFIO_RX_T5p	DIFFOUT_T5p	H18	DQS1T	DQS1T									
7A	VREFB7AN0	IO			DIFFIO_TX_T6p	DIFFOUT_T6p	B22											
7A	VREFB7AN0	IO			DIFFIO_RX_T5n	DIFFOUT_T5n	H17	DQSn1T	DQSn1T									
7A	VREFB7AN0	IO			DIFFIO_TX_T6n	DIFFOUT_T6n	A21	DQ1T	DQ1T									
7A	VREFB7AN0	IO			DIFFIO_RX_T7p	DIFFOUT_T7p	D21	DQ1T	DQ1T									
