Bank Number	VREF	Pin Name/Function	Optional Function(s)	Configuration Function	Dedicated Tx/Rx Channel	Emulated LVDS Output Channel	F672	DQS for X8	DQS for X16									
3B	VREFB3BN0	IO			DIFFIO_RX_B34p	DIFFOUT_B34p	W11	DQ2B										
3B	VREFB3BN0	IO			DIFFIO_RX_B35n	DIFFOUT_B35n	T11	DQSn2B										
3B	VREFB3BN0	IO			DIFFIO_TX_B36n	DIFFOUT_B36n	AC10	DQ2B										
3B	VREFB3BN0	IO			DIFFIO_RX_B35p	DIFFOUT_B35p	R11	DQS2B										
3B	VREFB3BN0	IO			DIFFIO_TX_B36p	DIFFOUT_B36p	AB10											
3B	VREFB3BN0	IO			DIFFIO_TX_B37n	DIFFOUT_B37n	AC8	DQ2B										
3B	VREFB3BN0	IO			DIFFIO_RX_B38n	DIFFOUT_B38n	AB11	DQ2B										
3B	VREFB3BN0	IO			DIFFIO_TX_B37p	DIFFOUT_B37p	AC9	DQ2B										
3B	VREFB3BN0	IO			DIFFIO_RX_B38p	DIFFOUT_B38p	AB12	DQ2B										
3B	VREFB3BN0	IO	"CLK0n,FPLL_BL_FBn"		DIFFIO_RX_B39n	DIFFOUT_B39n	T12											
3B	VREFB3BN0	IO			DIFFIO_TX_B40n	DIFFOUT_B40n	Y10	DQ2B										
3B	VREFB3BN0	IO	"CLK0p,FPLL_BL_FBp"		DIFFIO_RX_B39p	DIFFOUT_B39p	T13											
3B	VREFB3BN0	IO			DIFFIO_TX_B40p	DIFFOUT_B40p	W10	DQ2B										
3B	VREFB3BN0	IO			DIFFIO_TX_B41n	DIFFOUT_B41n	V9											
3B	VREFB3BN0	IO			DIFFIO_RX_B42n	DIFFOUT_B42n	AE8	DQ3B										
3B	VREFB3BN0	IO			DIFFIO_TX_B41p	DIFFOUT_B41p	V10	DQ3B										
3B	VREFB3BN0	IO			DIFFIO_RX_B42p	DIFFOUT_B42p	AD8	DQ3B										
3B	VREFB3BN0	IO			DIFFIO_RX_B43n	DIFFOUT_B43n	P10	DQSn3B										
3B	VREFB3BN0	IO			DIFFIO_TX_B44n	DIFFOUT_B44n	AF9	DQ3B										
3B	VREFB3BN0	IO			DIFFIO_RX_B43p	DIFFOUT_B43p	N10	DQS3B										
3B	VREFB3BN0	IO			DIFFIO_TX_B44p	DIFFOUT_B44p	AE9											
3B	VREFB3BN0	IO	"FPLL_BL_CLKOUT1,FPLL_BL_CLKOUTn"		DIFFIO_TX_B45n	DIFFOUT_B45n	AF8	DQ3B										
3B	VREFB3BN0	IO			DIFFIO_RX_B46n	DIFFOUT_B46n	U11	DQ3B										
3B	VREFB3BN0	IO	"FPLL_BL_CLKOUT0,FPLL_BL_CLKOUTp,FPLL_BL_FB"		DIFFIO_TX_B45p	DIFFOUT_B45p	AF7	DQ3B										
3B	VREFB3BN0	IO			DIFFIO_RX_B46p	DIFFOUT_B46p	U10	DQ3B										
3B	VREFB3BN0	IO	CLK1n		DIFFIO_RX_B47n	DIFFOUT_B47n	P12											
3B	VREFB3BN0	IO			DIFFIO_TX_B48n	DIFFOUT_B48n	AF6	DQ3B										
3B	VREFB3BN0	IO	CLK1p		DIFFIO_RX_B47p	DIFFOUT_B47p	P11											
3B	VREFB3BN0	IO			DIFFIO_TX_B48p	DIFFOUT_B48p	AE6	DQ3B										
4A	VREFB4AN0	IO	RZQ_0		DIFFIO_TX_B49n	DIFFOUT_B49n	AE11											
4A	VREFB4AN0	IO			DIFFIO_RX_B50n	DIFFOUT_B50n	AA14	DQ4B										
4A	VREFB4AN0	IO			DIFFIO_TX_B49p	DIFFOUT_B49p	AD11	DQ4B										
4A	VREFB4AN0	IO			DIFFIO_RX_B50p	DIFFOUT_B50p	Y14	DQ4B										
4A	VREFB4AN0	IO			DIFFIO_RX_B51n	DIFFOUT_B51n	W13	DQSn4B										
4A	VREFB4AN0	IO			DIFFIO_TX_B52n	DIFFOUT_B52n	AD12	DQ4B										
4A	VREFB4AN0	IO			DIFFIO_RX_B51p	DIFFOUT_B51p	V13	DQS4B										
4A	VREFB4AN0	IO			DIFFIO_TX_B52p	DIFFOUT_B52p	AD13											
4A	VREFB4AN0	IO			DIFFIO_TX_B53n	DIFFOUT_B53n	AE10	DQ4B										
4A	VREFB4AN0	IO			DIFFIO_RX_B54n	DIFFOUT_B54n	Y13	DQ4B										
4A	VREFB4AN0	IO			DIFFIO_TX_B53p	DIFFOUT_B53p	AD10	DQ4B										
4A	VREFB4AN0	IO			DIFFIO_RX_B54p	DIFFOUT_B54p	W12	DQ4B										
4A	VREFB4AN0	IO	CLK2n		DIFFIO_RX_B55n	DIFFOUT_B55n	V12											
4A	VREFB4AN0	IO			DIFFIO_TX_B56n	DIFFOUT_B56n	AF12	DQ4B										
4A	VREFB4AN0	IO	CLK2p		DIFFIO_RX_B55p	DIFFOUT_B55p	U12											
4A	VREFB4AN0	IO			DIFFIO_TX_B56p	DIFFOUT_B56p	AF11	DQ4B										
4A	VREFB4AN0	IO			DIFFIO_TX_B57n	DIFFOUT_B57n	AC13											
4A	VREFB4AN0	IO			DIFFIO_RX_B58n	DIFFOUT_B58n	AC15	DQ5B	DQ1B									
4A	VREFB4AN0	IO			DIFFIO_TX_B57p	DIFFOUT_B57p	AC14	DQ5B	DQ1B									
4A	VREFB4AN0	IO			DIFFIO_RX_B58p	DIFFOUT_B58p	AB15	DQ5B	DQ1B									
4A	VREFB4AN0	IO			DIFFIO_RX_B59n	DIFFOUT_B59n	V14	DQSn5B	DQ1B									
4A	VREFB4AN0	IO			DIFFIO_TX_B60n	DIFFOUT_B60n	AF13	DQ5B	DQ1B									
4A	VREFB4AN0	IO			DIFFIO_RX_B59p	DIFFOUT_B59p	U14	DQS5B	DQ1B									
4A	VREFB4AN0	IO			DIFFIO_TX_B60p	DIFFOUT_B60p	AE13											
4A	VREFB4AN0	IO			DIFFIO_TX_B61n	DIFFOUT_B61n	AF14	DQ5B	DQ1B									
4A	VREFB4AN0	IO			DIFFIO_RX_B62n	DIFFOUT_B62n	AB16	DQ5B	DQ1B									
4A	VREFB4AN0	IO			DIFFIO_TX_B61p	DIFFOUT_B61p	AE14	DQ5B	DQ1B									
4A	VREFB4AN0	IO			DIFFIO_RX_B62p	DIFFOUT_B62p	AA16	DQ5B	DQ1B									
4A	VREFB4AN0	IO	CLK3n		DIFFIO_RX_B63n	DIFFOUT_B63n	Y16											
4A	VREFB4AN0	IO			DIFFIO_TX_B64n	DIFFOUT_B64n	AF18	DQ5B	DQ1B									
4A	VREFB4AN0	IO	CLK3p		DIFFIO_RX_B63p	DIFFOUT_B63p	Y15											
4A	VREFB4AN0	IO			DIFFIO_TX_B64p	DIFFOUT_B64p	AE18	DQ5B	DQ1B									
4A	VREFB4AN0	IO			DIFFIO_TX_B65n	DIFFOUT_B65n	AD18											
4A	VREFB4AN0	IO			DIFFIO_RX_B66n	DIFFOUT_B66n	AD16	DQ6B	DQ1B									
4A	VREFB4AN0	IO			DIFFIO_TX_B65p	DIFFOUT_B65p	AC18	DQ6B	DQ1B									
4A	VREFB4AN0	IO			DIFFIO_RX_B66p	DIFFOUT_B66p	AD17	DQ6B	DQ1B									
4A	VREFB4AN0	IO			DIFFIO_RX_B67n	DIFFOUT_B67n	W15	DQSn6B	DQSn1B									
4A	VREFB4AN0	IO			DIFFIO_TX_B68n	DIFFOUT_B68n	AF19	DQ6B	DQ1B									
4A	VREFB4AN0	IO			DIFFIO_RX_B67p	DIFFOUT_B67p	V15	DQS6B	DQS1B									
4A	VREFB4AN0	IO			DIFFIO_TX_B68p	DIFFOUT_B68p	AE19											
4A	VREFB4AN0	IO			DIFFIO_TX_B69n	DIFFOUT_B69n	AF22	DQ6B	DQ1B									
4A	VREFB4AN0	IO			DIFFIO_RX_B70n	DIFFOUT_B70n	AC17	DQ6B	DQ1B									
4A	VREFB4AN0	IO			DIFFIO_TX_B69p	DIFFOUT_B69p	AF21	DQ6B	DQ1B									
4A	VREFB4AN0	IO			DIFFIO_RX_B70p	DIFFOUT_B70p	AB17	DQ6B	DQ1B									
4A	VREFB4AN0	IO			DIFFIO_RX_B71n	DIFFOUT_B71n	U17											
4A	VREFB4AN0	IO			DIFFIO_TX_B72n	DIFFOUT_B72n	AE21	DQ6B	DQ1B									
4A	VREFB4AN0	IO			DIFFIO_RX_B71p	DIFFOUT_B71p	T17											
4A	VREFB4AN0	IO			DIFFIO_TX_B72p	DIFFOUT_B72p	AE20	DQ6B	DQ1B									
4A	VREFB4AN0	IO			DIFFIO_TX_B73n	DIFFOUT_B73n	AD20											
4A	VREFB4AN0	IO			DIFFIO_RX_B74n	DIFFOUT_B74n	AE15	DQ7B	DQ2B									
4A	VREFB4AN0	IO			DIFFIO_TX_B73p	DIFFOUT_B73p	AC20	DQ7B	DQ2B									
4A	VREFB4AN0	IO			DIFFIO_RX_B74p	DIFFOUT_B74p	AE16	DQ7B	DQ2B									
4A	VREFB4AN0	IO			DIFFIO_RX_B75n	DIFFOUT_B75n	W17	DQSn7B	DQ2B									
4A	VREFB4AN0	IO			DIFFIO_TX_B76n	DIFFOUT_B76n	AD21	DQ7B	DQ2B									
4A	VREFB4AN0	IO			DIFFIO_RX_B75p	DIFFOUT_B75p	W16	DQS7B	DQ2B									
4A	VREFB4AN0	IO			DIFFIO_TX_B76p	DIFFOUT_B76p	AD22											
4A	VREFB4AN0	IO			DIFFIO_TX_B77n	DIFFOUT_B77n	AE23	DQ7B	DQ2B									
4A	VREFB4AN0	IO			DIFFIO_RX_B78n	DIFFOUT_B78n	AF16	DQ7B	DQ2B									
4A	VREFB4AN0	IO			DIFFIO_TX_B77p	DIFFOUT_B77p	AD23	DQ7B	DQ2B									
4A	VREFB4AN0	IO			DIFFIO_RX_B78p	DIFFOUT_B78p	AF17	DQ7B	DQ2B									
4A	VREFB4AN0	IO			DIFFIO_RX_B79n	DIFFOUT_B79n	U16											
4A	VREFB4AN0	IO			DIFFIO_TX_B80n	DIFFOUT_B80n	AF23	DQ7B	DQ2B									
4A	VREFB4AN0	IO			DIFFIO_RX_B79p	DIFFOUT_B79p	U15											
4A	VREFB4AN0	IO			DIFFIO_TX_B80p	DIFFOUT_B80p	AE24	DQ7B	DQ2B									
4A	VREFB4AN0	IO			DIFFIO_TX_B81n	DIFFOUT_B81n	AF24											
4A	VREFB4AN0	IO			DIFFIO_RX_B82n	DIFFOUT_B82n	AA18	DQ8B	DQ2B									
4A	VREFB4AN0	IO			DIFFIO_TX_B81p	DIFFOUT_B81p	AE25	DQ8B	DQ2B									
4A	VREFB4AN0	IO			DIFFIO_RX_B82p	DIFFOUT_B82p	Y18	DQ8B	DQ2B									
4A	VREFB4AN0	IO			DIFFIO_RX_B83n	DIFFOUT_B83n	V17	DQSn8B	DQSn2B									
4A	VREFB4AN0	IO			DIFFIO_TX_B84n	DIFFOUT_B84n	AE26	DQ8B	DQ2B									
4A	VREFB4AN0	IO			DIFFIO_RX_B83p	DIFFOUT_B83p	V18	DQS8B	DQS2B									
4A	VREFB4AN0	IO			DIFFIO_TX_B84p	DIFFOUT_B84p	AD26											
4A	VREFB4AN0	IO			DIFFIO_TX_B85n	DIFFOUT_B85n	AC19	DQ8B	DQ2B									
4A	VREFB4AN0	IO			DIFFIO_RX_B86n	DIFFOUT_B86n	Y19	DQ8B	DQ2B									
4A	VREFB4AN0	IO			DIFFIO_TX_B85p	DIFFOUT_B85p	AB19	DQ8B	DQ2B									
4A	VREFB4AN0	IO			DIFFIO_RX_B86p	DIFFOUT_B86p	Y20	DQ8B	DQ2B									
4A	VREFB4AN0	IO			DIFFIO_RX_B87n	DIFFOUT_B87n	W18											
4A	VREFB4AN0	IO			DIFFIO_TX_B88n	DIFFOUT_B88n	AA21	DQ8B	DQ2B									
4A	VREFB4AN0	IO			DIFFIO_RX_B87p	DIFFOUT_B87p	V19											
4A	VREFB4AN0	IO			DIFFIO_TX_B88p	DIFFOUT_B88p	AB22	DQ8B	DQ2B									
5A	VREFB5AN0	IO	RZQ_1		DIFFIO_TX_R1p	DIFFOUT_R1p	AC22	DQ1R										
5A	VREFB5AN0	IO		INIT_DONE	DIFFIO_RX_R2p	DIFFOUT_R2p	U19											
5A	VREFB5AN0	IO		PR_REQUEST	DIFFIO_TX_R1n	DIFFOUT_R1n	AC23	DQ1R										
5A	VREFB5AN0	IO		CRC_ERROR	DIFFIO_RX_R2n	DIFFOUT_R2n	V20											
5A	VREFB5AN0	IO		nCEO	DIFFIO_TX_R3p	DIFFOUT_R3p	AA22	DQ1R										
5A	VREFB5AN0	IO			DIFFIO_RX_R4p	DIFFOUT_R4p	W20	DQ1R										
5A	VREFB5AN0	IO		CvP_CONFDONE	DIFFIO_TX_R3n	DIFFOUT_R3n	AA23	DQ1R										
5A	VREFB5AN0	IO			DIFFIO_RX_R4n	DIFFOUT_R4n	W21	DQ1R										
5A	VREFB5AN0	IO		DEV_OE	DIFFIO_TX_R5p	DIFFOUT_R5p	AC24											
5A	VREFB5AN0	IO			DIFFIO_RX_R6p	DIFFOUT_R6p	V22	DQS1R										
5A	VREFB5AN0	IO		DEV_CLRn	DIFFIO_TX_R5n	DIFFOUT_R5n	AB24	DQ1R										
5A	VREFB5AN0	IO			DIFFIO_RX_R6n	DIFFOUT_R6n	U22	DQSn1R										
5A	VREFB5AN0	IO			DIFFIO_TX_R7p	DIFFOUT_R7p	Y23	DQ1R										
5A	VREFB5AN0	IO			DIFFIO_RX_R8p	DIFFOUT_R8p	T19	DQ1R										
5A	VREFB5AN0	IO			DIFFIO_TX_R7n	DIFFOUT_R7n	Y24											
5A	VREFB5AN0	IO			DIFFIO_RX_R8n	DIFFOUT_R8n	U20	DQ1R										
5B	VREFB5BN0	IO	"CLK7p,FPLL_BR_FBp"		DIFFIO_RX_R33p	DIFFOUT_R33p	T21											
5B	VREFB5BN0	IO			DIFFIO_TX_R34p	DIFFOUT_R34p	V23	DQ2R										
5B	VREFB5BN0	IO	"CLK7n,FPLL_BR_FBn"		DIFFIO_RX_R33n	DIFFOUT_R33n	T22											
5B	VREFB5BN0	IO			DIFFIO_TX_R34n	DIFFOUT_R34n	V24	DQ2R										
5B	VREFB5BN0	IO			DIFFIO_RX_R35p	DIFFOUT_R35p	T23	DQ2R										
5B	VREFB5BN0	IO			DIFFIO_TX_R36p	DIFFOUT_R36p	AA24	DQ2R										
5B	VREFB5BN0	IO			DIFFIO_RX_R35n	DIFFOUT_R35n	T24	DQ2R										
5B	VREFB5BN0	IO			DIFFIO_TX_R36n	DIFFOUT_R36n	AB25	DQ2R										
5B	VREFB5BN0	IO			DIFFIO_RX_R37p	DIFFOUT_R37p	R23	DQS2R										
5B	VREFB5BN0	IO			DIFFIO_TX_R38p	DIFFOUT_R38p	AD25											
5B	VREFB5BN0	IO			DIFFIO_RX_R37n	DIFFOUT_R37n	P23	DQSn2R										
5B	VREFB5BN0	IO			DIFFIO_TX_R38n	DIFFOUT_R38n	AC25	DQ2R										
5B	VREFB5BN0	IO			DIFFIO_RX_R39p	DIFFOUT_R39p	R24	DQ2R										
5B	VREFB5BN0	IO			DIFFIO_TX_R40p	DIFFOUT_R40p	U24	DQ2R										
5B	VREFB5BN0	IO			DIFFIO_RX_R39n	DIFFOUT_R39n	R25	DQ2R										
5B	VREFB5BN0	IO			DIFFIO_TX_R40n	DIFFOUT_R40n	V25											
5B	VREFB5BN0	IO	CLK6p		DIFFIO_RX_R41p	DIFFOUT_R41p	R20											
5B	VREFB5BN0	IO			DIFFIO_TX_R42p	DIFFOUT_R42p	AB26	DQ3R										
5B	VREFB5BN0	IO	CLK6n		DIFFIO_RX_R41n	DIFFOUT_R41n	P20											
5B	VREFB5BN0	IO			DIFFIO_TX_R42n	DIFFOUT_R42n	AA26	DQ3R										
5B	VREFB5BN0	IO			DIFFIO_RX_R43p	DIFFOUT_R43p	T26	DQ3R										
5B	VREFB5BN0	IO	"FPLL_BR_CLKOUT0,FPLL_BR_CLKOUTp,FPLL_BR_FB"		DIFFIO_TX_R44p	DIFFOUT_R44p	Y25	DQ3R										
5B	VREFB5BN0	IO			DIFFIO_RX_R43n	DIFFOUT_R43n	R26	DQ3R										
5B	VREFB5BN0	IO	"FPLL_BR_CLKOUT1,FPLL_BR_CLKOUTn"		DIFFIO_TX_R44n	DIFFOUT_R44n	Y26	DQ3R										
5B	VREFB5BN0	IO			DIFFIO_RX_R45p	DIFFOUT_R45p	P21	DQS3R										
5B	VREFB5BN0	IO			DIFFIO_TX_R46p	DIFFOUT_R46p	W25											
5B	VREFB5BN0	IO			DIFFIO_RX_R45n	DIFFOUT_R45n	P22	DQSn3R										
5B	VREFB5BN0	IO			DIFFIO_TX_R46n	DIFFOUT_R46n	W26	DQ3R										
5B	VREFB5BN0	IO			DIFFIO_RX_R47p	DIFFOUT_R47p	N25	DQ3R										
5B	VREFB5BN0	IO			DIFFIO_TX_R48p	DIFFOUT_R48p	U25	DQ3R										
5B	VREFB5BN0	IO			DIFFIO_RX_R47n	DIFFOUT_R47n	P26	DQ3R										
5B	VREFB5BN0	IO			DIFFIO_TX_R48n	DIFFOUT_R48n	U26											
6A	VREFB6AN0	IO	CLK5p		DIFFIO_RX_R49p	DIFFOUT_R49p	N20											
6A	VREFB6AN0	IO			DIFFIO_TX_R50p	DIFFOUT_R50p	J25	DQ4R										
6A	VREFB6AN0	IO	CLK5n		DIFFIO_RX_R49n	DIFFOUT_R49n	M21											
6A	VREFB6AN0	IO			DIFFIO_TX_R50n	DIFFOUT_R50n	J26	DQ4R										
6A	VREFB6AN0	IO			DIFFIO_RX_R51p	DIFFOUT_R51p	N24	DQ4R										
6A	VREFB6AN0	IO	"FPLL_TR_CLKOUT0,FPLL_TR_CLKOUTp,FPLL_TR_FB"		DIFFIO_TX_R52p	DIFFOUT_R52p	F26	DQ4R										
6A	VREFB6AN0	IO			DIFFIO_RX_R51n	DIFFOUT_R51n	M24	DQ4R										
6A	VREFB6AN0	IO	"FPLL_TR_CLKOUT1,FPLL_TR_CLKOUTn"		DIFFIO_TX_R52n	DIFFOUT_R52n	G26	DQ4R										
6A	VREFB6AN0	IO			DIFFIO_RX_R53p	DIFFOUT_R53p	N23	DQS4R										
6A	VREFB6AN0	IO			DIFFIO_TX_R54p	DIFFOUT_R54p	G25											
6A	VREFB6AN0	IO			DIFFIO_RX_R53n	DIFFOUT_R53n	M22	DQSn4R										
6A	VREFB6AN0	IO			DIFFIO_TX_R54n	DIFFOUT_R54n	H25	DQ4R										
6A	VREFB6AN0	IO			DIFFIO_RX_R55p	DIFFOUT_R55p	M25	DQ4R										
6A	VREFB6AN0	IO			DIFFIO_TX_R56p	DIFFOUT_R56p	D26	DQ4R										
6A	VREFB6AN0	IO			DIFFIO_RX_R55n	DIFFOUT_R55n	M26	DQ4R										
6A	VREFB6AN0	IO			DIFFIO_TX_R56n	DIFFOUT_R56n	E26											
6A	VREFB6AN0	IO	"CLK4p,FPLL_TR_FBp"		DIFFIO_RX_R57p	DIFFOUT_R57p	K25											
6A	VREFB6AN0	IO			DIFFIO_TX_R58p	DIFFOUT_R58p	E24	DQ5R										
6A	VREFB6AN0	IO	"CLK4n,FPLL_TR_FBn"		DIFFIO_RX_R57n	DIFFOUT_R57n	K26											
6A	VREFB6AN0	IO			DIFFIO_TX_R58n	DIFFOUT_R58n	E25	DQ5R										
6A	VREFB6AN0	IO			DIFFIO_RX_R59p	DIFFOUT_R59p	K24	DQ5R										
6A	VREFB6AN0	IO			DIFFIO_TX_R60p	DIFFOUT_R60p	F24	DQ5R										
6A	VREFB6AN0	IO			DIFFIO_RX_R59n	DIFFOUT_R59n	K23	DQ5R										
6A	VREFB6AN0	IO			DIFFIO_TX_R60n	DIFFOUT_R60n	G24	DQ5R										
6A	VREFB6AN0	IO			DIFFIO_RX_R61p	DIFFOUT_R61p	L23	DQS5R										
6A	VREFB6AN0	IO			DIFFIO_TX_R62p	DIFFOUT_R62p	H23											
6A	VREFB6AN0	IO			DIFFIO_RX_R61n	DIFFOUT_R61n	L24	DQSn5R										
6A	VREFB6AN0	IO			DIFFIO_TX_R62n	DIFFOUT_R62n	H24	DQ5R										
6A	VREFB6AN0	IO			DIFFIO_RX_R63p	DIFFOUT_R63p	H22	DQ5R										
6A	VREFB6AN0	IO			DIFFIO_TX_R64p	DIFFOUT_R64p	F23	DQ5R										
6A	VREFB6AN0	IO			DIFFIO_RX_R63n	DIFFOUT_R63n	J23	DQ5R										
6A	VREFB6AN0	IO			DIFFIO_TX_R64n	DIFFOUT_R64n	G22											
6A	VREFB6AN0	IO			DIFFIO_RX_R73p	DIFFOUT_R73p	L22											
6A	VREFB6AN0	IO			DIFFIO_TX_R74p	DIFFOUT_R74p	B25	DQ6R										
6A	VREFB6AN0	IO			DIFFIO_RX_R73n	DIFFOUT_R73n	K21											
6A	VREFB6AN0	IO			DIFFIO_TX_R74n	DIFFOUT_R74n	B26	DQ6R										
6A	VREFB6AN0	IO			DIFFIO_RX_R75p	DIFFOUT_R75p	H19	DQ6R										
6A	VREFB6AN0	IO			DIFFIO_TX_R76p	DIFFOUT_R76p	D25	DQ6R										
6A	VREFB6AN0	IO			DIFFIO_RX_R75n	DIFFOUT_R75n	H20	DQ6R										
6A	VREFB6AN0	IO			DIFFIO_TX_R76n	DIFFOUT_R76n	C25	DQ6R										
6A	VREFB6AN0	IO			DIFFIO_RX_R77p	DIFFOUT_R77p	J20	DQS6R										
6A	VREFB6AN0	IO			DIFFIO_TX_R78p	DIFFOUT_R78p	D22											
6A	VREFB6AN0	IO			DIFFIO_RX_R77n	DIFFOUT_R77n	J21	DQSn6R										
6A	VREFB6AN0	IO			DIFFIO_TX_R78n	DIFFOUT_R78n	E23	DQ6R										
6A	VREFB6AN0	IO			DIFFIO_RX_R79p	DIFFOUT_R79p	G20	DQ6R										
6A	VREFB6AN0	IO			DIFFIO_TX_R80p	DIFFOUT_R80p	E21	DQ6R										
6A	VREFB6AN0	IO			DIFFIO_RX_R79n	DIFFOUT_R79n	F21	DQ6R										
6A	VREFB6AN0	IO			DIFFIO_TX_R80n	DIFFOUT_R80n	F22											
7A		GND					D23											
7A	VREFB7AN0	IO			DIFFIO_RX_T9p	DIFFOUT_T9p	H15											
7A	VREFB7AN0	IO			DIFFIO_TX_T10p	DIFFOUT_T10p	C23	DQ1T	DQ1T									
7A	VREFB7AN0	IO			DIFFIO_RX_T9n	DIFFOUT_T9n	J16											
7A	VREFB7AN0	IO			DIFFIO_TX_T10n	DIFFOUT_T10n	C22	DQ1T	DQ1T									
7A	VREFB7AN0	IO			DIFFIO_RX_T11p	DIFFOUT_T11p	B24	DQ1T	DQ1T									
7A	VREFB7AN0	IO			DIFFIO_TX_T12p	DIFFOUT_T12p	A23	DQ1T	DQ1T									
