Bank Number	VREF	Pin Name/Function	Optional Function(s)	Configuration Function	Dedicated Tx/Rx Channel	Emulated LVDS Output Channel	F896	DQS for X8	DQS for X16	HMC Pin Assignment for DDR3/DDr2 (2)	HMC Pin Assignment for LPDDR2									
8A	VREFB8AN0	IO			DIFFIO_RX_T57p	DIFFOUT_T57p	L10													
8A	VREFB8AN0	IO			DIFFIO_TX_T58p	DIFFOUT_T58p	F13	DQ8T												
8A	VREFB8AN0	IO			DIFFIO_RX_T57n	DIFFOUT_T57n	L9													
8A	VREFB8AN0	IO			DIFFIO_TX_T58n	DIFFOUT_T58n	E13	DQ8T												
8A	VREFB8AN0	IO			DIFFIO_RX_T59p	DIFFOUT_T59p	G14	DQ8T												
8A	VREFB8AN0	IO			DIFFIO_TX_T60p	DIFFOUT_T60p	A5	DQ8T												
8A	VREFB8AN0	IO			DIFFIO_RX_T59n	DIFFOUT_T59n	F14	DQ8T												
8A	VREFB8AN0	IO			DIFFIO_TX_T60n	DIFFOUT_T60n	A4	DQ8T												
8A	VREFB8AN0	IO			DIFFIO_RX_T61p	DIFFOUT_T61p	J14	DQS8T												
8A	VREFB8AN0	IO			DIFFIO_TX_T62p	DIFFOUT_T62p	J7													
8A	VREFB8AN0	IO			DIFFIO_RX_T61n	DIFFOUT_T61n	H14	DQSn8T												
8A	VREFB8AN0	IO			DIFFIO_TX_T62n	DIFFOUT_T62n	H7	DQ8T												
8A	VREFB8AN0	IO			DIFFIO_RX_T63p	DIFFOUT_T63p	L11	DQ8T												
8A	VREFB8AN0	IO			DIFFIO_TX_T64p	DIFFOUT_T64p	J9	DQ8T												
8A	VREFB8AN0	IO			DIFFIO_RX_T63n	DIFFOUT_T63n	K11	DQ8T												
8A	VREFB8AN0	IO			DIFFIO_TX_T64n	DIFFOUT_T64n	H9													
8A	VREFB8AN0	IO			DIFFIO_RX_T65p	DIFFOUT_T65p	P12													
8A	VREFB8AN0	IO			DIFFIO_TX_T66p	DIFFOUT_T66p	G9	DQ9T	DQ3T											
8A	VREFB8AN0	IO			DIFFIO_RX_T65n	DIFFOUT_T65n	N12													
8A	VREFB8AN0	IO			DIFFIO_TX_T66n	DIFFOUT_T66n	F8	DQ9T	DQ3T											
8A	VREFB8AN0	IO			DIFFIO_RX_T67p	DIFFOUT_T67p	H12	DQ9T	DQ3T											
8A	VREFB8AN0	IO			DIFFIO_TX_T68p	DIFFOUT_T68p	E8	DQ9T	DQ3T											
8A	VREFB8AN0	IO			DIFFIO_RX_T67n	DIFFOUT_T67n	G12	DQ9T	DQ3T											
8A	VREFB8AN0	IO			DIFFIO_TX_T68n	DIFFOUT_T68n	D8	DQ9T	DQ3T											
8A	VREFB8AN0	IO			DIFFIO_RX_T69p	DIFFOUT_T69p	K13	DQS9T	DQS3T											
8A	VREFB8AN0	IO			DIFFIO_TX_T70p	DIFFOUT_T70p	A3													
8A	VREFB8AN0	IO			DIFFIO_RX_T69n	DIFFOUT_T69n	J13	DQSn9T	DQSn3T											
8A	VREFB8AN0	IO			DIFFIO_TX_T70n	DIFFOUT_T70n	A2	DQ9T	DQ3T											
8A	VREFB8AN0	IO			DIFFIO_RX_T71p	DIFFOUT_T71p	P10	DQ9T	DQ3T											
8A	VREFB8AN0	IO			DIFFIO_TX_T72p	DIFFOUT_T72p	D7	DQ9T	DQ3T											
8A	VREFB8AN0	IO			DIFFIO_RX_T71n	DIFFOUT_T71n	N11	DQ9T	DQ3T											
8A	VREFB8AN0	IO			DIFFIO_TX_T72n	DIFFOUT_T72n	D6													
8A	VREFB8AN0	IO			DIFFIO_RX_T73p	DIFFOUT_T73p	R12													
8A	VREFB8AN0	IO			DIFFIO_TX_T74p	DIFFOUT_T74p	E7	DQ10T	DQ3T											
8A	VREFB8AN0	IO			DIFFIO_RX_T73n	DIFFOUT_T73n	R11													
8A	VREFB8AN0	IO			DIFFIO_TX_T74n	DIFFOUT_T74n	E6	DQ10T	DQ3T											
8A	VREFB8AN0	IO			DIFFIO_RX_T75p	DIFFOUT_T75p	K12	DQ10T	DQ3T											
8A	VREFB8AN0	IO			DIFFIO_TX_T76p	DIFFOUT_T76p	K10	DQ10T	DQ3T											
8A	VREFB8AN0	IO			DIFFIO_RX_T75n	DIFFOUT_T75n	J12	DQ10T	DQ3T											
8A	VREFB8AN0	IO			DIFFIO_TX_T76n	DIFFOUT_T76n	J10	DQ10T	DQ3T											
8A	VREFB8AN0	IO			DIFFIO_RX_T77p	DIFFOUT_T77p	N10	DQS10T	DQ3T											
8A	VREFB8AN0	IO			DIFFIO_TX_T78p	DIFFOUT_T78p	G6													
8A	VREFB8AN0	IO			DIFFIO_RX_T77n	DIFFOUT_T77n	N9	DQSn10T	DQ3T											
8A	VREFB8AN0	IO			DIFFIO_TX_T78n	DIFFOUT_T78n	F6	DQ10T	DQ3T											
8A	VREFB8AN0	IO			DIFFIO_RX_T79p	DIFFOUT_T79p	M12	DQ10T	DQ3T											
8A	VREFB8AN0	IO			DIFFIO_TX_T80p	DIFFOUT_T80p	G8	DQ10T	DQ3T											
8A	VREFB8AN0	IO			DIFFIO_RX_T79n	DIFFOUT_T79n	M11	DQ10T	DQ3T											
8A	VREFB8AN0	IO			DIFFIO_TX_T80n	DIFFOUT_T80n	G7													
9A		MSEL0		MSEL0			T8													
9A		CONF_DONE		CONF_DONE			L8													
9A		MSEL1		MSEL1			P9													
9A		nSTATUS		nSTATUS			K7													
9A		nCE		nCE			H6													
9A		MSEL2		MSEL2			G5													
9A		MSEL3		MSEL3			P7													
9A		nCONFIG		nCONFIG			C5													
9A		MSEL4		MSEL4			M7													
9A		GND					E5													
		GND					J11													
		GND					E9													
		GND					AD7													
		GND					K14													
		GND					G15													
		GND					H18													
		GND					D16													
		GND					F22													
		GND					J21													
		GND					L27													
		GND					E29													
		GND					D26													
		GND					N23													
		GND					P26													
		GND					T22													
		GND					U25													
		GND					AE29													
		GND					AH28													
		GND					V23													
		GND					Y24													
		GND					AD26													
		GND					AC23													
		GND					AB20													
		GND					AJ6													
		GND					AC13													
		GND					M10													
		GND					AK24													
		GND					AJ21													
		GND					AH2													
		GND					AH8													
		GND					AG3													
		GND					AG4													
		GND					AG15													
		GND					AG25													
		GND					AF1													
		GND					AF12													
		GND					AF22													
		GND					AE19													
		GND					AD1													
		GND					AD2													
		GND					AD5													
		GND					AD16													
		GND					AC3													
		GND					AC4													
		GND					AC6													
		GND					AB2													
		GND					AB5													
		GND					AB10													
		GND					AA3													
		GND					AA4													
		GND					AA6													
		GND					AA27													
		GND					Y1													
		GND					Y7													
		GND					W11													
		GND					W13													
		GND					W17													
		GND					W19													
		GND					V1													
		GND					V2													
		GND					V5													
		GND					V8													
		GND					V16													
		GND					V18													
		GND					V20													
		GND					V28													
		GND					U3													
		GND					U4													
		GND					U6													
		GND					U13													
		GND					U15													
		GND					T2													
		GND					T5													
		GND					T14													
		GND					T16													
		GND					T20													
		GND					R3													
		GND					R4													
		GND					R6													
		GND					R9													
		GND					R13													
		GND					R17													
		GND					R19													
		GND					R29													
		GND					P1													
		GND					P16													
		GND					P18													
		GND					N8													
		GND					N13													
		GND					N17													
		GND					N19													
		GND					M1													
		GND					M2													
		GND					M5													
		GND					M14													
		GND					M16													
		GND					M20													
		GND					M30													
		GND					L3													
		GND					L4													
		GND					L6													
		GND					K2													
		GND					K5													
		GND					J3													
		GND					J4													
		GND					J6													
		GND					H1													
		GND					G25													
		GND					F1													
		GND					F2													
		GND					F5													
		GND					E3													
		GND					E4													
		GND					E19													
		GND					D2													
		GND					D5													
		GND					C2													
		GND					C4													
		GND					C13													
		GND					C23													
		GND					B1													
		GND					B10													
		GND					B30													
		GND					A12													
		GND					A17													
		GND					AK2													
		GND					AK14													
		GND					AK29													
		GND					AJ11													
		GND					AH1													
		GND					AH3													
		GND					AH18													
		GND					AF2													
		GND					AF5													
		GND					AE3													
		GND					AE4													
		GND					AE6													
		GND					AE9													
		GND					AB1													
		GND					AB30													
		GND					AA17													
		GND					Y2													
		GND					Y5													
		GND					Y14													
		GND					W3													
		GND					W4													
		GND					W6													
		GND					W15													
		GND					W21													
		GND					V14													
		GND					U17													
		GND					U19													
		GND					T1													
		GND					T12													
		GND					T18													
		GND					R15													
		GND					P2													
		GND					P5													
		GND					P11													
		GND					P14													
		GND					N3													
		GND					N4													
		GND					N6													
		GND					N15													
		GND					M18													
		GND					L17													
		GND					K1													
		GND					K9													
		GND					K24													
		GND					H2													
		GND					H5													
		GND					H8													
		GND					H11													
		GND					H28													
		GND					G3													
		GND					G4													
		GND					F12													
		GND					D1													
		GND					C3													
		GND					B2													
		GND					B20													
		GND					A27													
		VCC					N18													
		VCC					W14													
		VCC					W16													
		VCC					W20													
		VCC					V13													
		VCC					V15													
		VCC					V19													
		VCC					U16													
		VCC					U18													
		VCC					T17													
		VCC					T19													
		VCC					R14													
		VCC					R16													
		VCC					R18													
		VCC					P13													
		VCC					P15													
		VCC					N14													
		VCC					N16													
		VCC					M13													
		VCC					M17													
		VCC					M19													
		VCC					W18													
		VCC					V17													
		VCC					U14													
		VCC					U20													
		VCC					T13													
		VCC					T15													
		VCC					P17													
		VCC					P19													
		VCC					M15													
		DNU					B4													
		DNU					B3													
		DNU					AD8													
		DNU					AD14													
		DNU					F24													
		DNU					D15													
		VCCPGM					AC11													
		VCCPGM					AB24													
		VCCPGM					F10													
		VCCBAT					H10													
		VCCIO3A					AD11													
		VCCIO3A					Y9													
		VCCIO3A					U10													
		VCCIO3A					AC8													
		VCCIO3B					AE14													
		VCCIO3B					AK9													
		VCCIO3B					AK4													
		VCCIO3B					AH13													
		VCCIO3B					AG10													
		VCCIO3B					AA12													
		VCCIO4A					AC18													
		VCCIO4A					AK19													
		VCCIO4A					AJ16													
		VCCIO4A					AH23													
		VCCIO4A					AD21													
		VCCIO4A					Y19													
		VCCIO4A					AJ26													
		VCCIO4A					AG20													
		VCCIO4A					AF17													
		VCCIO4A					AB15													
		VCCIO5A					AA22													
		VCCIO5A					AF27													
		VCCIO5A					AB25													
		VCCIO5A					AE24													
		VCCIO5B					T27													
		VCCIO5B					AG30													
		VCCIO5B					W26													
		VCCIO5B					U30													
		VCCIO5B					AC28													
		VCCIO5B					Y29													
		VCCIO6A					C28													
		VCCIO6A					R24													
		VCCIO6A					P21													
		VCCIO6A					N28													
		VCCIO6A					M25													
		VCCIO6A					K29													
		VCCIO6A					J26													
		VCCIO6A					F27													
		VCCIO6A					L22													
		VCCIO6A					G30													
		VCCIO7A					A22													
		VCCIO7A					K19													
		VCCIO7A					G20													
		VCCIO7A					F17													
		VCCIO7A					E24													
		VCCIO7A					B15													
		VCCIO7A					B25													
		VCCIO7A					H23													
		VCCIO7A					D21													
		VCCIO7A					C18													
		VCCIO8A					A7													
		VCCIO8A					L12													
		VCCIO8A					J16													
		VCCIO8A					H13													
		VCCIO8A					G10													
		VCCIO8A					F7													
		VCCIO8A					D11													
		VCCIO8A					C8													
		VCCIO8A					E14													
		VCCIO8A					B5													
		VCCPD3A					AB11													
		VCCPD3A					AD10													
		VCCPD3B4A					AC17													
		VCCPD3B4A					AE11													
		VCCPD3B4A					AD15													
		VCCPD3B4A					AC12													
		VCCPD3B4A					AE21													
		VCCPD3B4A					AC20													
		VCCPD5A					W23													
		VCCPD5A					W25													
		VCCPD5B					T26													
		VCCPD5B					U24													
		VCCPD6A					M24													
		VCCPD6A					P24													
		VCCPD6A					K23													
		VCCPD7A8A					F21													
		VCCPD7A8A					G13													
		VCCPD7A8A					G16													
		VCCPD7A8A					G19													
		VCCPD7A8A					F11													
		VCCPD7A8A					F23													
		VCCPD7A8A					D24													
3A	VREFB3AN0	VREFB3AN0					AE8													
3B	VREFB3BN0	VREFB3BN0					AJ13													
4A	VREFB4AN0	VREFB4AN0					AH16													
5A	VREFB5AN0	VREFB5AN0					AC25													
5B	VREFB5BN0	VREFB5BN0					P27													
6A	VREFB6AN0	VREFB6AN0					M26													
7A	VREFB7AN0	VREFB7AN0					B16													
8A	VREFB8AN0	VREFB8AN0					B9													
		NC					L7													
		NC					K8													
		NC					J1													
		NC					J2													
		NC					H3													
		NC					H4													
		NC					G2													
		NC					F3													
		NC					F4													
		NC					E1													
		NC					D4													
		NC					G1													
		NC					E2													
		NC					D3													
		VCCH_GXBL					AB6													
		VCCH_GXBL					V6													
		VCCH_GXBL					P6													
		VCCH_GXBL					K6													
		VCCL_GXBL					AC5													
		VCCL_GXBL					W5													
		VCCL_GXBL					R5													
		VCCL_GXBL					L5													
		RREF_TL					C1													
		VCCA_FPLL					Y8													
		VCCA_FPLL					J8													
		VCCA_FPLL					AB23													
		VCCA_FPLL					J24													
		VCC_AUX					G11													
		VCC_AUX					H16													
		VCC_AUX					H22													
		VCC_AUX					AD22													
		VCC_AUX					AC16													
		VCC_AUX					AC10													
		VCCE_GXBL					J5													
		VCCE_GXBL					AD6													
		VCCE_GXBL					AA5													
		VCCE_GXBL					Y6													
		VCCE_GXBL					N5													
		VCCE_GXBL					M6													
		VCCE_GXBL					U5													
		VCCE_GXBL					T6													
Note:																		
"(1) For more information about pin definition and pin connection guidelines, refer to the"									
Cyclone V Device Family Pin Connection Guidelines.																				
"(2) RESET pin is only applicable for DDR3 device."		
