Bank Number	VREF	Pin Name/Function	Optional Function(s)	Configuration Function	Dedicated Tx/Rx Channel	Emulated LVDS Output Channel	F896	DQS for X8	DQS for X16	HMC Pin Assignment for DDR3/DDr2 (2)	HMC Pin Assignment for LPDDR2									
5B	VREFB5BN0	IO			DIFFIO_RX_R21n	DIFFOUT_R21n	U26	DQSn3R	DQSn1R											
5B	VREFB5BN0	IO			DIFFIO_TX_R22n	DIFFOUT_R22n	AH30	DQ3R	DQ1R											
5B	VREFB5BN0	IO			DIFFIO_RX_R23p	DIFFOUT_R23p	AE30	DQ3R	DQ1R											
5B	VREFB5BN0	IO			DIFFIO_TX_R24p	DIFFOUT_R24p	AG28	DQ3R	DQ1R											
5B	VREFB5BN0	IO			DIFFIO_RX_R23n	DIFFOUT_R23n	AD30	DQ3R	DQ1R											
5B	VREFB5BN0	IO			DIFFIO_TX_R24n	DIFFOUT_R24n	AF28													
5B	VREFB5BN0	IO	"CLK7p,FPLL_BR_FBp"		DIFFIO_RX_R25p	DIFFOUT_R25p	U21													
5B	VREFB5BN0	IO			DIFFIO_TX_R26p	DIFFOUT_R26p	AF29	DQ4R	DQ1R											
5B	VREFB5BN0	IO	"CLK7n,FPLL_BR_FBn"		DIFFIO_RX_R25n	DIFFOUT_R25n	U22													
5B	VREFB5BN0	IO			DIFFIO_TX_R26n	DIFFOUT_R26n	AF30	DQ4R	DQ1R											
5B	VREFB5BN0	IO			DIFFIO_RX_R27p	DIFFOUT_R27p	V27	DQ4R	DQ1R											
5B	VREFB5BN0	IO			DIFFIO_TX_R28p	DIFFOUT_R28p	AE28	DQ4R	DQ1R											
5B	VREFB5BN0	IO			DIFFIO_RX_R27n	DIFFOUT_R27n	W28	DQ4R	DQ1R											
5B	VREFB5BN0	IO			DIFFIO_TX_R28n	DIFFOUT_R28n	AD28	DQ4R	DQ1R											
5B	VREFB5BN0	IO			DIFFIO_RX_R29p	DIFFOUT_R29p	U27	DQS4R	DQ1R											
5B	VREFB5BN0	IO			DIFFIO_TX_R30p	DIFFOUT_R30p	AD29													
5B	VREFB5BN0	IO			DIFFIO_RX_R29n	DIFFOUT_R29n	U28	DQSn4R	DQ1R											
5B	VREFB5BN0	IO			DIFFIO_TX_R30n	DIFFOUT_R30n	AC29	DQ4R	DQ1R											
5B	VREFB5BN0	IO			DIFFIO_RX_R31p	DIFFOUT_R31p	AA29	DQ4R	DQ1R											
5B	VREFB5BN0	IO			DIFFIO_TX_R32p	DIFFOUT_R32p	AB27	DQ4R	DQ1R											
5B	VREFB5BN0	IO			DIFFIO_RX_R31n	DIFFOUT_R31n	AA30	DQ4R	DQ1R											
5B	VREFB5BN0	IO			DIFFIO_TX_R32n	DIFFOUT_R32n	AB28													
5B	VREFB5BN0	IO	CLK6p		DIFFIO_RX_R33p	DIFFOUT_R33p	U23													
5B	VREFB5BN0	IO			DIFFIO_TX_R34p	DIFFOUT_R34p	AB29	DQ5R												
5B	VREFB5BN0	IO	CLK6n		DIFFIO_RX_R33n	DIFFOUT_R33n	T24													
5B	VREFB5BN0	IO			DIFFIO_TX_R34n	DIFFOUT_R34n	AC30	DQ5R												
5B	VREFB5BN0	IO			DIFFIO_RX_R35p	DIFFOUT_R35p	T28	DQ5R												
5B	VREFB5BN0	IO	"FPLL_BR_CLKOUT0,FPLL_BR_CLKOUTp,FPLL_BR_FB"		DIFFIO_TX_R36p	DIFFOUT_R36p	Y30	DQ5R												
5B	VREFB5BN0	IO			DIFFIO_RX_R35n	DIFFOUT_R35n	T29	DQ5R												
5B	VREFB5BN0	IO	"FPLL_BR_CLKOUT1,FPLL_BR_CLKOUTn"		DIFFIO_TX_R36n	DIFFOUT_R36n	W30	DQ5R												
5B	VREFB5BN0	IO			DIFFIO_RX_R37p	DIFFOUT_R37p	T25	DQS5R												
5B	VREFB5BN0	IO			DIFFIO_TX_R38p	DIFFOUT_R38p	V29													
5B	VREFB5BN0	IO			DIFFIO_RX_R37n	DIFFOUT_R37n	R26	DQSn5R												
5B	VREFB5BN0	IO			DIFFIO_TX_R38n	DIFFOUT_R38n	W29	DQ5R												
5B	VREFB5BN0	IO			DIFFIO_RX_R39p	DIFFOUT_R39p	T30	DQ5R												
5B	VREFB5BN0	IO			DIFFIO_TX_R40p	DIFFOUT_R40p	U29	DQ5R												
5B	VREFB5BN0	IO			DIFFIO_RX_R39n	DIFFOUT_R39n	R30	DQ5R												
5B	VREFB5BN0	IO			DIFFIO_TX_R40n	DIFFOUT_R40n	V30													
6A	VREFB6AN0	IO	CLK5p		DIFFIO_RX_R41p	DIFFOUT_R41p	T23													
6A	VREFB6AN0	IO			DIFFIO_TX_R42p	DIFFOUT_R42p	P28	DQ6R												
6A	VREFB6AN0	IO	CLK5n		DIFFIO_RX_R41n	DIFFOUT_R41n	R23													
6A	VREFB6AN0	IO			DIFFIO_TX_R42n	DIFFOUT_R42n	N29	DQ6R												
6A	VREFB6AN0	IO			DIFFIO_RX_R43p	DIFFOUT_R43p	P29	DQ6R												
6A	VREFB6AN0	IO	"FPLL_TR_CLKOUT0,FPLL_TR_CLKOUTp,FPLL_TR_FB"		DIFFIO_TX_R44p	DIFFOUT_R44p	M29	DQ6R												
6A	VREFB6AN0	IO			DIFFIO_RX_R43n	DIFFOUT_R43n	P30	DQ6R												
6A	VREFB6AN0	IO	"FPLL_TR_CLKOUT1,FPLL_TR_CLKOUTn"		DIFFIO_TX_R44n	DIFFOUT_R44n	N30	DQ6R												
6A	VREFB6AN0	IO			DIFFIO_RX_R45p	DIFFOUT_R45p	P25	DQS6R												
6A	VREFB6AN0	IO			DIFFIO_TX_R46p	DIFFOUT_R46p	L28													
6A	VREFB6AN0	IO			DIFFIO_RX_R45n	DIFFOUT_R45n	R25	DQSn6R												
6A	VREFB6AN0	IO			DIFFIO_TX_R46n	DIFFOUT_R46n	K28	DQ6R												
6A	VREFB6AN0	IO			DIFFIO_RX_R47p	DIFFOUT_R47p	R27	DQ6R												
6A	VREFB6AN0	IO			DIFFIO_TX_R48p	DIFFOUT_R48p	M27	DQ6R												
6A	VREFB6AN0	IO			DIFFIO_RX_R47n	DIFFOUT_R47n	R28	DQ6R												
6A	VREFB6AN0	IO			DIFFIO_TX_R48n	DIFFOUT_R48n	M28													
6A	VREFB6AN0	IO	"CLK4p,FPLL_TR_FBp"		DIFFIO_RX_R49p	DIFFOUT_R49p	P22													
6A	VREFB6AN0	IO			DIFFIO_TX_R50p	DIFFOUT_R50p	K25	DQ7R	DQ2R											
6A	VREFB6AN0	IO	"CLK4n,FPLL_TR_FBn"		DIFFIO_RX_R49n	DIFFOUT_R49n	P23													
6A	VREFB6AN0	IO			DIFFIO_TX_R50n	DIFFOUT_R50n	K26	DQ7R	DQ2R											
6A	VREFB6AN0	IO			DIFFIO_RX_R51p	DIFFOUT_R51p	N26	DQ7R	DQ2R											
6A	VREFB6AN0	IO			DIFFIO_TX_R52p	DIFFOUT_R52p	L29	DQ7R	DQ2R											
6A	VREFB6AN0	IO			DIFFIO_RX_R51n	DIFFOUT_R51n	N27	DQ7R	DQ2R											
6A	VREFB6AN0	IO			DIFFIO_TX_R52n	DIFFOUT_R52n	L30	DQ7R	DQ2R											
6A	VREFB6AN0	IO			DIFFIO_RX_R53p	DIFFOUT_R53p	N24	DQS7R	DQS2R											
6A	VREFB6AN0	IO			DIFFIO_TX_R54p	DIFFOUT_R54p	K30													
6A	VREFB6AN0	IO			DIFFIO_RX_R53n	DIFFOUT_R53n	N25	DQSn7R	DQSn2R											
6A	VREFB6AN0	IO			DIFFIO_TX_R54n	DIFFOUT_R54n	J30	DQ7R	DQ2R											
6A	VREFB6AN0	IO			DIFFIO_RX_R55p	DIFFOUT_R55p	L25	DQ7R	DQ2R											
6A	VREFB6AN0	IO			DIFFIO_TX_R56p	DIFFOUT_R56p	G27	DQ7R	DQ2R											
6A	VREFB6AN0	IO			DIFFIO_RX_R55n	DIFFOUT_R55n	L26	DQ7R	DQ2R											
6A	VREFB6AN0	IO			DIFFIO_TX_R56n	DIFFOUT_R56n	G28													
6A	VREFB6AN0	IO			DIFFIO_RX_R57p	DIFFOUT_R57p	R21													
6A	VREFB6AN0	IO			DIFFIO_TX_R58p	DIFFOUT_R58p	J28	DQ8R	DQ2R											
6A	VREFB6AN0	IO			DIFFIO_RX_R57n	DIFFOUT_R57n	R22													
6A	VREFB6AN0	IO			DIFFIO_TX_R58n	DIFFOUT_R58n	J29	DQ8R	DQ2R											
6A	VREFB6AN0	IO			DIFFIO_RX_R59p	DIFFOUT_R59p	K27	DQ8R	DQ2R											
6A	VREFB6AN0	IO			DIFFIO_TX_R60p	DIFFOUT_R60p	H29	DQ8R	DQ2R											
6A	VREFB6AN0	IO			DIFFIO_RX_R59n	DIFFOUT_R59n	J27	DQ8R	DQ2R											
6A	VREFB6AN0	IO			DIFFIO_TX_R60n	DIFFOUT_R60n	H30	DQ8R	DQ2R											
6A	VREFB6AN0	IO			DIFFIO_RX_R61p	DIFFOUT_R61p	N22	DQS8R	DQ2R											
6A	VREFB6AN0	IO			DIFFIO_TX_R62p	DIFFOUT_R62p	H27													
6A	VREFB6AN0	IO			DIFFIO_RX_R61n	DIFFOUT_R61n	M23	DQSn8R	DQ2R											
6A	VREFB6AN0	IO			DIFFIO_TX_R62n	DIFFOUT_R62n	G26	DQ8R	DQ2R											
6A	VREFB6AN0	IO			DIFFIO_RX_R63p	DIFFOUT_R63p	F25	DQ8R	DQ2R											
6A	VREFB6AN0	IO			DIFFIO_TX_R64p	DIFFOUT_R64p	F30	DQ8R	DQ2R											
6A	VREFB6AN0	IO			DIFFIO_RX_R63n	DIFFOUT_R63n	F26	DQ8R	DQ2R											
6A	VREFB6AN0	IO			DIFFIO_TX_R64n	DIFFOUT_R64n	E30													
6A	VREFB6AN0	IO			DIFFIO_RX_R65p	DIFFOUT_R65p	R20													
6A	VREFB6AN0	IO			DIFFIO_TX_R66p	DIFFOUT_R66p	G29	DQ9R	DQ3R											
6A	VREFB6AN0	IO			DIFFIO_RX_R65n	DIFFOUT_R65n	T21													
6A	VREFB6AN0	IO			DIFFIO_TX_R66n	DIFFOUT_R66n	F29	DQ9R	DQ3R											
6A	VREFB6AN0	IO			DIFFIO_RX_R67p	DIFFOUT_R67p	L23	DQ9R	DQ3R											
6A	VREFB6AN0	IO			DIFFIO_TX_R68p	DIFFOUT_R68p	D30	DQ9R	DQ3R											
6A	VREFB6AN0	IO			DIFFIO_RX_R67n	DIFFOUT_R67n	L24	DQ9R	DQ3R											
6A	VREFB6AN0	IO			DIFFIO_TX_R68n	DIFFOUT_R68n	C30	DQ9R	DQ3R											
6A	VREFB6AN0	IO			DIFFIO_RX_R69p	DIFFOUT_R69p	N21	DQS9R	DQS3R											
6A	VREFB6AN0	IO			DIFFIO_TX_R70p	DIFFOUT_R70p	F28													
6A	VREFB6AN0	IO			DIFFIO_RX_R69n	DIFFOUT_R69n	M22	DQSn9R	DQSn3R											
6A	VREFB6AN0	IO			DIFFIO_TX_R70n	DIFFOUT_R70n	E28	DQ9R	DQ3R											
6A	VREFB6AN0	IO			DIFFIO_RX_R71p	DIFFOUT_R71p	K21	DQ9R	DQ3R											
6A	VREFB6AN0	IO			DIFFIO_TX_R72p	DIFFOUT_R72p	C29	DQ9R	DQ3R											
6A	VREFB6AN0	IO			DIFFIO_RX_R71n	DIFFOUT_R71n	K22	DQ9R	DQ3R											
6A	VREFB6AN0	IO			DIFFIO_TX_R72n	DIFFOUT_R72n	B29													
6A	VREFB6AN0	IO			DIFFIO_RX_R73p	DIFFOUT_R73p	M21													
6A	VREFB6AN0	IO			DIFFIO_TX_R74p	DIFFOUT_R74p	B28	DQ10R	DQ3R											
6A	VREFB6AN0	IO			DIFFIO_RX_R73n	DIFFOUT_R73n	L21													
6A	VREFB6AN0	IO			DIFFIO_TX_R74n	DIFFOUT_R74n	A29	DQ10R	DQ3R											
6A	VREFB6AN0	IO			DIFFIO_RX_R75p	DIFFOUT_R75p	H25	DQ10R	DQ3R											
6A	VREFB6AN0	IO			DIFFIO_TX_R76p	DIFFOUT_R76p	D28	DQ10R	DQ3R											
6A	VREFB6AN0	IO			DIFFIO_RX_R75n	DIFFOUT_R75n	H26	DQ10R	DQ3R											
6A	VREFB6AN0	IO			DIFFIO_TX_R76n	DIFFOUT_R76n	D29	DQ10R	DQ3R											
6A	VREFB6AN0	IO			DIFFIO_RX_R77p	DIFFOUT_R77p	P20	DQS10R	DQ3R											
6A	VREFB6AN0	IO			DIFFIO_TX_R78p	DIFFOUT_R78p	E27													
6A	VREFB6AN0	IO			DIFFIO_RX_R77n	DIFFOUT_R77n	N20	DQSn10R	DQ3R											
6A	VREFB6AN0	IO			DIFFIO_TX_R78n	DIFFOUT_R78n	D27	DQ10R	DQ3R											
6A	VREFB6AN0	IO			DIFFIO_RX_R79p	DIFFOUT_R79p	J22	DQ10R	DQ3R											
6A	VREFB6AN0	IO			DIFFIO_TX_R80p	DIFFOUT_R80p	H24	DQ10R	DQ3R											
6A	VREFB6AN0	IO			DIFFIO_RX_R79n	DIFFOUT_R79n	J23	DQ10R	DQ3R											
6A	VREFB6AN0	IO			DIFFIO_TX_R80n	DIFFOUT_R80n	J25													
7A		GND					G24													
7A	VREFB7AN0	IO			DIFFIO_RX_T1p	DIFFOUT_T1p	H21			GND	GND									
7A	VREFB7AN0	IO			DIFFIO_TX_T2p	DIFFOUT_T2p	E26	DQ1T	DQ1T	T_DM_4	T_DM_4									
7A	VREFB7AN0	IO			DIFFIO_RX_T1n	DIFFOUT_T1n	G21			GND	GND									
7A	VREFB7AN0	IO			DIFFIO_TX_T2n	DIFFOUT_T2n	E25	DQ1T	DQ1T	T_DQ_39	T_DQ_39									
7A	VREFB7AN0	IO			DIFFIO_RX_T3p	DIFFOUT_T3p	G22	DQ1T	DQ1T	T_DQ_37	T_DQ_37									
7A	VREFB7AN0	IO			DIFFIO_TX_T4p	DIFFOUT_T4p	C27	DQ1T	DQ1T	T_DQ_38	T_DQ_38									
7A	VREFB7AN0	IO			DIFFIO_RX_T3n	DIFFOUT_T3n	G23	DQ1T	DQ1T	T_DQ_36	T_DQ_36									
7A	VREFB7AN0	IO			DIFFIO_TX_T4n	DIFFOUT_T4n	C26	DQ1T	DQ1T	GND	GND									
7A	VREFB7AN0	IO			DIFFIO_RX_T5p	DIFFOUT_T5p	L20	DQS1T	DQS1T	T_DQS_4	T_DQS_4									
7A	VREFB7AN0	IO			DIFFIO_TX_T6p	DIFFOUT_T6p	B27			GND	GND									
7A	VREFB7AN0	IO			DIFFIO_RX_T5n	DIFFOUT_T5n	L19	DQSn1T	DQSn1T	T_DQS#_4	T_DQS#_4									
7A	VREFB7AN0	IO			DIFFIO_TX_T6n	DIFFOUT_T6n	A28	DQ1T	DQ1T	T_DQ_35	T_DQ_35									
7A	VREFB7AN0	IO			DIFFIO_RX_T7p	DIFFOUT_T7p	E22	DQ1T	DQ1T	T_DQ_33	T_DQ_33									
7A	VREFB7AN0	IO			DIFFIO_TX_T8p	DIFFOUT_T8p	B26	DQ1T	DQ1T	T_DQ_34	T_DQ_34									
7A	VREFB7AN0	IO			DIFFIO_RX_T7n	DIFFOUT_T7n	E21	DQ1T	DQ1T	T_DQ_32	T_DQ_32									
7A	VREFB7AN0	IO			DIFFIO_TX_T8n	DIFFOUT_T8n	A26			GND	GND									
7A	VREFB7AN0	IO			DIFFIO_RX_T9p	DIFFOUT_T9p	J20			GND	GND									
7A	VREFB7AN0	IO			DIFFIO_TX_T10p	DIFFOUT_T10p	D25	DQ2T	DQ1T	T_DM_3	T_DM_3									
7A	VREFB7AN0	IO			DIFFIO_RX_T9n	DIFFOUT_T9n	H20			GND	GND									
7A	VREFB7AN0	IO			DIFFIO_TX_T10n	DIFFOUT_T10n	C25	DQ2T	DQ1T	T_DQ_31	T_DQ_31									
7A	VREFB7AN0	IO			DIFFIO_RX_T11p	DIFFOUT_T11p	C21	DQ2T	DQ1T	T_DQ_29	T_DQ_29									
7A	VREFB7AN0	IO			DIFFIO_TX_T12p	DIFFOUT_T12p	D23	DQ2T	DQ1T	T_DQ_30	T_DQ_30									
7A	VREFB7AN0	IO			DIFFIO_RX_T11n	DIFFOUT_T11n	C20	DQ2T	DQ1T	T_DQ_28	T_DQ_28									
7A	VREFB7AN0	IO			DIFFIO_TX_T12n	DIFFOUT_T12n	C22	DQ2T	DQ1T	GND	GND									
7A	VREFB7AN0	IO			DIFFIO_RX_T13p	DIFFOUT_T13p	K20	DQS2T	DQ1T	T_DQS_3	T_DQS_3									
7A	VREFB7AN0	IO			DIFFIO_TX_T14p	DIFFOUT_T14p	E23			GND	GND									
7A	VREFB7AN0	IO			DIFFIO_RX_T13n	DIFFOUT_T13n	J19	DQSn2T	DQ1T	T_DQS#_3	T_DQS#_3									
7A	VREFB7AN0	IO			DIFFIO_TX_T14n	DIFFOUT_T14n	D22	DQ2T	DQ1T	T_DQ_27	T_DQ_27									
7A	VREFB7AN0	IO			DIFFIO_RX_T15p	DIFFOUT_T15p	D20	DQ2T	DQ1T	T_DQ_25	T_DQ_25									
7A	VREFB7AN0	IO			DIFFIO_TX_T16p	DIFFOUT_T16p	A25	DQ2T	DQ1T	T_DQ_26	T_DQ_26									
7A	VREFB7AN0	IO			DIFFIO_RX_T15n	DIFFOUT_T15n	C19	DQ2T	DQ1T	T_DQ_24	T_DQ_24									
7A	VREFB7AN0	IO			DIFFIO_TX_T16n	DIFFOUT_T16n	A24			GND	GND									
7A	VREFB7AN0	IO			DIFFIO_RX_T17p	DIFFOUT_T17p	F20			GND	GND									
7A	VREFB7AN0	IO			DIFFIO_TX_T18p	DIFFOUT_T18p	C24	DQ3T	DQ2T	T_DM_2	T_DM_2									
7A	VREFB7AN0	IO			DIFFIO_RX_T17n	DIFFOUT_T17n	E20			GND	GND									
7A	VREFB7AN0	IO			DIFFIO_TX_T18n	DIFFOUT_T18n	B24	DQ3T	DQ2T	T_DQ_23	T_DQ_23									
7A	VREFB7AN0	IO			DIFFIO_RX_T19p	DIFFOUT_T19p	F19	DQ3T	DQ2T	T_DQ_21	T_DQ_21									
7A	VREFB7AN0	IO			DIFFIO_TX_T20p	DIFFOUT_T20p	B23	DQ3T	DQ2T	T_DQ_22	T_DQ_22									
7A	VREFB7AN0	IO			DIFFIO_RX_T19n	DIFFOUT_T19n	E18	DQ3T	DQ2T	T_DQ_20	T_DQ_20									
7A	VREFB7AN0	IO			DIFFIO_TX_T20n	DIFFOUT_T20n	A23	DQ3T	DQ2T	GND	GND									
7A	VREFB7AN0	IO			DIFFIO_RX_T21p	DIFFOUT_T21p	L18	DQS3T	DQS2T	T_DQS_2	T_DQS_2									
7A	VREFB7AN0	IO			DIFFIO_TX_T22p	DIFFOUT_T22p	B22			T_RESET#	T_RESET#									
7A	VREFB7AN0	IO			DIFFIO_RX_T21n	DIFFOUT_T21n	K18	DQSn3T	DQSn2T	T_DQS#_2	T_DQS#_2									
7A	VREFB7AN0	IO			DIFFIO_TX_T22n	DIFFOUT_T22n	B21	DQ3T	DQ2T	T_DQ_19	T_DQ_19									
7A	VREFB7AN0	IO			DIFFIO_RX_T23p	DIFFOUT_T23p	D19	DQ3T	DQ2T	T_DQ_17	T_DQ_17									
7A	VREFB7AN0	IO			DIFFIO_TX_T24p	DIFFOUT_T24p	A21	DQ3T	DQ2T	T_DQ_18	T_DQ_18									
7A	VREFB7AN0	IO			DIFFIO_RX_T23n	DIFFOUT_T23n	D18	DQ3T	DQ2T	T_DQ_16	T_DQ_16									
7A	VREFB7AN0	IO			DIFFIO_TX_T24n	DIFFOUT_T24n	A20			GND	GND									
7A	VREFB7AN0	IO	CLK11p		DIFFIO_RX_T25p	DIFFOUT_T25p	H19													
7A	VREFB7AN0	IO			DIFFIO_TX_T26p	DIFFOUT_T26p	B19	DQ4T	DQ2T	T_DM_1	T_DM_1									
7A	VREFB7AN0	IO	CLK11n		DIFFIO_RX_T25n	DIFFOUT_T25n	J18													
7A	VREFB7AN0	IO			DIFFIO_TX_T26n	DIFFOUT_T26n	A19	DQ4T	DQ2T	T_DQ_15	T_DQ_15									
7A	VREFB7AN0	IO			DIFFIO_RX_T27p	DIFFOUT_T27p	G18	DQ4T	DQ2T	T_DQ_13	T_DQ_13									
7A	VREFB7AN0	IO			DIFFIO_TX_T28p	DIFFOUT_T28p	B18	DQ4T	DQ2T	T_DQ_14	T_DQ_14									
7A	VREFB7AN0	IO			DIFFIO_RX_T27n	DIFFOUT_T27n	F18	DQ4T	DQ2T	T_DQ_12	T_DQ_12									
7A	VREFB7AN0	IO			DIFFIO_TX_T28n	DIFFOUT_T28n	A18	DQ4T	DQ2T	T_CKE_0	T_CKE_0									
7A	VREFB7AN0	IO			DIFFIO_RX_T29p	DIFFOUT_T29p	K16	DQS4T	DQ2T	T_DQS_1	T_DQS_1									
7A	VREFB7AN0	IO			DIFFIO_TX_T30p	DIFFOUT_T30p	D14			T_CKE_1	T_CKE_1									
7A	VREFB7AN0	IO			DIFFIO_RX_T29n	DIFFOUT_T29n	L16	DQSn4T	DQ2T	T_DQS#_1	T_DQS#_1									
7A	VREFB7AN0	IO			DIFFIO_TX_T30n	DIFFOUT_T30n	C14	DQ4T	DQ2T	T_DQ_11	T_DQ_11									
7A	VREFB7AN0	IO			DIFFIO_RX_T31p	DIFFOUT_T31p	C17	DQ4T	DQ2T	T_DQ_9	T_DQ_9									
7A	VREFB7AN0	IO			DIFFIO_TX_T32p	DIFFOUT_T32p	A16	DQ4T	DQ2T	T_DQ_10	T_DQ_10									
7A	VREFB7AN0	IO			DIFFIO_RX_T31n	DIFFOUT_T31n	B17	DQ4T	DQ2T	T_DQ_8	T_DQ_8									
7A	VREFB7AN0	IO			DIFFIO_TX_T32n	DIFFOUT_T32n	A15			GND	GND									
7A	VREFB7AN0	IO	CLK10p		DIFFIO_RX_T33p	DIFFOUT_T33p	H17													
7A	VREFB7AN0	IO			DIFFIO_TX_T34p	DIFFOUT_T34p	B14	DQ5T		T_DM_0	T_DM_0									
7A	VREFB7AN0	IO	CLK10n		DIFFIO_RX_T33n	DIFFOUT_T33n	G17													
7A	VREFB7AN0	IO			DIFFIO_TX_T34n	DIFFOUT_T34n	A14	DQ5T		T_DQ_7	T_DQ_7									
7A	VREFB7AN0	IO			DIFFIO_RX_T35p	DIFFOUT_T35p	E17	DQ5T		T_DQ_5	T_DQ_5									
7A	VREFB7AN0	IO			DIFFIO_TX_T36p	DIFFOUT_T36p	D12	DQ5T		T_DQ_6	T_DQ_6									
7A	VREFB7AN0	IO			DIFFIO_RX_T35n	DIFFOUT_T35n	D17	DQ5T		T_DQ_4	T_DQ_4									
7A	VREFB7AN0	IO			DIFFIO_TX_T36n	DIFFOUT_T36n	C12	DQ5T		T_ODT_1	T_ODT_1									
7A	VREFB7AN0	IO			DIFFIO_RX_T37p	DIFFOUT_T37p	K17	DQS5T		T_DQS_0	T_DQS_0									
7A	VREFB7AN0	IO			DIFFIO_TX_T38p	DIFFOUT_T38p	B13			T_ODT_0	T_ODT_0									
7A	VREFB7AN0	IO			DIFFIO_RX_T37n	DIFFOUT_T37n	J17	DQSn5T		T_DQS#_0	T_DQS#_0									
7A	VREFB7AN0	IO			DIFFIO_TX_T38n	DIFFOUT_T38n	A13	DQ5T		T_DQ_3	T_DQ_3									
7A	VREFB7AN0	IO			DIFFIO_RX_T39p	DIFFOUT_T39p	C16	DQ5T		T_DQ_1	T_DQ_1									
7A	VREFB7AN0	IO			DIFFIO_TX_T40p	DIFFOUT_T40p	C11	DQ5T		T_DQ_2	T_DQ_2									
7A	VREFB7AN0	IO			DIFFIO_RX_T39n	DIFFOUT_T39n	C15	DQ5T		T_DQ_0	T_DQ_0									
7A	VREFB7AN0	IO	RZQ_2		DIFFIO_TX_T40n	DIFFOUT_T40n	B12													
8A	VREFB8AN0	IO	CLK9p		DIFFIO_RX_T41p	DIFFOUT_T41p	L15													
8A	VREFB8AN0	IO			DIFFIO_TX_T42p	DIFFOUT_T42p	B11	DQ6T		T_A_0	T_CA_0									
8A	VREFB8AN0	IO	CLK9n		DIFFIO_RX_T41n	DIFFOUT_T41n	K15													
8A	VREFB8AN0	IO			DIFFIO_TX_T42n	DIFFOUT_T42n	A11	DQ6T		T_A_1	T_CA_1									
8A	VREFB8AN0	IO			DIFFIO_RX_T43p	DIFFOUT_T43p	F16	DQ6T		T_A_4	T_CA_4									
8A	VREFB8AN0	IO	"FPLL_TL_CLKOUT0,FPLL_TL_CLKOUTp,FPLL_TL_FB"		DIFFIO_TX_T44p	DIFFOUT_T44p	F9	DQ6T		T_A_2	T_CA_2									
8A	VREFB8AN0	IO			DIFFIO_RX_T43n	DIFFOUT_T43n	E16	DQ6T		T_A_5	T_CA_5									
8A	VREFB8AN0	IO	"FPLL_TL_CLKOUT1,FPLL_TL_CLKOUTn"		DIFFIO_TX_T44n	DIFFOUT_T44n	E10	DQ6T		T_A_3	T_CA_3									
8A	VREFB8AN0	IO			DIFFIO_RX_T45p	DIFFOUT_T45p	M9	DQS6T		T_CK	T_CK									
8A	VREFB8AN0	IO			DIFFIO_TX_T46p	DIFFOUT_T46p	D9			T_A_6	T_CA_6									
8A	VREFB8AN0	IO			DIFFIO_RX_T45n	DIFFOUT_T45n	M8	DQSn6T		T_CK#	T_CK#									
8A	VREFB8AN0	IO			DIFFIO_TX_T46n	DIFFOUT_T46n	C10	DQ6T		T_A_7	T_CA_7									
8A	VREFB8AN0	IO			DIFFIO_RX_T47p	DIFFOUT_T47p	F15	DQ6T		T_BA_1										
8A	VREFB8AN0	IO			DIFFIO_TX_T48p	DIFFOUT_T48p	A10	DQ6T		T_BA_0										
8A	VREFB8AN0	IO			DIFFIO_RX_T47n	DIFFOUT_T47n	E15	DQ6T		T_BA_2										
8A	VREFB8AN0	IO			DIFFIO_TX_T48n	DIFFOUT_T48n	A9			GND	GND									
8A	VREFB8AN0	IO	"CLK8p,FPLL_TL_FBp"		DIFFIO_RX_T49p	DIFFOUT_T49p	L14													
8A	VREFB8AN0	IO			DIFFIO_TX_T50p	DIFFOUT_T50p	C9	DQ7T		T_CAS#										
8A	VREFB8AN0	IO	"CLK8n,FPLL_TL_FBn"		DIFFIO_RX_T49n	DIFFOUT_T49n	L13													
8A	VREFB8AN0	IO			DIFFIO_TX_T50n	DIFFOUT_T50n	B8	DQ7T		T_RAS#										
8A	VREFB8AN0	IO			DIFFIO_RX_T51p	DIFFOUT_T51p	E12	DQ7T		T_A_8	T_CA_8									
8A	VREFB8AN0	IO			DIFFIO_TX_T52p	DIFFOUT_T52p	B7	DQ7T		T_A_10										
8A	VREFB8AN0	IO			DIFFIO_RX_T51n	DIFFOUT_T51n	D13	DQ7T		T_A_9	T_CA_9									
8A	VREFB8AN0	IO			DIFFIO_TX_T52n	DIFFOUT_T52n	A8	DQ7T		T_A_11										
8A	VREFB8AN0	IO			DIFFIO_RX_T53p	DIFFOUT_T53p	J15	DQS7T		T_CS#_0	T_CS#_0									
8A	VREFB8AN0	IO			DIFFIO_TX_T54p	DIFFOUT_T54p	B6			T_A_12										
8A	VREFB8AN0	IO			DIFFIO_RX_T53n	DIFFOUT_T53n	H15	DQSn7T		T_CS#_1	T_CS#_1									
8A	VREFB8AN0	IO			DIFFIO_TX_T54n	DIFFOUT_T54n	A6	DQ7T		T_A_13										
8A	VREFB8AN0	IO			DIFFIO_RX_T55p	DIFFOUT_T55p	E11	DQ7T		T_A_14										
8A	VREFB8AN0	IO			DIFFIO_TX_T56p	DIFFOUT_T56p	C7	DQ7T		T_WE#										
8A	VREFB8AN0	IO			DIFFIO_RX_T55n	DIFFOUT_T55n	D10	DQ7T		T_A_15										
8A	VREFB8AN0	IO			DIFFIO_TX_T56n	DIFFOUT_T56n	C6			GND	GND									
