"Pin Information for the Stratix® V 5SGXB6 Device 
Version 1.1 
GXB_L0		GXB_TX_L5n					AK33													
GXB_L0		GXB_TX_L5p					AK32													
GXB_L0		"GXB_RX_L5n,GXB_REFCLK_L5n"					AM37													
GXB_L0		"GXB_RX_L5p,GXB_REFCLK_L5p"					AM36													
GXB_L0		GXB_TX_L4n					AL35													
GXB_L0		GXB_TX_L4p					AL34													
GXB_L0		"GXB_RX_L4n,GXB_REFCLK_L4n"					AN39													
GXB_L0		"GXB_RX_L4p,GXB_REFCLK_L4p"					AN38													
GXB_L0		GXB_TX_L3n					AM33													
GXB_L0		GXB_TX_L3p					AM32													
GXB_L0		"GXB_RX_L3n,GXB_REFCLK_L3n"					AP37													
GXB_L0		"GXB_RX_L3p,GXB_REFCLK_L3p"					AP36													
GXB_L0		GXB_TX_L2n					AN35													
GXB_L0		GXB_TX_L2p					AN34													
GXB_L0		"GXB_RX_L2n,GXB_REFCLK_L2n"					AR39													
GXB_L0		"GXB_RX_L2p,GXB_REFCLK_L2p"					AR38													
GXB_L0		GXB_TX_L1n					AP33													
GXB_L0		GXB_TX_L1p					AP32													
GXB_L0		"GXB_RX_L1n,GXB_REFCLK_L1n"					AT37													
GXB_L0		"GXB_RX_L1p,GXB_REFCLK_L1p"					AT36													
GXB_L0		GXB_TX_L0n					AR35													
GXB_L0		GXB_TX_L0p					AR34													
GXB_L0		"GXB_RX_L0n,GXB_REFCLK_L0n"					AU39													
GXB_L0		"GXB_RX_L0p,GXB_REFCLK_L0p"					AU38													
GXB_L0		REFCLK0Lp					AL30													
GXB_L0		REFCLK0Ln					AL31													
3A		nCONFIG		nCONFIG			AW35													
3A		TRST		TRST			AV35													
3A		TMS		TMS			AV33													
3A		TCK		TCK			AW33													
3A		TDI		TDI			AR31													
3A		TDO		TDO			AM28													
3A		nCSO		nCSO			AU34													
3A		AS_DATA3		AS_DATA3			AU33													
3A		AS_DATA2		AS_DATA2			AV34													
3A		AS_DATA1		AS_DATA1			AW34													
3A		"AS_DATA0,ASDO"		"AS_DATA0,ASDO"			AT33													
3A		DCLK		DCLK			AN28													
3A	VREFB3AN0	IO		CLKUSR	DIFFIO_TX_B1n	DIFFOUT_B1n	AT32	DQ1B	DQ1B											
3A	VREFB3AN0	IO		CRC_ERROR	DIFFIO_TX_B1p	DIFFOUT_B1p	AU32	DQ1B	DQ1B											
3A	VREFB3AN0	IO	RZQ_0		DIFFIO_RX_B2n	DIFFOUT_B2n	AP30	DQSn1B	DQ1B											
3A	VREFB3AN0	IO		DEV_OE	DIFFIO_RX_B2p	DIFFOUT_B2p	AR30	DQS1B	DQ1B/CQn1B											
3A	VREFB3AN0	IO		DEV_CLRn	DIFFIO_TX_B3n	DIFFOUT_B3n	AU31	DQ1B	DQ1B											
3A	VREFB3AN0	IO		INIT_DONE	DIFFIO_TX_B3p	DIFFOUT_B3p	AT31	DQ1B	DQ1B											
3A	VREFB3AN0	IO		nCEO	DIFFIO_RX_B4n	DIFFOUT_B4n	AV30	DQSn2B	DQSn1B/DQ1B											
3A	VREFB3AN0	IO		PR_DONE	DIFFIO_RX_B4p	DIFFOUT_B4p	AV31	DQS2B	DQS1B/CQ1B											
3A	VREFB3AN0	IO		PR_REQUEST	DIFFIO_TX_B5n	DIFFOUT_B5n	AW30	DQ2B	DQ1B											
3A	VREFB3AN0	IO		PR_READY	DIFFIO_TX_B5p	DIFFOUT_B5p	AW31	DQ2B	DQ1B											
3A	VREFB3AN0	IO		PR_ERROR	DIFFIO_RX_B6n	DIFFOUT_B6n	AU29	DQ2B	DQ1B											
3A	VREFB3AN0	IO		CvP_CONFDONE	DIFFIO_RX_B6p	DIFFOUT_B6p	AT29	DQ2B	DQ1B											
3A	VREFB3AN0	IO			DIFFIO_TX_B7n	DIFFOUT_B7n	AT28	DQ3B	DQ2B	DQ1B										
3A	VREFB3AN0	IO			DIFFIO_TX_B7p	DIFFOUT_B7p	AR29	DQ3B	DQ2B	DQ1B										
3A	VREFB3AN0	IO		DATA0	DIFFIO_RX_B8n	DIFFOUT_B8n	AR28	DQSn3B	DQ2B	DQ1B										
3A	VREFB3AN0	IO		DATA1	DIFFIO_RX_B8p	DIFFOUT_B8p	AR27	DQS3B	DQ2B/CQn2B	DQ1B										
3A	VREFB3AN0	IO		DATA2	DIFFIO_TX_B9n	DIFFOUT_B9n	AN27	DQ3B	DQ2B	DQ1B										
3A	VREFB3AN0	IO		DATA3	DIFFIO_TX_B9p	DIFFOUT_B9p	AP27	DQ3B	DQ2B	DQ1B										
3A	VREFB3AN0	IO		DATA4	DIFFIO_RX_B10n	DIFFOUT_B10n	AL26	DQSn4B	DQSn2B/DQ2B	DQ1B										
3A	VREFB3AN0	IO		DATA5	DIFFIO_RX_B10p	DIFFOUT_B10p	AM27	DQS4B	DQS2B/CQ2B	DQ1B/CQn1B										
3A	VREFB3AN0	IO		DATA6	DIFFIO_TX_B11n	DIFFOUT_B11n	AK25	DQ4B	DQ2B	DQ1B										
3A	VREFB3AN0	IO		DATA7	DIFFIO_TX_B11p	DIFFOUT_B11p	AL25	DQ4B	DQ2B	DQ1B										
3A	VREFB3AN0	IO		DATA8	DIFFIO_RX_B12n	DIFFOUT_B12n	AJ26	DQ4B	DQ2B	DQ1B										
3A	VREFB3AN0	IO		DATA9	DIFFIO_RX_B12p	DIFFOUT_B12p	AK26	DQ4B	DQ2B	DQ1B										
3A	VREFB3AN0	IO		DATA10	DIFFIO_TX_B13n	DIFFOUT_B13n	AE25	DQ5B	DQ3B	DQ1B										
3A	VREFB3AN0	IO		DATA11	DIFFIO_TX_B13p	DIFFOUT_B13p	AE26	DQ5B	DQ3B	DQ1B										
3A	VREFB3AN0	IO		DATA12	DIFFIO_RX_B14n	DIFFOUT_B14n	AC25	DQSn5B	DQ3B	DQSn1B/DQ1B										
3A	VREFB3AN0	IO		DATA13	DIFFIO_RX_B14p	DIFFOUT_B14p	AD25	DQS5B	DQ3B/CQn3B	DQS1B/CQ1B										
3A	VREFB3AN0	IO		DATA14	DIFFIO_TX_B15n	DIFFOUT_B15n	AC27	DQ5B	DQ3B	DQ1B										
3A	VREFB3AN0	IO		DATA15	DIFFIO_TX_B15p	DIFFOUT_B15p	AD27	DQ5B	DQ3B	DQ1B										
3A	VREFB3AN0	IO	CLK4n		DIFFIO_RX_B16n	DIFFOUT_B16n	AH26	DQSn6B	DQSn3B/DQ3B	DQ1B										
3A	VREFB3AN0	IO	CLK4p		DIFFIO_RX_B16p	DIFFOUT_B16p	AH27	DQS6B	DQS3B/CQ3B	DQ1B										
3A	VREFB3AN0	IO			DIFFIO_TX_B17n	DIFFOUT_B17n	AG27	DQ6B	DQ3B	DQ1B										
3A	VREFB3AN0	IO			DIFFIO_TX_B17p	DIFFOUT_B17p	AF27	DQ6B	DQ3B	DQ1B										
3A	VREFB3AN0	IO	CLK5n		DIFFIO_RX_B18n	DIFFOUT_B18n	AG25	DQ6B	DQ3B	DQ1B										
3A	VREFB3AN0	IO	CLK5p		DIFFIO_RX_B18p	DIFFOUT_B18p	AF25	DQ6B	DQ3B	DQ1B										
3B	VREFB3BN0	IO		DATA16	DIFFIO_TX_B19n	DIFFOUT_B19n	AV28	DQ7B	DQ4B	DQ2B	DQ1B									
3B	VREFB3BN0	IO		DATA17	DIFFIO_TX_B19p	DIFFOUT_B19p	AU28	DQ7B	DQ4B	DQ2B	DQ1B									
3B	VREFB3BN0	IO		DATA18	DIFFIO_RX_B20n	DIFFOUT_B20n	AW28	DQSn7B	DQ4B	DQ2B	DQ1B									
3B	VREFB3BN0	IO		DATA19	DIFFIO_RX_B20p	DIFFOUT_B20p	AW27	DQS7B	DQ4B/CQn4B	DQ2B	DQ1B									
3B	VREFB3BN0	IO		DATA20	DIFFIO_TX_B21n	DIFFOUT_B21n	AV27	DQ7B	DQ4B	DQ2B	DQ1B									
3B	VREFB3BN0	IO		DATA21	DIFFIO_TX_B21p	DIFFOUT_B21p	AU26	DQ7B	DQ4B	DQ2B	DQ1B									
3B	VREFB3BN0	IO	CLK0n		DIFFIO_RX_B22n	DIFFOUT_B22n	AW25	DQSn8B	DQSn4B/DQ4B	DQ2B	DQ1B									
3B	VREFB3BN0	IO	CLK0p		DIFFIO_RX_B22p	DIFFOUT_B22p	AW24	DQS8B	DQS4B/CQ4B	DQ2B/CQn2B	DQ1B									
3B	VREFB3BN0	IO		DATA22	DIFFIO_TX_B23n	DIFFOUT_B23n	AU23	DQ8B	DQ4B	DQ2B	DQ1B									
3B	VREFB3BN0	IO		DATA23	DIFFIO_TX_B23p	DIFFOUT_B23p	AV24	DQ8B	DQ4B	DQ2B	DQ1B									
3B	VREFB3BN0	IO	CLK1n		DIFFIO_RX_B24n	DIFFOUT_B24n	AV25	DQ8B	DQ4B	DQ2B	DQ1B									
3B	VREFB3BN0	IO	CLK1p		DIFFIO_RX_B24p	DIFFOUT_B24p	AU25	DQ8B	DQ4B	DQ2B	DQ1B									
3B	VREFB3BN0	IO	"FPLL_BL_CLKOUT1,FPLL_BL_CLKOUTn"		DIFFIO_TX_B25n	DIFFOUT_B25n	AF24	DQ9B	DQ5B	DQ2B	DQ1B									
3B	VREFB3BN0	IO	"FPLL_BL_CLKOUT0,FPLL_BL_CLKOUTp,FPLL_BL_FB0"		DIFFIO_TX_B25p	DIFFOUT_B25p	AE24	DQ9B	DQ5B	DQ2B	DQ1B									
3B	VREFB3BN0	IO	"FPLL_BL_CLKOUT3,FPLL_BL_FBn"		DIFFIO_RX_B26n	DIFFOUT_B26n	AD23	DQSn9B	DQ5B	DQSn2B/DQ2B	DQ1B									
3B	VREFB3BN0	IO	"FPLL_BL_CLKOUT2,FPLL_BL_FBp,FPLL_BL_FB1"		DIFFIO_RX_B26p	DIFFOUT_B26p	AE23	DQS9B	DQ5B/CQn5B	DQS2B/CQ2B	DQ1B									
3B	VREFB3BN0	IO		DATA24	DIFFIO_TX_B27n	DIFFOUT_B27n	AG24	DQ9B	DQ5B	DQ2B	DQ1B									
3B	VREFB3BN0	IO		DATA25	DIFFIO_TX_B27p	DIFFOUT_B27p	AH24	DQ9B	DQ5B	DQ2B	DQ1B									
3B	VREFB3BN0	IO	CLK2n		DIFFIO_RX_B28n	DIFFOUT_B28n	AF22	DQSn10B	DQSn5B/DQ5B	DQ2B	DQ1B									
3B	VREFB3BN0	IO	CLK2p		DIFFIO_RX_B28p	DIFFOUT_B28p	AG22	DQS10B	DQS5B/CQ5B	DQ2B	DQ1B/CQn1B									
3B	VREFB3BN0	IO		DATA26	DIFFIO_TX_B29n	DIFFOUT_B29n	AD22	DQ10B	DQ5B	DQ2B	DQ1B									
3B	VREFB3BN0	IO		DATA27	DIFFIO_TX_B29p	DIFFOUT_B29p	AE22	DQ10B	DQ5B	DQ2B	DQ1B									
3B	VREFB3BN0	IO	CLK3n		DIFFIO_RX_B30n	DIFFOUT_B30n	AG23	DQ10B	DQ5B	DQ2B	DQ1B									
3B	VREFB3BN0	IO	CLK3p		DIFFIO_RX_B30p	DIFFOUT_B30p	AH23	DQ10B	DQ5B	DQ2B	DQ1B									
3B	VREFB3BN0	IO		DATA28	DIFFIO_TX_B31n	DIFFOUT_B31n	AP26	DQ11B	DQ6B	DQ3B	DQ1B									
3B	VREFB3BN0	IO		DATA29	DIFFIO_TX_B31p	DIFFOUT_B31p	AN26	DQ11B	DQ6B	DQ3B	DQ1B									
3B	VREFB3BN0	IO		DATA30	DIFFIO_RX_B32n	DIFFOUT_B32n	AR25	DQSn11B	DQ6B	DQ3B	DQSn1B/DQ1B									
3B	VREFB3BN0	IO		DATA31	DIFFIO_RX_B32p	DIFFOUT_B32p	AT25	DQS11B	DQ6B/CQn6B	DQ3B	DQS1B/CQ1B									
3B	VREFB3BN0	IO			DIFFIO_TX_B33n	DIFFOUT_B33n	AT26	DQ11B	DQ6B	DQ3B	DQ1B									
3B	VREFB3BN0	IO			DIFFIO_TX_B33p	DIFFOUT_B33p	AR26	DQ11B	DQ6B	DQ3B	DQ1B									
3B	VREFB3BN0	IO			DIFFIO_RX_B34n	DIFFOUT_B34n	AR24	DQSn12B	DQSn6B/DQ6B	DQ3B	DQ1B									
3B	VREFB3BN0	IO			DIFFIO_RX_B34p	DIFFOUT_B34p	AP24	DQS12B	DQS6B/CQ6B	DQ3B/CQn3B	DQ1B									
3B	VREFB3BN0	IO			DIFFIO_TX_B35n	DIFFOUT_B35n	AT23	DQ12B	DQ6B	DQ3B	DQ1B									
3B	VREFB3BN0	IO			DIFFIO_TX_B35p	DIFFOUT_B35p	AR23	DQ12B	DQ6B	DQ3B	DQ1B									
3B	VREFB3BN0	IO			DIFFIO_RX_B36n	DIFFOUT_B36n	AP23	DQ12B	DQ6B	DQ3B	DQ1B									
3B	VREFB3BN0	IO			DIFFIO_RX_B36p	DIFFOUT_B36p	AN23	DQ12B	DQ6B	DQ3B	DQ1B									
3B	VREFB3BN0	IO			DIFFIO_TX_B37n	DIFFOUT_B37n	AJ22	DQ13B	DQ7B	DQ3B	DQ1B									
3B	VREFB3BN0	IO			DIFFIO_TX_B37p	DIFFOUT_B37p	AK22	DQ13B	DQ7B	DQ3B	DQ1B									
3B	VREFB3BN0	IO			DIFFIO_RX_B38n	DIFFOUT_B38n	AJ23	DQSn13B	DQ7B	DQSn3B/DQ3B	DQ1B									
3B	VREFB3BN0	IO			DIFFIO_RX_B38p	DIFFOUT_B38p	AJ24	DQS13B	DQ7B/CQn7B	DQS3B/CQ3B	DQ1B									
3B	VREFB3BN0	IO			DIFFIO_TX_B39n	DIFFOUT_B39n	AK23	DQ13B	DQ7B	DQ3B	DQ1B									
3B	VREFB3BN0	IO			DIFFIO_TX_B39p	DIFFOUT_B39p	AL22	DQ13B	DQ7B	DQ3B	DQ1B									
3B	VREFB3BN0	IO			DIFFIO_RX_B40n	DIFFOUT_B40n	AN25	DQSn14B	DQSn7B/DQ7B	DQ3B	DQ1B									
3B	VREFB3BN0	IO			DIFFIO_RX_B40p	DIFFOUT_B40p	AM25	DQS14B	DQS7B/CQ7B	DQ3B	DQ1B									
3B	VREFB3BN0	IO			DIFFIO_TX_B41n	DIFFOUT_B41n	AL24	DQ14B	DQ7B	DQ3B	DQ1B									
3B	VREFB3BN0	IO			DIFFIO_TX_B41p	DIFFOUT_B41p	AL23	DQ14B	DQ7B	DQ3B	DQ1B									
3B	VREFB3BN0	IO			DIFFIO_RX_B42n	DIFFOUT_B42n	AM24	DQ14B	DQ7B	DQ3B	DQ1B									
3B	VREFB3BN0	IO			DIFFIO_RX_B42p	DIFFOUT_B42p	AN24	DQ14B	DQ7B	DQ3B	DQ1B									
4C	VREFB4CN0	IO	"FPLL_BC_CLKOUT1,FPLL_BC_CLKOUTn"		DIFFIO_TX_B85n	DIFFOUT_B85n	AL19	DQ29B	DQ8B											
4C	VREFB4CN0	IO	"FPLL_BC_CLKOUT0,FPLL_BC_CLKOUTp,FPLL_BC_FB0"		DIFFIO_TX_B85p	DIFFOUT_B85p	AL20	DQ29B	DQ8B											
4C	VREFB4CN0	IO	"FPLL_BC_CLKOUT3,FPLL_BC_FBn"		DIFFIO_RX_B86n	DIFFOUT_B86n	AN21	DQSn29B	DQ8B											
4C	VREFB4CN0	IO	"FPLL_BC_CLKOUT2,FPLL_BC_FBp,FPLL_BC_FB1"		DIFFIO_RX_B86p	DIFFOUT_B86p	AM21	DQS29B	DQ8B/CQn8B											
4C	VREFB4CN0	IO			DIFFIO_TX_B87n	DIFFOUT_B87n	AK19	DQ29B	DQ8B											
4C	VREFB4CN0	IO			DIFFIO_TX_B87p	DIFFOUT_B87p	AJ19	DQ29B	DQ8B											
4C	VREFB4CN0	IO	CLK6n		DIFFIO_RX_B88n	DIFFOUT_B88n	AP21	DQSn30B	DQSn8B/DQ8B											
4C	VREFB4CN0	IO	CLK6p		DIFFIO_RX_B88p	DIFFOUT_B88p	AR21	DQS30B	DQS8B/CQ8B											
4C	VREFB4CN0	IO			DIFFIO_TX_B89n	DIFFOUT_B89n	AN22	DQ30B	DQ8B											
4C	VREFB4CN0	IO			DIFFIO_TX_B89p	DIFFOUT_B89p	AM22	DQ30B	DQ8B											
4C	VREFB4CN0	IO	CLK7n		DIFFIO_RX_B90n	DIFFOUT_B90n	AN20	DQ30B	DQ8B											
4C	VREFB4CN0	IO	CLK7p		DIFFIO_RX_B90p	DIFFOUT_B90p	AP20	DQ30B	DQ8B											
4C	VREFB4CN0	IO			DIFFIO_RX_B91p	DIFFOUT_B91p	AG21	DQS31B	DQ9B/CQn9B	DQ4B										
4C	VREFB4CN0	IO			DIFFIO_RX_B91n	DIFFOUT_B91n	AG20	DQSn31B	DQ9B	DQ4B										
4C	VREFB4CN0	IO			DIFFIO_TX_B92p	DIFFOUT_B92p	AH21	DQ31B	DQ9B	DQ4B										
4C	VREFB4CN0	IO			DIFFIO_TX_B92n	DIFFOUT_B92n	AJ21	DQ31B	DQ9B	DQ4B										
4C	VREFB4CN0	IO			DIFFIO_RX_B93p	DIFFOUT_B93p	AG19	DQS32B	DQS9B/CQ9B	DQ4B/CQn4B										
4C	VREFB4CN0	IO			DIFFIO_RX_B93n	DIFFOUT_B93n	AH20	DQSn32B	DQSn9B/DQ9B	DQ4B										
4C	VREFB4CN0	IO			DIFFIO_TX_B94p	DIFFOUT_B94p	AE21	DQ31B	DQ9B	DQ4B										
4C	VREFB4CN0	IO			DIFFIO_TX_B94n	DIFFOUT_B94n	AF21	DQ31B	DQ9B	DQ4B										
4C	VREFB4CN0	IO			DIFFIO_RX_B95p	DIFFOUT_B95p	AE19	DQ32B	DQ9B	DQ4B										
4C	VREFB4CN0	IO			DIFFIO_RX_B95n	DIFFOUT_B95n	AF19	DQ32B	DQ9B	DQ4B										
4C	VREFB4CN0	IO			DIFFIO_TX_B96p	DIFFOUT_B96p	AE20	DQ32B	DQ9B	DQ4B										
4C	VREFB4CN0	IO			DIFFIO_TX_B96n	DIFFOUT_B96n	AD19	DQ32B	DQ9B	DQ4B										
4C	VREFB4CN0	IO			DIFFIO_RX_B97p	DIFFOUT_B97p	AT22	DQS33B	DQ10B/CQn10B	DQS4B/CQ4B										
4C	VREFB4CN0	IO			DIFFIO_RX_B97n	DIFFOUT_B97n	AR22	DQSn33B	DQ10B	DQSn4B/DQ4B										
4C	VREFB4CN0	IO			DIFFIO_TX_B98p	DIFFOUT_B98p	AV22	DQ33B	DQ10B	DQ4B										
4C	VREFB4CN0	IO			DIFFIO_TX_B98n	DIFFOUT_B98n	AW22	DQ33B	DQ10B	DQ4B										
4C	VREFB4CN0	IO			DIFFIO_RX_B99p	DIFFOUT_B99p	AW21	DQS34B	DQS10B/CQ10B	DQ4B										
4C	VREFB4CN0	IO			DIFFIO_RX_B99n	DIFFOUT_B99n	AV21	DQSn34B	DQSn10B/DQ10B	DQ4B										
4C	VREFB4CN0	IO			DIFFIO_TX_B100p	DIFFOUT_B100p	AU22	DQ33B	DQ10B	DQ4B										
4C	VREFB4CN0	IO			DIFFIO_TX_B100n	DIFFOUT_B100n	AU21	DQ33B	DQ10B	DQ4B										
4C	VREFB4CN0	IO			DIFFIO_RX_B101p	DIFFOUT_B101p	AR19	DQ34B	DQ10B	DQ4B										
4C	VREFB4CN0	IO			DIFFIO_RX_B101n	DIFFOUT_B101n	AR20	DQ34B	DQ10B	DQ4B										
4C	VREFB4CN0	IO			DIFFIO_TX_B102p	DIFFOUT_B102p	AU20	DQ34B	DQ10B	DQ4B										
4C	VREFB4CN0	IO			DIFFIO_TX_B102n	DIFFOUT_B102n	AT20	DQ34B	DQ10B	DQ4B										
4B	VREFB4BN0	IO			DIFFIO_RX_B103p	DIFFOUT_B103p	AL17	DQS35B	DQ11B/CQn11B	DQ5B	DQ2B									
4B	VREFB4BN0	IO			DIFFIO_RX_B103n	DIFFOUT_B103n	AL16	DQSn35B	DQ11B	DQ5B	DQ2B									
4B	VREFB4BN0	IO			DIFFIO_TX_B104p	DIFFOUT_B104p	AL18	DQ35B	DQ11B	DQ5B	DQ2B									
