"Pin Information for the Stratix® V 5SGXA3 Device 
Version 1.2 
GXB_L0		"GXB_RX_L3p,GXB_REFCLK_L3p"					W27													
GXB_L0		GXB_TX_L2n					AB26													
GXB_L0		GXB_TX_L2p					AB25													
GXB_L0		"GXB_RX_L2n,GXB_REFCLK_L2n"					AA28													
GXB_L0		"GXB_RX_L2p,GXB_REFCLK_L2p"					AA27													
GXB_L0		GXB_TX_L1n					AD26													
GXB_L0		GXB_TX_L1p					AD25													
GXB_L0		"GXB_RX_L1n,GXB_REFCLK_L1n"					AC28													
GXB_L0		"GXB_RX_L1p,GXB_REFCLK_L1p"					AC27													
GXB_L0		GXB_TX_L0n					AF26													
GXB_L0		GXB_TX_L0p					AF25													
GXB_L0		"GXB_RX_L0n,GXB_REFCLK_L0n"					AE28													
GXB_L0		"GXB_RX_L0p,GXB_REFCLK_L0p"					AE27													
GXB_L0		REFCLK0Lp					U23													
GXB_L0		REFCLK0Ln					U24													
3A		nCONFIG		nCONFIG			AF23													
3A		TRST		TRST			W19													
3A		TMS		TMS			Y20													
3A		TCK		TCK			AA21													
3A		TDI		TDI			AD22													
3A		TDO		TDO			AB22													
3A		nCSO		nCSO			AE23													
3A		AS_DATA3		AS_DATA3			V19													
3A		AS_DATA2		AS_DATA2			W20													
3A		AS_DATA1		AS_DATA1			Y21													
3A		"AS_DATA0,ASDO"		"AS_DATA0,ASDO"			AD23													
3A		DCLK		DCLK			AB21													
3A	VREFB3AN0	IO		CLKUSR	DIFFIO_TX_B1n	DIFFOUT_B1n	AH23	DQ1B	DQ1B											
3A	VREFB3AN0	IO		CRC_ERROR	DIFFIO_TX_B1p	DIFFOUT_B1p	AH22	DQ1B	DQ1B											
3A	VREFB3AN0	IO	RZQ_0		DIFFIO_RX_B2n	DIFFOUT_B2n	AG22	DQSn1B	DQ1B											
3A	VREFB3AN0	IO		DEV_OE	DIFFIO_RX_B2p	DIFFOUT_B2p	AF22	DQS1B	DQ1B/CQn1B											
3A	VREFB3AN0	IO		DEV_CLRn	DIFFIO_TX_B3n	DIFFOUT_B3n	AH25	DQ1B	DQ1B											
3A	VREFB3AN0	IO		INIT_DONE	DIFFIO_TX_B3p	DIFFOUT_B3p	AH26	DQ1B	DQ1B											
3A	VREFB3AN0	IO		nCEO	DIFFIO_RX_B4n	DIFFOUT_B4n	AH21	DQSn2B	DQSn1B/DQ1B											
3A	VREFB3AN0	IO		DATA0	DIFFIO_RX_B4p	DIFFOUT_B4p	AG21	DQS2B	DQS1B/CQ1B											
3A	VREFB3AN0	IO		DATA1	DIFFIO_TX_B5n	DIFFOUT_B5n	AD21	DQ2B	DQ1B											
3A	VREFB3AN0	IO		DATA2	DIFFIO_TX_B5p	DIFFOUT_B5p	AC21	DQ2B	DQ1B											
3A	VREFB3AN0	IO		DATA3	DIFFIO_RX_B6n	DIFFOUT_B6n	AF21	DQ2B	DQ1B											
3A	VREFB3AN0	IO		DATA4	DIFFIO_RX_B6p	DIFFOUT_B6p	AE22	DQ2B	DQ1B											
3A	VREFB3AN0	IO		DATA5	DIFFIO_TX_B7n	DIFFOUT_B7n	AE20	DQ3B	DQ2B	DQ1B										
3A	VREFB3AN0	IO		DATA6	DIFFIO_TX_B7p	DIFFOUT_B7p	AD19	DQ3B	DQ2B	DQ1B										
3A	VREFB3AN0	IO		DATA7	DIFFIO_RX_B8n	DIFFOUT_B8n	AH19	DQSn3B	DQ2B	DQ1B										
3A	VREFB3AN0	IO		DATA8	DIFFIO_RX_B8p	DIFFOUT_B8p	AG19	DQS3B	DQ2B/CQn2B	DQ1B										
3A	VREFB3AN0	IO		DATA9	DIFFIO_TX_B9n	DIFFOUT_B9n	AH18	DQ3B	DQ2B	DQ1B										
3A	VREFB3AN0	IO		DATA10	DIFFIO_TX_B9p	DIFFOUT_B9p	AG18	DQ3B	DQ2B	DQ1B										
3A	VREFB3AN0	IO		DATA11	DIFFIO_RX_B10n	DIFFOUT_B10n	AF17	DQSn4B	DQSn2B/DQ2B	DQ1B										
3A	VREFB3AN0	IO		DATA12	DIFFIO_RX_B10p	DIFFOUT_B10p	AF16	DQS4B	DQS2B/CQ2B	DQ1B/CQn1B										
3A	VREFB3AN0	IO		DATA13	DIFFIO_TX_B11n	DIFFOUT_B11n	AF19	DQ4B	DQ2B	DQ1B										
3A	VREFB3AN0	IO		DATA14	DIFFIO_TX_B11p	DIFFOUT_B11p	AE19	DQ4B	DQ2B	DQ1B										
3A	VREFB3AN0	IO		DATA15	DIFFIO_RX_B12n	DIFFOUT_B12n	AE17	DQ4B	DQ2B	DQ1B										
3A	VREFB3AN0	IO		DATA16	DIFFIO_RX_B12p	DIFFOUT_B12p	AD18	DQ4B	DQ2B	DQ1B										
3A	VREFB3AN0	IO		DATA17	DIFFIO_TX_B13n	DIFFOUT_B13n	AD20	DQ5B	DQ3B	DQ1B										
3A	VREFB3AN0	IO		DATA18	DIFFIO_TX_B13p	DIFFOUT_B13p	AC20	DQ5B	DQ3B	DQ1B										
3A	VREFB3AN0	IO		DATA19	DIFFIO_RX_B14n	DIFFOUT_B14n	AA19	DQSn5B	DQ3B	DQSn1B/DQ1B										
3A	VREFB3AN0	IO		DATA20	DIFFIO_RX_B14p	DIFFOUT_B14p	Y19	DQS5B	DQ3B/CQn3B	DQS1B/CQ1B										
3A	VREFB3AN0	IO		DATA21	DIFFIO_TX_B15n	DIFFOUT_B15n	AB18	DQ5B	DQ3B	DQ1B										
3A	VREFB3AN0	IO		DATA22	DIFFIO_TX_B15p	DIFFOUT_B15p	AB19	DQ5B	DQ3B	DQ1B										
3A	VREFB3AN0	IO		DATA23	DIFFIO_RX_B16n	DIFFOUT_B16n	Y17	DQSn6B	DQSn3B/DQ3B	DQ1B										
3A	VREFB3AN0	IO		DATA24	DIFFIO_RX_B16p	DIFFOUT_B16p	AA18	DQS6B	DQS3B/CQ3B	DQ1B										
3A	VREFB3AN0	IO		DATA25	DIFFIO_TX_B17n	DIFFOUT_B17n	AC18	DQ6B	DQ3B	DQ1B										
3A	VREFB3AN0	IO		DATA26	DIFFIO_TX_B17p	DIFFOUT_B17p	AB17	DQ6B	DQ3B	DQ1B										
3A	VREFB3AN0	IO		DATA27	DIFFIO_RX_B18n	DIFFOUT_B18n	AD17	DQ6B	DQ3B	DQ1B										
3A	VREFB3AN0	IO		DATA28	DIFFIO_RX_B18p	DIFFOUT_B18p	AC17	DQ6B	DQ3B	DQ1B										
3B	VREFB3BN0	IO		DATA29	DIFFIO_TX_B19n	DIFFOUT_B19n	AH16	DQ7B	DQ4B	DQ2B	DQ1B									
3B	VREFB3BN0	IO		DATA30	DIFFIO_TX_B19p	DIFFOUT_B19p	AG16	DQ7B	DQ4B	DQ2B	DQ1B									
3B	VREFB3BN0	IO		DATA31	DIFFIO_RX_B20n	DIFFOUT_B20n	AH15	DQSn7B	DQ4B	DQ2B	DQ1B									
3B	VREFB3BN0	IO		PR_DONE	DIFFIO_RX_B20p	DIFFOUT_B20p	AG15	DQS7B	DQ4B/CQn4B	DQ2B	DQ1B									
3B	VREFB3BN0	IO		PR_REQUEST	DIFFIO_TX_B21n	DIFFOUT_B21n	AH13	DQ7B	DQ4B	DQ2B	DQ1B									
3B	VREFB3BN0	IO		PR_READY	DIFFIO_TX_B21p	DIFFOUT_B21p	AG13	DQ7B	DQ4B	DQ2B	DQ1B									
3B	VREFB3BN0	IO	CLK0n		DIFFIO_RX_B22n	DIFFOUT_B22n	AF13	DQSn8B	DQSn4B/DQ4B	DQ2B	DQ1B									
3B	VREFB3BN0	IO	CLK0p		DIFFIO_RX_B22p	DIFFOUT_B22p	AE13	DQS8B	DQS4B/CQ4B	DQ2B/CQn2B	DQ1B									
3B	VREFB3BN0	IO		PR_ERROR	DIFFIO_TX_B23n	DIFFOUT_B23n	AF15	DQ8B	DQ4B	DQ2B	DQ1B									
3B	VREFB3BN0	IO		CvP_CONFDONE	DIFFIO_TX_B23p	DIFFOUT_B23p	AE16	DQ8B	DQ4B	DQ2B	DQ1B									
3B	VREFB3BN0	IO	CLK1n		DIFFIO_RX_B24n	DIFFOUT_B24n	AF14	DQ8B	DQ4B	DQ2B	DQ1B									
3B	VREFB3BN0	IO	CLK1p		DIFFIO_RX_B24p	DIFFOUT_B24p	AE14	DQ8B	DQ4B	DQ2B	DQ1B									
3B	VREFB3BN0	IO	"FPLL_BL_CLKOUT1,FPLL_BL_CLKOUTn"		DIFFIO_TX_B25n	DIFFOUT_B25n	AH12	DQ9B	DQ5B	DQ2B	DQ1B									
3B	VREFB3BN0	IO	"FPLL_BL_CLKOUT0,FPLL_BL_CLKOUTp,FPLL_BL_FB0"		DIFFIO_TX_B25p	DIFFOUT_B25p	AG12	DQ9B	DQ5B	DQ2B	DQ1B									
3B	VREFB3BN0	IO	"FPLL_BL_CLKOUT3,FPLL_BL_FBn"		DIFFIO_RX_B26n	DIFFOUT_B26n	AF11	DQSn9B	DQ5B	DQSn2B/DQ2B	DQ1B									
3B	VREFB3BN0	IO	"FPLL_BL_CLKOUT2,FPLL_BL_FBp,FPLL_BL_FB1"		DIFFIO_RX_B26p	DIFFOUT_B26p	AF12	DQS9B	DQ5B/CQn5B	DQS2B/CQ2B	DQ1B									
3B	VREFB3BN0	IO		nPERSTL0	DIFFIO_TX_B27n	DIFFOUT_B27n	AH11	DQ9B	DQ5B	DQ2B	DQ1B									
3B	VREFB3BN0	IO		nPERSTR0	DIFFIO_TX_B27p	DIFFOUT_B27p	AH10	DQ9B	DQ5B	DQ2B	DQ1B									
3B	VREFB3BN0	IO	CLK2n		DIFFIO_RX_B28n	DIFFOUT_B28n	AE10	DQSn10B	DQSn5B/DQ5B	DQ2B	DQ1B									
3B	VREFB3BN0	IO	CLK2p		DIFFIO_RX_B28p	DIFFOUT_B28p	AE11	DQS10B	DQS5B/CQ5B	DQ2B	DQ1B/CQn1B									
3B	VREFB3BN0	IO			DIFFIO_TX_B29n	DIFFOUT_B29n	AG10	DQ10B	DQ5B	DQ2B	DQ1B									
3B	VREFB3BN0	IO			DIFFIO_TX_B29p	DIFFOUT_B29p	AF10	DQ10B	DQ5B	DQ2B	DQ1B									
3B	VREFB3BN0	IO	CLK3n		DIFFIO_RX_B30n	DIFFOUT_B30n	AH9	DQ10B	DQ5B	DQ2B	DQ1B									
3B	VREFB3BN0	IO	CLK3p		DIFFIO_RX_B30p	DIFFOUT_B30p	AG9	DQ10B	DQ5B	DQ2B	DQ1B									
3B	VREFB3BN0	IO			DIFFIO_TX_B31n	DIFFOUT_B31n	Y16	DQ11B	DQ6B	DQ3B	DQ1B									
3B	VREFB3BN0	IO			DIFFIO_TX_B31p	DIFFOUT_B31p	AA16	DQ11B	DQ6B	DQ3B	DQ1B									
3B	VREFB3BN0	IO			DIFFIO_RX_B32n	DIFFOUT_B32n	AC15	DQSn11B	DQ6B	DQ3B	DQSn1B/DQ1B									
3B	VREFB3BN0	IO			DIFFIO_RX_B32p	DIFFOUT_B32p	AB15	DQS11B	DQ6B/CQn6B	DQ3B	DQS1B/CQ1B									
3B	VREFB3BN0	IO			DIFFIO_TX_B33n	DIFFOUT_B33n	AD16	DQ11B	DQ6B	DQ3B	DQ1B									
3B	VREFB3BN0	IO			DIFFIO_TX_B33p	DIFFOUT_B33p	AD15	DQ11B	DQ6B	DQ3B	DQ1B									
3B	VREFB3BN0	IO			DIFFIO_RX_B34n	DIFFOUT_B34n	AD14	DQSn12B	DQSn6B/DQ6B	DQ3B	DQ1B									
3B	VREFB3BN0	IO			DIFFIO_RX_B34p	DIFFOUT_B34p	AD13	DQS12B	DQS6B/CQ6B	DQ3B/CQn3B	DQ1B									
3B	VREFB3BN0	IO			DIFFIO_TX_B35n	DIFFOUT_B35n	Y13	DQ12B	DQ6B	DQ3B	DQ1B									
3B	VREFB3BN0	IO			DIFFIO_TX_B35p	DIFFOUT_B35p	AA13	DQ12B	DQ6B	DQ3B	DQ1B									
3B	VREFB3BN0	IO			DIFFIO_RX_B36n	DIFFOUT_B36n	AB12	DQ12B	DQ6B	DQ3B	DQ1B									
3B	VREFB3BN0	IO			DIFFIO_RX_B36p	DIFFOUT_B36p	AB13	DQ12B	DQ6B	DQ3B	DQ1B									
3B	VREFB3BN0	IO			DIFFIO_TX_B37n	DIFFOUT_B37n	Y12	DQ13B	DQ7B	DQ3B	DQ1B									
3B	VREFB3BN0	IO			DIFFIO_TX_B37p	DIFFOUT_B37p	AA12	DQ13B	DQ7B	DQ3B	DQ1B									
3B	VREFB3BN0	IO			DIFFIO_RX_B38n	DIFFOUT_B38n	AD12	DQSn13B	DQ7B	DQSn3B/DQ3B	DQ1B									
3B	VREFB3BN0	IO			DIFFIO_RX_B38p	DIFFOUT_B38p	AC12	DQS13B	DQ7B/CQn7B	DQS3B/CQ3B	DQ1B									
3B	VREFB3BN0	IO			DIFFIO_TX_B39n	DIFFOUT_B39n	AD11	DQ13B	DQ7B	DQ3B	DQ1B									
3B	VREFB3BN0	IO			DIFFIO_TX_B39p	DIFFOUT_B39p	AC11	DQ13B	DQ7B	DQ3B	DQ1B									
3B	VREFB3BN0	IO			DIFFIO_RX_B40n	DIFFOUT_B40n	AB10	DQSn14B	DQSn7B/DQ7B	DQ3B	DQ1B									
3B	VREFB3BN0	IO			DIFFIO_RX_B40p	DIFFOUT_B40p	AB11	DQS14B	DQS7B/CQ7B	DQ3B	DQ1B									
3B	VREFB3BN0	IO			DIFFIO_TX_B41n	DIFFOUT_B41n	AD9	DQ14B	DQ7B	DQ3B	DQ1B									
3B	VREFB3BN0	IO			DIFFIO_TX_B41p	DIFFOUT_B41p	AD10	DQ14B	DQ7B	DQ3B	DQ1B									
3B	VREFB3BN0	IO			DIFFIO_RX_B42n	DIFFOUT_B42n	Y11	DQ14B	DQ7B	DQ3B	DQ1B									
3B	VREFB3BN0	IO			DIFFIO_RX_B42p	DIFFOUT_B42p	AA10	DQ14B	DQ7B	DQ3B	DQ1B									
3D	VREFB3DN0	IO			DIFFIO_TX_B67n	DIFFOUT_B67n	AH6	DQ23B	DQ8B	DQ4B										
3D	VREFB3DN0	IO			DIFFIO_TX_B67p	DIFFOUT_B67p	AG6	DQ23B	DQ8B	DQ4B										
3D	VREFB3DN0	IO			DIFFIO_RX_B68n	DIFFOUT_B68n	AF7	DQSn23B	DQ8B	DQ4B										
3D	VREFB3DN0	IO			DIFFIO_RX_B68p	DIFFOUT_B68p	AF8	DQS23B	DQ8B/CQn8B	DQ4B										
3D	VREFB3DN0	IO			DIFFIO_TX_B69n	DIFFOUT_B69n	AH7	DQ23B	DQ8B	DQ4B										
3D	VREFB3DN0	IO			DIFFIO_TX_B69p	DIFFOUT_B69p	AG7	DQ23B	DQ8B	DQ4B										
3D	VREFB3DN0	IO			DIFFIO_RX_B70n	DIFFOUT_B70n	AC8	DQSn24B	DQSn8B/DQ8B	DQ4B										
3D	VREFB3DN0	IO			DIFFIO_RX_B70p	DIFFOUT_B70p	AB8	DQS24B	DQS8B/CQ8B	DQ4B/CQn4B										
3D	VREFB3DN0	IO			DIFFIO_TX_B71n	DIFFOUT_B71n	AE8	DQ24B	DQ8B	DQ4B										
3D	VREFB3DN0	IO			DIFFIO_TX_B71p	DIFFOUT_B71p	AD8	DQ24B	DQ8B	DQ4B										
3D	VREFB3DN0	IO			DIFFIO_RX_B72n	DIFFOUT_B72n	AE7	DQ24B	DQ8B	DQ4B										
3D	VREFB3DN0	IO			DIFFIO_RX_B72p	DIFFOUT_B72p	AD7	DQ24B	DQ8B	DQ4B										
3D	VREFB3DN0	IO			DIFFIO_TX_B73n	DIFFOUT_B73n	W8	DQ25B	DQ9B	DQ4B										
3D	VREFB3DN0	IO			DIFFIO_TX_B73p	DIFFOUT_B73p	Y8	DQ25B	DQ9B	DQ4B										
3D	VREFB3DN0	IO			DIFFIO_RX_B74n	DIFFOUT_B74n	V8	DQSn25B	DQ9B	DQSn4B/DQ4B										
3D	VREFB3DN0	IO			DIFFIO_RX_B74p	DIFFOUT_B74p	U8	DQS25B	DQ9B/CQn9B	DQS4B/CQ4B										
3D	VREFB3DN0	IO			DIFFIO_TX_B75n	DIFFOUT_B75n	AB9	DQ25B	DQ9B	DQ4B										
3D	VREFB3DN0	IO			DIFFIO_TX_B75p	DIFFOUT_B75p	AA9	DQ25B	DQ9B	DQ4B										
3D	VREFB3DN0	IO	CLK4n		DIFFIO_RX_B76n	DIFFOUT_B76n	V9	DQSn26B	DQSn9B/DQ9B	DQ4B										
3D	VREFB3DN0	IO	CLK4p		DIFFIO_RX_B76p	DIFFOUT_B76p	U9	DQS26B	DQS9B/CQ9B	DQ4B										
3D	VREFB3DN0	IO			DIFFIO_TX_B77n	DIFFOUT_B77n	Y10	DQ26B	DQ9B	DQ4B										
3D	VREFB3DN0	IO			DIFFIO_TX_B77p	DIFFOUT_B77p	Y9	DQ26B	DQ9B	DQ4B										
3D	VREFB3DN0	IO	CLK5n		DIFFIO_RX_B78n	DIFFOUT_B78n	V10	DQ26B	DQ9B	DQ4B										
3D	VREFB3DN0	IO	CLK5p		DIFFIO_RX_B78p	DIFFOUT_B78p	W10	DQ26B	DQ9B	DQ4B										
4D	VREFB4DN0	IO	"FPLL_BC_CLKOUT1,FPLL_BC_CLKOUTn"		DIFFIO_TX_B91n	DIFFOUT_B91n	AB6	DQ31B	DQ10B	DQ5B										
4D	VREFB4DN0	IO	"FPLL_BC_CLKOUT0,FPLL_BC_CLKOUTp,FPLL_BC_FB0"		DIFFIO_TX_B91p	DIFFOUT_B91p	AA6	DQ31B	DQ10B	DQ5B										
4D	VREFB4DN0	IO	"FPLL_BC_CLKOUT3,FPLL_BC_FBn"		DIFFIO_RX_B92n	DIFFOUT_B92n	AC6	DQSn31B	DQ10B	DQ5B										
4D	VREFB4DN0	IO	"FPLL_BC_CLKOUT2,FPLL_BC_FBp,FPLL_BC_FB1"		DIFFIO_RX_B92p	DIFFOUT_B92p	AB5	DQS31B	DQ10B/CQn10B	DQ5B										
4D	VREFB4DN0	IO			DIFFIO_TX_B93n	DIFFOUT_B93n	AF6	DQ31B	DQ10B	DQ5B										
4D	VREFB4DN0	IO			DIFFIO_TX_B93p	DIFFOUT_B93p	AF5	DQ31B	DQ10B	DQ5B										
4D	VREFB4DN0	IO	CLK6n		DIFFIO_RX_B94n	DIFFOUT_B94n	AH4	DQSn32B	DQSn10B/DQ10B	DQ5B										
4D	VREFB4DN0	IO	CLK6p		DIFFIO_RX_B94p	DIFFOUT_B94p	AG4	DQS32B	DQS10B/CQ10B	DQ5B/CQn5B										
4D	VREFB4DN0	IO			DIFFIO_TX_B95n	DIFFOUT_B95n	AD5	DQ32B	DQ10B	DQ5B										
4D	VREFB4DN0	IO			DIFFIO_TX_B95p	DIFFOUT_B95p	AD6	DQ32B	DQ10B	DQ5B										
4D	VREFB4DN0	IO	CLK7n		DIFFIO_RX_B96n	DIFFOUT_B96n	AF4	DQ32B	DQ10B	DQ5B										
4D	VREFB4DN0	IO	CLK7p		DIFFIO_RX_B96p	DIFFOUT_B96p	AE5	DQ32B	DQ10B	DQ5B										
4D	VREFB4DN0	IO			DIFFIO_TX_B97n	DIFFOUT_B97n	R6	DQ33B	DQ11B	DQ5B										
4D	VREFB4DN0	IO			DIFFIO_TX_B97p	DIFFOUT_B97p	R7	DQ33B	DQ11B	DQ5B										
4D	VREFB4DN0	IO			DIFFIO_RX_B98n	DIFFOUT_B98n	U6	DQSn33B	DQ11B	DQSn5B/DQ5B										
4D	VREFB4DN0	IO			DIFFIO_RX_B98p	DIFFOUT_B98p	T7	DQS33B	DQ11B/CQn11B	DQS5B/CQ5B										
4D	VREFB4DN0	IO			DIFFIO_TX_B99n	DIFFOUT_B99n	P6	DQ33B	DQ11B	DQ5B										
4D	VREFB4DN0	IO			DIFFIO_TX_B99p	DIFFOUT_B99p	N6	DQ33B	DQ11B	DQ5B										
4D	VREFB4DN0	IO			DIFFIO_RX_B100n	DIFFOUT_B100n	V6	DQSn34B	DQSn11B/DQ11B	DQ5B										
4D	VREFB4DN0	IO			DIFFIO_RX_B100p	DIFFOUT_B100p	W7	DQS34B	DQS11B/CQ11B	DQ5B										
4D	VREFB4DN0	IO			DIFFIO_TX_B101n	DIFFOUT_B101n	AA7	DQ34B	DQ11B	DQ5B										
4D	VREFB4DN0	IO			DIFFIO_TX_B101p	DIFFOUT_B101p	Y7	DQ34B	DQ11B	DQ5B										
4D	VREFB4DN0	IO			DIFFIO_RX_B102n	DIFFOUT_B102n	Y5	DQ34B	DQ11B	DQ5B										
4D	VREFB4DN0	IO			DIFFIO_RX_B102p	DIFFOUT_B102p	Y6	DQ34B	DQ11B	DQ5B										
4A	VREFB4AN0	IO			DIFFIO_TX_B151n	DIFFOUT_B151n	W5	DQ51B	DQ12B	DQ6B										
4A	VREFB4AN0	IO			DIFFIO_TX_B151p	DIFFOUT_B151p	W4	DQ51B	DQ12B	DQ6B										
4A	VREFB4AN0	IO	CLK11n		DIFFIO_RX_B152n	DIFFOUT_B152n	V5	DQSn51B	DQ12B	DQ6B										
4A	VREFB4AN0	IO	CLK11p		DIFFIO_RX_B152p	DIFFOUT_B152p	U5	DQS51B	DQ12B/CQn12B	DQ6B										
4A	VREFB4AN0	IO			DIFFIO_TX_B153n	DIFFOUT_B153n	R4	DQ51B	DQ12B	DQ6B										
4A	VREFB4AN0	IO			DIFFIO_TX_B153p	DIFFOUT_B153p	T4	DQ51B	DQ12B	DQ6B										
4A	VREFB4AN0	IO	CLK10n		DIFFIO_RX_B154n	DIFFOUT_B154n	AA4	DQSn52B	DQSn12B/DQ12B	DQ6B										
4A	VREFB4AN0	IO	CLK10p		DIFFIO_RX_B154p	DIFFOUT_B154p	AA3	DQS52B	DQS12B/CQ12B	DQ6B/CQn6B										
4A	VREFB4AN0	IO	"FPLL_BR_CLKOUT1,FPLL_BR_CLKOUTn"		DIFFIO_TX_B155n	DIFFOUT_B155n	V3	DQ52B	DQ12B	DQ6B										
4A	VREFB4AN0	IO	"FPLL_BR_CLKOUT0,FPLL_BR_CLKOUTp,FPLL_BR_FB0"		DIFFIO_TX_B155p	DIFFOUT_B155p	V4	DQ52B	DQ12B	DQ6B										
4A	VREFB4AN0	IO	"FPLL_BR_CLKOUT3,FPLL_BR_FBn"		DIFFIO_RX_B156n	DIFFOUT_B156n	AB3	DQ52B	DQ12B	DQ6B										
4A	VREFB4AN0	IO	"FPLL_BR_CLKOUT2,FPLL_BR_FBp,FPLL_BR_FB1"		DIFFIO_RX_B156p	DIFFOUT_B156p	AB4	DQ52B	DQ12B	DQ6B										
4A	VREFB4AN0	IO			DIFFIO_TX_B157n	DIFFOUT_B157n	AH2	DQ53B	DQ13B	DQ6B										
4A	VREFB4AN0	IO			DIFFIO_TX_B157p	DIFFOUT_B157p	AH3	DQ53B	DQ13B	DQ6B										
4A	VREFB4AN0	IO	CLK9n		DIFFIO_RX_B158n	DIFFOUT_B158n	AG1	DQSn53B	DQ13B	DQSn6B/DQ6B										
4A	VREFB4AN0	IO	CLK9p		DIFFIO_RX_B158p	DIFFOUT_B158p	AF2	DQS53B	DQ13B/CQn13B	DQS6B/CQ6B										
4A	VREFB4AN0	IO			DIFFIO_TX_B159n	DIFFOUT_B159n	AG3	DQ53B	DQ13B	DQ6B										
4A	VREFB4AN0	IO			DIFFIO_TX_B159p	DIFFOUT_B159p	AF3	DQ53B	DQ13B	DQ6B										
4A	VREFB4AN0	IO	CLK8n		DIFFIO_RX_B160n	DIFFOUT_B160n	AE2	DQSn54B	DQSn13B/DQ13B	DQ6B										
4A	VREFB4AN0	IO	CLK8p		DIFFIO_RX_B160p	DIFFOUT_B160p	AE1	DQS54B	DQS13B/CQ13B	DQ6B										
4A	VREFB4AN0	IO			DIFFIO_TX_B161n	DIFFOUT_B161n	AD2	DQ54B	DQ13B	DQ6B										
4A	VREFB4AN0	IO			DIFFIO_TX_B161p	DIFFOUT_B161p	AD3	DQ54B	DQ13B	DQ6B										
4A	VREFB4AN0	IO			DIFFIO_RX_B162n	DIFFOUT_B162n	AD4	DQ54B	DQ13B	DQ6B										
4A	VREFB4AN0	IO	RZQ_1		DIFFIO_RX_B162p	DIFFOUT_B162p	AC3	DQ54B	DQ13B	DQ6B										
4A		GND					V1													
4A		nCE		nCE			R3													
4A		nSTATUS		nSTATUS			V2													
4A		CONF_DONE		CONF_DONE			AB1													
4A		nIO_PULLUP		nIO_PULLUP			U2													
4A		MSEL0		MSEL0			W1													
4A		MSEL1		MSEL1			P3													
4A		MSEL2		MSEL2			W2													
4A		MSEL3		MSEL3			AA1													
4A		MSEL4		MSEL4			U3													
7A		GND					G1													
7A	VREFB7AN0	IO	RZQ_4		DIFFIO_RX_T1p	DIFFOUT_T1p	G4	DQ1T	DQ1T	DQ1T										
7A	VREFB7AN0	IO			DIFFIO_RX_T1n	DIFFOUT_T1n	G3	DQ1T	DQ1T	DQ1T										
7A	VREFB7AN0	IO			DIFFIO_TX_T2p	DIFFOUT_T2p	H6	DQ1T	DQ1T	DQ1T										
7A	VREFB7AN0	IO			DIFFIO_TX_T2n	DIFFOUT_T2n	J6	DQ1T	DQ1T	DQ1T										
