"Pin Information for the Stratix® V 5SGTC7 Device 
Version 1.0
3A	VREFB3AN0	IO		DEV_OE	DIFFIO_RX_B2p	DIFFOUT_B2p	AP34	DQS1B	DQ1B/CQn1B											
3A	VREFB3AN0	IO		DEV_CLRn	DIFFIO_TX_B3n	DIFFOUT_B3n	AP33	DQ1B	DQ1B											
3A	VREFB3AN0	IO		INIT_DONE	DIFFIO_TX_B3p	DIFFOUT_B3p	AN33	DQ1B	DQ1B											
3A	VREFB3AN0	IO		nCEO	DIFFIO_RX_B4n	DIFFOUT_B4n	AT33	DQSn2B	DQSn1B/DQ1B											
3A	VREFB3AN0	IO		DATA0	DIFFIO_RX_B4p	DIFFOUT_B4p	AR33	DQS2B	DQS1B/CQ1B											
3A	VREFB3AN0	IO		DATA1	DIFFIO_TX_B5n	DIFFOUT_B5n	AU32	DQ2B	DQ1B											
3A	VREFB3AN0	IO		DATA2	DIFFIO_TX_B5p	DIFFOUT_B5p	AT32	DQ2B	DQ1B											
3A	VREFB3AN0	IO		DATA3	DIFFIO_RX_B6n	DIFFOUT_B6n	AW32	DQ2B	DQ1B											
3A	VREFB3AN0	IO		DATA4	DIFFIO_RX_B6p	DIFFOUT_B6p	AV32	DQ2B	DQ1B											
3A	VREFB3AN0	IO		DATA5	DIFFIO_TX_B7n	DIFFOUT_B7n	AM32	DQ3B	DQ2B	DQ1B										
3A	VREFB3AN0	IO		DATA6	DIFFIO_TX_B7p	DIFFOUT_B7p	AL31	DQ3B	DQ2B	DQ1B										
3A	VREFB3AN0	IO		DATA7	DIFFIO_RX_B8n	DIFFOUT_B8n	AN32	DQSn3B	DQ2B	DQ1B										
3A	VREFB3AN0	IO		DATA8	DIFFIO_RX_B8p	DIFFOUT_B8p	AN31	DQS3B	DQ2B/CQn2B	DQ1B										
3A	VREFB3AN0	IO		DATA9	DIFFIO_TX_B9n	DIFFOUT_B9n	AM31	DQ3B	DQ2B	DQ1B										
3A	VREFB3AN0	IO		DATA10	DIFFIO_TX_B9p	DIFFOUT_B9p	AL30	DQ3B	DQ2B	DQ1B										
3A	VREFB3AN0	IO		DATA11	DIFFIO_RX_B10n	DIFFOUT_B10n	AK30	DQSn4B	DQSn2B/DQ2B	DQ1B										
3A	VREFB3AN0	IO		DATA12	DIFFIO_RX_B10p	DIFFOUT_B10p	AJ30	DQS4B	DQS2B/CQ2B	DQ1B/CQn1B										
3A	VREFB3AN0	IO		DATA13	DIFFIO_TX_B11n	DIFFOUT_B11n	AJ29	DQ4B	DQ2B	DQ1B										
3A	VREFB3AN0	IO		DATA14	DIFFIO_TX_B11p	DIFFOUT_B11p	AJ28	DQ4B	DQ2B	DQ1B										
3A	VREFB3AN0	IO		DATA15	DIFFIO_RX_B12n	DIFFOUT_B12n	AM29	DQ4B	DQ2B	DQ1B										
3A	VREFB3AN0	IO		DATA16	DIFFIO_RX_B12p	DIFFOUT_B12p	AL29	DQ4B	DQ2B	DQ1B										
3A	VREFB3AN0	IO		DATA17	DIFFIO_TX_B13n	DIFFOUT_B13n	AT30	DQ5B	DQ3B	DQ1B										
3A	VREFB3AN0	IO		DATA18	DIFFIO_TX_B13p	DIFFOUT_B13p	AR30	DQ5B	DQ3B	DQ1B										
3A	VREFB3AN0	IO		DATA19	DIFFIO_RX_B14n	DIFFOUT_B14n	AW31	DQSn5B	DQ3B	DQSn1B/DQ1B										
3A	VREFB3AN0	IO		DATA20	DIFFIO_RX_B14p	DIFFOUT_B14p	AV31	DQS5B	DQ3B/CQn3B	DQS1B/CQ1B										
3A	VREFB3AN0	IO		DATA21	DIFFIO_TX_B15n	DIFFOUT_B15n	AU31	DQ5B	DQ3B	DQ1B										
3A	VREFB3AN0	IO		DATA22	DIFFIO_TX_B15p	DIFFOUT_B15p	AU30	DQ5B	DQ3B	DQ1B										
3A	VREFB3AN0	IO		DATA23	DIFFIO_RX_B16n	DIFFOUT_B16n	AR31	DQSn6B	DQSn3B/DQ3B	DQ1B										
3A	VREFB3AN0	IO		DATA24	DIFFIO_RX_B16p	DIFFOUT_B16p	AP31	DQS6B	DQS3B/CQ3B	DQ1B										
3A	VREFB3AN0	IO		DATA25	DIFFIO_TX_B17n	DIFFOUT_B17n	AN30	DQ6B	DQ3B	DQ1B										
3A	VREFB3AN0	IO		DATA26	DIFFIO_TX_B17p	DIFFOUT_B17p	AN29	DQ6B	DQ3B	DQ1B										
3A	VREFB3AN0	IO		DATA27	DIFFIO_RX_B18n	DIFFOUT_B18n	AT29	DQ6B	DQ3B	DQ1B										
3A	VREFB3AN0	IO		DATA28	DIFFIO_RX_B18p	DIFFOUT_B18p	AR29	DQ6B	DQ3B	DQ1B										
3B	VREFB3BN0	IO		DATA29	DIFFIO_TX_B19n	DIFFOUT_B19n	AA29	DQ7B	DQ4B	DQ2B	DQ1B									
3B	VREFB3BN0	IO		DATA30	DIFFIO_TX_B19p	DIFFOUT_B19p	Y29	DQ7B	DQ4B	DQ2B	DQ1B									
3B	VREFB3BN0	IO		DATA31	DIFFIO_RX_B20n	DIFFOUT_B20n	AC29	DQSn7B	DQ4B	DQ2B	DQ1B									
3B	VREFB3BN0	IO		PR_DONE	DIFFIO_RX_B20p	DIFFOUT_B20p	AB29	DQS7B	DQ4B/CQn4B	DQ2B	DQ1B									
3B	VREFB3BN0	IO		PR_REQUEST	DIFFIO_TX_B21n	DIFFOUT_B21n	AE29	DQ7B	DQ4B	DQ2B	DQ1B									
3B	VREFB3BN0	IO		PR_READY	DIFFIO_TX_B21p	DIFFOUT_B21p	AD29	DQ7B	DQ4B	DQ2B	DQ1B									
3B	VREFB3BN0	IO	CLK0n		DIFFIO_RX_B22n	DIFFOUT_B22n	AC28	DQSn8B	DQSn4B/DQ4B	DQ2B	DQ1B									
3B	VREFB3BN0	IO	CLK0p		DIFFIO_RX_B22p	DIFFOUT_B22p	AB28	DQS8B	DQS4B/CQ4B	DQ2B/CQn2B	DQ1B									
3B	VREFB3BN0	IO		PR_ERROR	DIFFIO_TX_B23n	DIFFOUT_B23n	AC27	DQ8B	DQ4B	DQ2B	DQ1B									
3B	VREFB3BN0	IO		CvP_CONFDONE	DIFFIO_TX_B23p	DIFFOUT_B23p	AB27	DQ8B	DQ4B	DQ2B	DQ1B									
3B	VREFB3BN0	IO	CLK1n		DIFFIO_RX_B24n	DIFFOUT_B24n	AE27	DQ8B	DQ4B	DQ2B	DQ1B									
3B	VREFB3BN0	IO	CLK1p		DIFFIO_RX_B24p	DIFFOUT_B24p	AD27	DQ8B	DQ4B	DQ2B	DQ1B									
3B	VREFB3BN0	IO	"FPLL_BL_CLKOUT1,FPLL_BL_CLKOUTn"		DIFFIO_TX_B25n	DIFFOUT_B25n	AH28	DQ9B	DQ5B	DQ2B	DQ1B									
3B	VREFB3BN0	IO	"FPLL_BL_CLKOUT0,FPLL_BL_CLKOUTp,FPLL_BL_FB0"		DIFFIO_TX_B25p	DIFFOUT_B25p	AG29	DQ9B	DQ5B	DQ2B	DQ1B									
3B	VREFB3BN0	IO	"FPLL_BL_CLKOUT3,FPLL_BL_FBn"		DIFFIO_RX_B26n	DIFFOUT_B26n	AH27	DQSn9B	DQ5B	DQSn2B/DQ2B	DQ1B									
3B	VREFB3BN0	IO	"FPLL_BL_CLKOUT2,FPLL_BL_FBp,FPLL_BL_FB1"		DIFFIO_RX_B26p	DIFFOUT_B26p	AG28	DQS9B	DQ5B/CQn5B	DQS2B/CQ2B	DQ1B									
3B	VREFB3BN0	IO		nPERSTL0	DIFFIO_TX_B27n	DIFFOUT_B27n	AF28	DQ9B	DQ5B	DQ2B	DQ1B									
3B	VREFB3BN0	IO		nPERSTL1	DIFFIO_TX_B27p	DIFFOUT_B27p	AE28	DQ9B	DQ5B	DQ2B	DQ1B									
3B	VREFB3BN0	IO	CLK2n		DIFFIO_RX_B28n	DIFFOUT_B28n	AK26	DQSn10B	DQSn5B/DQ5B	DQ2B	DQ1B									
3B	VREFB3BN0	IO	CLK2p		DIFFIO_RX_B28p	DIFFOUT_B28p	AJ26	DQS10B	DQS5B/CQ5B	DQ2B	DQ1B/CQn1B									
3B	VREFB3BN0	IO		nPERSTR1	DIFFIO_TX_B29n	DIFFOUT_B29n	AG26	DQ10B	DQ5B	DQ2B	DQ1B									
3B	VREFB3BN0	IO		nPERSTR0	DIFFIO_TX_B29p	DIFFOUT_B29p	AF26	DQ10B	DQ5B	DQ2B	DQ1B									
3B	VREFB3BN0	IO	CLK3n		DIFFIO_RX_B30n	DIFFOUT_B30n	AK27	DQ10B	DQ5B	DQ2B	DQ1B									
3B	VREFB3BN0	IO	CLK3p		DIFFIO_RX_B30p	DIFFOUT_B30p	AJ27	DQ10B	DQ5B	DQ2B	DQ1B									
3B	VREFB3BN0	IO			DIFFIO_TX_B31n	DIFFOUT_B31n	AP28	DQ11B	DQ6B	DQ3B	DQ1B									
3B	VREFB3BN0	IO			DIFFIO_TX_B31p	DIFFOUT_B31p	AN28	DQ11B	DQ6B	DQ3B	DQ1B									
3B	VREFB3BN0	IO			DIFFIO_RX_B32n	DIFFOUT_B32n	AP27	DQSn11B	DQ6B	DQ3B	DQSn1B/DQ1B									
3B	VREFB3BN0	IO			DIFFIO_RX_B32p	DIFFOUT_B32p	AN27	DQS11B	DQ6B/CQn6B	DQ3B	DQS1B/CQ1B									
3B	VREFB3BN0	IO			DIFFIO_TX_B33n	DIFFOUT_B33n	AR28	DQ11B	DQ6B	DQ3B	DQ1B									
3B	VREFB3BN0	IO			DIFFIO_TX_B33p	DIFFOUT_B33p	AR27	DQ11B	DQ6B	DQ3B	DQ1B									
3B	VREFB3BN0	IO			DIFFIO_RX_B34n	DIFFOUT_B34n	AM28	DQSn12B	DQSn6B/DQ6B	DQ3B	DQ1B									
3B	VREFB3BN0	IO			DIFFIO_RX_B34p	DIFFOUT_B34p	AL28	DQS12B	DQS6B/CQ6B	DQ3B/CQn3B	DQ1B									
3B	VREFB3BN0	IO			DIFFIO_TX_B35n	DIFFOUT_B35n	AN26	DQ12B	DQ6B	DQ3B	DQ1B									
3B	VREFB3BN0	IO			DIFFIO_TX_B35p	DIFFOUT_B35p	AM26	DQ12B	DQ6B	DQ3B	DQ1B									
3B	VREFB3BN0	IO			DIFFIO_RX_B36n	DIFFOUT_B36n	AL27	DQ12B	DQ6B	DQ3B	DQ1B									
3B	VREFB3BN0	IO			DIFFIO_RX_B36p	DIFFOUT_B36p	AL26	DQ12B	DQ6B	DQ3B	DQ1B									
3B	VREFB3BN0	IO			DIFFIO_TX_B37n	DIFFOUT_B37n	AU29	DQ13B	DQ7B	DQ3B	DQ1B									
3B	VREFB3BN0	IO			DIFFIO_TX_B37p	DIFFOUT_B37p	AU28	DQ13B	DQ7B	DQ3B	DQ1B									
3B	VREFB3BN0	IO			DIFFIO_RX_B38n	DIFFOUT_B38n	AW29	DQSn13B	DQ7B	DQSn3B/DQ3B	DQ1B									
3B	VREFB3BN0	IO			DIFFIO_RX_B38p	DIFFOUT_B38p	AV29	DQS13B	DQ7B/CQn7B	DQS3B/CQ3B	DQ1B									
3B	VREFB3BN0	IO			DIFFIO_TX_B39n	DIFFOUT_B39n	AW28	DQ13B	DQ7B	DQ3B	DQ1B									
3B	VREFB3BN0	IO			DIFFIO_TX_B39p	DIFFOUT_B39p	AV28	DQ13B	DQ7B	DQ3B	DQ1B									
3B	VREFB3BN0	IO			DIFFIO_RX_B40n	DIFFOUT_B40n	AU27	DQSn14B	DQSn7B/DQ7B	DQ3B	DQ1B									
3B	VREFB3BN0	IO			DIFFIO_RX_B40p	DIFFOUT_B40p	AT27	DQS14B	DQS7B/CQ7B	DQ3B	DQ1B									
3B	VREFB3BN0	IO			DIFFIO_TX_B41n	DIFFOUT_B41n	AT26	DQ14B	DQ7B	DQ3B	DQ1B									
3B	VREFB3BN0	IO			DIFFIO_TX_B41p	DIFFOUT_B41p	AR26	DQ14B	DQ7B	DQ3B	DQ1B									
3B	VREFB3BN0	IO			DIFFIO_RX_B42n	DIFFOUT_B42n	AW26	DQ14B	DQ7B	DQ3B	DQ1B									
3B	VREFB3BN0	IO			DIFFIO_RX_B42p	DIFFOUT_B42p	AV26	DQ14B	DQ7B	DQ3B	DQ1B									
3C	VREFB3CN0	IO			DIFFIO_TX_B43n	DIFFOUT_B43n	AE26	DQ15B	DQ8B	DQ4B	DQ2B									
3C	VREFB3CN0	IO			DIFFIO_TX_B43p	DIFFOUT_B43p	AD26	DQ15B	DQ8B	DQ4B	DQ2B									
3C	VREFB3CN0	IO			DIFFIO_RX_B44n	DIFFOUT_B44n	AC25	DQSn15B	DQ8B	DQ4B	DQ2B									
3C	VREFB3CN0	IO			DIFFIO_RX_B44p	DIFFOUT_B44p	AC24	DQS15B	DQ8B/CQn8B	DQ4B	DQ2B									
3C	VREFB3CN0	IO			DIFFIO_TX_B45n	DIFFOUT_B45n	AC26	DQ15B	DQ8B	DQ4B	DQ2B									
3C	VREFB3CN0	IO			DIFFIO_TX_B45p	DIFFOUT_B45p	AB25	DQ15B	DQ8B	DQ4B	DQ2B									
3C	VREFB3CN0	IO			DIFFIO_RX_B46n	DIFFOUT_B46n	AF25	DQSn16B	DQSn8B/DQ8B	DQ4B	DQ2B									
3C	VREFB3CN0	IO			DIFFIO_RX_B46p	DIFFOUT_B46p	AE25	DQS16B	DQS8B/CQ8B	DQ4B/CQn4B	DQ2B									
3C	VREFB3CN0	IO			DIFFIO_TX_B47n	DIFFOUT_B47n	AE23	DQ16B	DQ8B	DQ4B	DQ2B									
3C	VREFB3CN0	IO			DIFFIO_TX_B47p	DIFFOUT_B47p	AD24	DQ16B	DQ8B	DQ4B	DQ2B									
3C	VREFB3CN0	IO			DIFFIO_RX_B48n	DIFFOUT_B48n	AH25	DQ16B	DQ8B	DQ4B	DQ2B									
3C	VREFB3CN0	IO			DIFFIO_RX_B48p	DIFFOUT_B48p	AG25	DQ16B	DQ8B	DQ4B	DQ2B									
3C	VREFB3CN0	IO			DIFFIO_TX_B49n	DIFFOUT_B49n	AH24	DQ17B	DQ9B	DQ4B	DQ2B									
3C	VREFB3CN0	IO			DIFFIO_TX_B49p	DIFFOUT_B49p	AG24	DQ17B	DQ9B	DQ4B	DQ2B									
3C	VREFB3CN0	IO			DIFFIO_RX_B50n	DIFFOUT_B50n	AK23	DQSn17B	DQ9B	DQSn4B/DQ4B	DQ2B									
3C	VREFB3CN0	IO			DIFFIO_RX_B50p	DIFFOUT_B50p	AJ23	DQS17B	DQ9B/CQn9B	DQS4B/CQ4B	DQ2B									
3C	VREFB3CN0	IO			DIFFIO_TX_B51n	DIFFOUT_B51n	AG23	DQ17B	DQ9B	DQ4B	DQ2B									
3C	VREFB3CN0	IO			DIFFIO_TX_B51p	DIFFOUT_B51p	AF23	DQ17B	DQ9B	DQ4B	DQ2B									
3C	VREFB3CN0	IO			DIFFIO_RX_B52n	DIFFOUT_B52n	AM25	DQSn18B	DQSn9B/DQ9B	DQ4B	DQ2B									
3C	VREFB3CN0	IO			DIFFIO_RX_B52p	DIFFOUT_B52p	AL25	DQS18B	DQS9B/CQ9B	DQ4B	DQ2B/CQn2B									
3C	VREFB3CN0	IO			DIFFIO_TX_B53n	DIFFOUT_B53n	AJ25	DQ18B	DQ9B	DQ4B	DQ2B									
3C	VREFB3CN0	IO			DIFFIO_TX_B53p	DIFFOUT_B53p	AJ24	DQ18B	DQ9B	DQ4B	DQ2B									
3C	VREFB3CN0	IO			DIFFIO_RX_B54n	DIFFOUT_B54n	AL24	DQ18B	DQ9B	DQ4B	DQ2B									
3C	VREFB3CN0	IO			DIFFIO_RX_B54p	DIFFOUT_B54p	AK24	DQ18B	DQ9B	DQ4B	DQ2B									
3C	VREFB3CN0	IO			DIFFIO_TX_B55n	DIFFOUT_B55n	AP25	DQ19B	DQ10B	DQ5B	DQ2B									
3C	VREFB3CN0	IO			DIFFIO_TX_B55p	DIFFOUT_B55p	AN25	DQ19B	DQ10B	DQ5B	DQ2B									
3C	VREFB3CN0	IO			DIFFIO_RX_B56n	DIFFOUT_B56n	AT24	DQSn19B	DQ10B	DQ5B	DQSn2B/DQ2B									
3C	VREFB3CN0	IO			DIFFIO_RX_B56p	DIFFOUT_B56p	AR25	DQS19B	DQ10B/CQn10B	DQ5B	DQS2B/CQ2B									
3C	VREFB3CN0	IO			DIFFIO_TX_B57n	DIFFOUT_B57n	AR24	DQ19B	DQ10B	DQ5B	DQ2B									
3C	VREFB3CN0	IO			DIFFIO_TX_B57p	DIFFOUT_B57p	AP24	DQ19B	DQ10B	DQ5B	DQ2B									
3C	VREFB3CN0	IO			DIFFIO_RX_B58n	DIFFOUT_B58n	AN24	DQSn20B	DQSn10B/DQ10B	DQ5B	DQ2B									
3C	VREFB3CN0	IO			DIFFIO_RX_B58p	DIFFOUT_B58p	AN23	DQS20B	DQS10B/CQ10B	DQ5B/CQn5B	DQ2B									
3C	VREFB3CN0	IO			DIFFIO_TX_B59n	DIFFOUT_B59n	AM23	DQ20B	DQ10B	DQ5B	DQ2B									
3C	VREFB3CN0	IO			DIFFIO_TX_B59p	DIFFOUT_B59p	AL23	DQ20B	DQ10B	DQ5B	DQ2B									
3C	VREFB3CN0	IO			DIFFIO_RX_B60n	DIFFOUT_B60n	AN22	DQ20B	DQ10B	DQ5B	DQ2B									
3C	VREFB3CN0	IO			DIFFIO_RX_B60p	DIFFOUT_B60p	AM22	DQ20B	DQ10B	DQ5B	DQ2B									
3C	VREFB3CN0	IO			DIFFIO_TX_B61n	DIFFOUT_B61n	AW23	DQ21B	DQ11B	DQ5B	DQ2B									
3C	VREFB3CN0	IO			DIFFIO_TX_B61p	DIFFOUT_B61p	AV23	DQ21B	DQ11B	DQ5B	DQ2B									
3C	VREFB3CN0	IO			DIFFIO_RX_B62n	DIFFOUT_B62n	AW25	DQSn21B	DQ11B	DQSn5B/DQ5B	DQ2B									
3C	VREFB3CN0	IO			DIFFIO_RX_B62p	DIFFOUT_B62p	AV25	DQS21B	DQ11B/CQn11B	DQS5B/CQ5B	DQ2B									
3C	VREFB3CN0	IO			DIFFIO_TX_B63n	DIFFOUT_B63n	AU24	DQ21B	DQ11B	DQ5B	DQ2B									
3C	VREFB3CN0	IO			DIFFIO_TX_B63p	DIFFOUT_B63p	AU23	DQ21B	DQ11B	DQ5B	DQ2B									
3C	VREFB3CN0	IO			DIFFIO_RX_B64n	DIFFOUT_B64n	AW22	DQSn22B	DQSn11B/DQ11B	DQ5B	DQ2B									
3C	VREFB3CN0	IO			DIFFIO_RX_B64p	DIFFOUT_B64p	AV22	DQS22B	DQS11B/CQ11B	DQ5B	DQ2B									
3C	VREFB3CN0	IO			DIFFIO_TX_B65n	DIFFOUT_B65n	AR23	DQ22B	DQ11B	DQ5B	DQ2B									
3C	VREFB3CN0	IO			DIFFIO_TX_B65p	DIFFOUT_B65p	AR22	DQ22B	DQ11B	DQ5B	DQ2B									
3C	VREFB3CN0	IO			DIFFIO_RX_B66n	DIFFOUT_B66n	AU22	DQ22B	DQ11B	DQ5B	DQ2B									
3C	VREFB3CN0	IO			DIFFIO_RX_B66p	DIFFOUT_B66p	AT23	DQ22B	DQ11B	DQ5B	DQ2B									
3D	VREFB3DN0	IO			DIFFIO_TX_B67n	DIFFOUT_B67n	AE21	DQ23B	DQ12B	DQ6B										
3D	VREFB3DN0	IO			DIFFIO_TX_B67p	DIFFOUT_B67p	AE20	DQ23B	DQ12B	DQ6B										
3D	VREFB3DN0	IO			DIFFIO_RX_B68n	DIFFOUT_B68n	AH22	DQSn23B	DQ12B	DQ6B										
3D	VREFB3DN0	IO			DIFFIO_RX_B68p	DIFFOUT_B68p	AG22	DQS23B	DQ12B/CQn12B	DQ6B										
3D	VREFB3DN0	IO			DIFFIO_TX_B69n	DIFFOUT_B69n	AF22	DQ23B	DQ12B	DQ6B										
3D	VREFB3DN0	IO			DIFFIO_TX_B69p	DIFFOUT_B69p	AE22	DQ23B	DQ12B	DQ6B										
3D	VREFB3DN0	IO			DIFFIO_RX_B70n	DIFFOUT_B70n	AL22	DQSn24B	DQSn12B/DQ12B	DQ6B										
