Bank Number	VREF	Pin Name/Function	Optional Function(s)	Configuration Function	Emulated LVDS Output Channel	F780		
B1	VREFB1N2	IO			DIFFIO_L23n	M1		
B1	VREFB1N2	IO			DIFFIO_L24p	P2		
B1	VREFB1N2	IO			DIFFIO_L24n	P1		
B1	VREFB1N2	IO				N8		
B1	VREFB1N2	IO		DCLK		P3		
B1	VREFB1N2	IO		DATA0		N7		
B1	VREFB1N2	nCONFIG		nCONFIG		P4		
B1	VREFB1N2	TDI		TDI		P7		
B1	VREFB1N2	TCK		TCK		P5		
B1	VREFB1N2	TMS		TMS		P8		
B1	VREFB1N2	TDO		TDO		P6		
B1	VREFB1N2	nCE		nCE		R8		
B1	VREFB1N2	CLK0	DIFFCLK_0p			J2		
B1	VREFB1N2	CLK1	DIFFCLK_0n			J1		
B2	VREFB2N0	CLK2	DIFFCLK_1p			Y2		
B2	VREFB2N0	CLK3	DIFFCLK_1n			Y1		
B2	VREFB2N0	IO			DIFFIO_L25p	R2		
B2	VREFB2N0	IO			DIFFIO_L25n	R1		
B2	VREFB2N0	IO			DIFFIO_L26p	R7		
B2	VREFB2N0	IO			DIFFIO_L26n	R6		
B2	VREFB2N0	IO			DIFFIO_L27p	U3		
B2	VREFB2N0	IO			DIFFIO_L27n	U4		
B2	VREFB2N0	IO			DIFFIO_L28p	R3		
B2	VREFB2N0	IO			DIFFIO_L28n	R4		
B2	VREFB2N0	IO			DIFFIO_L29p	T4		
B2	VREFB2N0	IO			DIFFIO_L29n	T3		
B2	VREFB2N0	IO				R5		
B2	VREFB2N0	IO	VREFB2N0			T7		
B2	VREFB2N0	IO			DIFFIO_L30p	U2		
B2	VREFB2N0	IO			DIFFIO_L30n	U1		
B2	VREFB2N0	IO			DIFFIO_L31p	V4		
B2	VREFB2N0	IO			DIFFIO_L31n	V3		
B2	VREFB2N0	IO			DIFFIO_L32p	V2		
B2	VREFB2N0	IO			DIFFIO_L32n	V1		
B2	VREFB2N0	IO			DIFFIO_L33p	AB2		
B2	VREFB2N0	IO			DIFFIO_L33n	AB1		
B2	VREFB2N0	IO			DIFFIO_L34p	W2		
B2	VREFB2N1	IO			DIFFIO_L34n	W1		
B2	VREFB2N1	IO			DIFFIO_L35p	U6		
B2	VREFB2N1	IO			DIFFIO_L35n	U5		
B2	VREFB2N1	IO			DIFFIO_L36p	Y4		
B2	VREFB2N1	IO			DIFFIO_L36n	Y3		
B2	VREFB2N1	IO			DIFFIO_L37p	AC2		
B2	VREFB2N1	IO			DIFFIO_L37n	AC1		
B2	VREFB2N1	IO			DIFFIO_L38p	AC3		
B2	VREFB2N1	IO			DIFFIO_L38n	AD3		
B2	VREFB2N1	IO			DIFFIO_L39p	AD2		
B2	VREFB2N1	IO			DIFFIO_L39n	AD1		
B2	VREFB2N1	IO				AB3		
B2	VREFB2N1	IO	VREFB2N1			T8		
B2	VREFB2N1	IO			DIFFIO_L40p	AA4		
B2	VREFB2N1	IO			DIFFIO_L40n	AA3		
B2	VREFB2N1	IO	RUP1			U7		
B2	VREFB2N1	IO	RDN1			U8		
B2	VREFB2N1	IO			DIFFIO_L41p	AE2		
B2	VREFB2N1	IO			DIFFIO_L41n	AE1		
B2	VREFB2N1	IO			DIFFIO_L42p	V6		
B2	VREFB2N1	IO			DIFFIO_L42n	V5		
B2	VREFB2N1	IO			DIFFIO_L43p	V8		
B2	VREFB2N1	IO			DIFFIO_L43n	V7		
B2	VREFB2N2	IO			DIFFIO_L44p	W4		
B2	VREFB2N2	IO			DIFFIO_L44n	W3		
B2	VREFB2N2	IO			DIFFIO_L45p	Y6		
B2	VREFB2N2	IO			DIFFIO_L45n	Y5		
B2	VREFB2N2	IO				W7		
B2	VREFB2N2	IO			DIFFIO_L46p	W8		
B2	VREFB2N2	IO			DIFFIO_L46n	Y7		
B2	VREFB2N2	IO			DIFFIO_L47p	AA6		
B2	VREFB2N2	IO			DIFFIO_L47n	AA5		
B2	VREFB2N2	IO				AA7		
B2	VREFB2N2	IO	VREFB2N2			AB4		
B2	VREFB2N2	IO			DIFFIO_L48p	AE3		
B2	VREFB2N2	IO			DIFFIO_L48n	AF2		
B2	VREFB2N2	IO			DIFFIO_L50p	AB6		
B2	VREFB2N2	IO			DIFFIO_L50n	AB5		
B3	VREFB3N2	IO			DIFFIO_B1p	AD5		
B3	VREFB3N2	IO			DIFFIO_B1n	AE6		
B3	VREFB3N2	IO			DIFFIO_B2p	AD4		
B3	VREFB3N2	IO			DIFFIO_B2n	AF4		
B3	VREFB3N2	IO			DIFFIO_B3p	AE4		
B3	VREFB3N2	IO			DIFFIO_B3n	AG3		
B3	VREFB3N2	IO				AD7		
B3	VREFB3N2	IO	PLL1_CLKOUTp			AE5		
B3	VREFB3N2	IO	PLL1_CLKOUTn			AF5		
B3	VREFB3N2	IO			DIFFIO_B4p	AH3		
B3	VREFB3N2	IO			DIFFIO_B4n	AF3		
B3	VREFB3N2	IO				AF6		
B3	VREFB3N2	IO	VREFB3N2			Y10		
B3	VREFB3N2	IO			DIFFIO_B5p	AG4		
B3	VREFB3N2	IO			DIFFIO_B5n	AH4		
B3	VREFB3N2	IO			DIFFIO_B6p	AD8		
B3	VREFB3N2	IO			DIFFIO_B6n	AC7		
B3	VREFB3N2	IO			DIFFIO_B7p	AG6		
B3	VREFB3N2	IO			DIFFIO_B7n	AH6		
B3	VREFB3N2	IO			DIFFIO_B8p	AB9		
B3	VREFB3N2	IO			DIFFIO_B8n	AB8		
B3	VREFB3N2	IO				AD10		
B3	VREFB3N2	IO			DIFFIO_B9p	AG7		
B3	VREFB3N1	IO			DIFFIO_B9n	AH7		
B3	VREFB3N1	IO			DIFFIO_B10p	AB7		
B3	VREFB3N1	IO			DIFFIO_B10n	AC8		
B3	VREFB3N1	IO			DIFFIO_B11p	AA8		
B3	VREFB3N1	IO			DIFFIO_B11n	AA10		
B3	VREFB3N1	IO			DIFFIO_B12p	AG8		
B3	VREFB3N1	IO			DIFFIO_B12n	AH8		
B3	VREFB3N1	IO			DIFFIO_B13p	AE7		
B3	VREFB3N1	IO			DIFFIO_B13n	AF7		
B3	VREFB3N1	IO				AF9		
B3	VREFB3N1	IO			DIFFIO_B14p	AE8		
B3	VREFB3N1	IO			DIFFIO_B14n	AF8		
B3	VREFB3N1	IO				AE9		
B3	VREFB3N1	IO	VREFB3N1			AB11		
B3	VREFB3N1	IO			DIFFIO_B15p	AE10		
B3	VREFB3N1	IO			DIFFIO_B15n	AF10		
B3	VREFB3N1	IO			DIFFIO_B16p	AG10		
B3	VREFB3N1	IO			DIFFIO_B16n	AH10		
B3	VREFB3N1	IO			DIFFIO_B17p	AE12		
B3	VREFB3N1	IO			DIFFIO_B17n	AF12		
B3	VREFB3N1	IO			DIFFIO_B18p	AE11		
B3	VREFB3N1	IO			DIFFIO_B18n	AF11		
B3	VREFB3N1	IO			DIFFIO_B19p	AB10		
B3	VREFB3N0	IO			DIFFIO_B19n	AC10		
B3	VREFB3N0	IO			DIFFIO_B20p	AG11		
B3	VREFB3N0	IO			DIFFIO_B20n	AH11		
B3	VREFB3N0	IO			DIFFIO_B21p	AE13		
B3	VREFB3N0	IO			DIFFIO_B21n	AF13		
B3	VREFB3N0	IO			DIFFIO_B22p	AC12		
B3	VREFB3N0	IO			DIFFIO_B22n	AB12		
B3	VREFB3N0	IO	VREFB3N0			AB13		
B3	VREFB3N0	IO				AD12		
B3	VREFB3N0	IO			DIFFIO_B23p	AE14		
B3	VREFB3N0	IO			DIFFIO_B23n	AF14		
B3	VREFB3N0	IO			DIFFIO_B24p	AC11		
B3	VREFB3N0	IO			DIFFIO_B24n	AD11		
B3	VREFB3N0	IO			DIFFIO_B25p	Y12		
B3	VREFB3N0	IO			DIFFIO_B25n	AA12		
B3	VREFB3N0	IO			DIFFIO_B26p	Y13		
B3	VREFB3N0	IO			DIFFIO_B26n	AA13		
B3	VREFB3N0	IO			DIFFIO_B27p	AA14		
B3	VREFB3N0	IO			DIFFIO_B27n	AB14		
B3	VREFB3N0	IO			DIFFIO_B28p	AG12		
B3	VREFB3N0	IO			DIFFIO_B28n	AH12		
B3	VREFB3N0	IO			DIFFIO_B29p	AC14		
B3	VREFB3N0	IO			DIFFIO_B29n	AD14		
B3	VREFB3N0	IO			DIFFIO_B30p	Y14		
B3	VREFB3N0	IO			DIFFIO_B30n	Y15		
B3	VREFB3N0	CLK15	DIFFCLK_6p			AG14		
B3	VREFB3N0	CLK14	DIFFCLK_6n			AH14		
B4	VREFB4N2	CLK13	DIFFCLK_7p			AG15		
B4	VREFB4N2	CLK12	DIFFCLK_7n			AH15		
B4	VREFB4N2	IO			DIFFIO_B31p	AC15		
B4	VREFB4N2	IO			DIFFIO_B31n	AD15		
B4	VREFB4N2	IO			DIFFIO_B32p	AE15		
B4	VREFB4N2	IO			DIFFIO_B32n	AF15		
B4	VREFB4N2	IO			DIFFIO_B33p	AG17		
B4	VREFB4N2	IO			DIFFIO_B33n	AH17		
B4	VREFB4N2	IO			DIFFIO_B34p	AE16		
B4	VREFB4N2	IO			DIFFIO_B34n	AF16		
B4	VREFB4N2	IO			DIFFIO_B35p	AA16		
B4	VREFB4N2	IO			DIFFIO_B35n	AB16		
B4	VREFB4N2	IO	VREFB4N2			AA15		
B4	VREFB4N2	IO				AB15		
B4	VREFB4N2	IO			DIFFIO_B36p	AE17		
B4	VREFB4N2	IO			DIFFIO_B36n	AF17		
B4	VREFB4N2	IO			DIFFIO_B37p	AG18		
B4	VREFB4N2	IO			DIFFIO_B37n	AH18		
B4	VREFB4N2	IO			DIFFIO_B38p	AG19		
B4	VREFB4N2	IO			DIFFIO_B38n	AH19		
B4	VREFB4N2	IO			DIFFIO_B39p	AC17		
B4	VREFB4N2	IO			DIFFIO_B39n	AD17		
B4	VREFB4N2	IO			DIFFIO_B40p	AG21		
B4	VREFB4N2	IO			DIFFIO_B40n	AH21		
B4	VREFB4N2	IO			DIFFIO_B41p	AE18		
B4	VREFB4N1	IO			DIFFIO_B41n	AF18		
B4	VREFB4N1	IO			DIFFIO_B42p	AG22		
B4	VREFB4N1	IO			DIFFIO_B42n	AH22		
B4	VREFB4N1	IO			DIFFIO_B43p	AG23		
B4	VREFB4N1	IO			DIFFIO_B43n	AH23		
B4	VREFB4N1	IO			DIFFIO_B44p	AE19		
B4	VREFB4N1	IO			DIFFIO_B44n	AF19		
B4	VREFB4N1	IO			DIFFIO_B45p	AF24		
B4	VREFB4N1	IO			DIFFIO_B45n	AF25		
B4	VREFB4N1	IO			DIFFIO_B46p	AE20		
B4	VREFB4N1	IO			DIFFIO_B46n	AF20		
B4	VREFB4N1	IO				AD18		
B4	VREFB4N1	IO			DIFFIO_B47p	AE21		
B4	VREFB4N1	IO			DIFFIO_B47n	AF21		
B4	VREFB4N1	IO	VREFB4N1			AC18		
B4	VREFB4N1	IO	RUP2			AA17		
B4	VREFB4N1	IO	RDN2			AB17		
B4	VREFB4N1	IO			DIFFIO_B48p	AE25		
B4	VREFB4N1	IO			DIFFIO_B48n	AF26		
B4	VREFB4N1	IO			DIFFIO_B49p	AG25		
B4	VREFB4N1	IO			DIFFIO_B49n	AH25		
B4	VREFB4N0	IO			DIFFIO_B50p	AC19		
B4	VREFB4N0	IO			DIFFIO_B50n	AD19		
B4	VREFB4N0	IO			DIFFIO_B51p	Y17		
B4	VREFB4N0	IO			DIFFIO_B51n	Y16		
B4	VREFB4N0	IO			DIFFIO_B52p	AE22		
B4	VREFB4N0	IO			DIFFIO_B52n	AF22		
B4	VREFB4N0	IO			DIFFIO_B53p	AB19		
B4	VREFB4N0	IO			DIFFIO_B53n	AB18		
B4	VREFB4N0	IO			DIFFIO_B54p	AD25		
B4	VREFB4N0	IO			DIFFIO_B54n	AE24		
B4	VREFB4N0	IO	VREFB4N0			AB20		
B4	VREFB4N0	IO			DIFFIO_B55p	AC21		
B4	VREFB4N0	IO			DIFFIO_B55n	AD21		
B4	VREFB4N0	IO				AD24		
B4	VREFB4N0	IO	PLL4_CLKOUTp			AE23		
B4	VREFB4N0	IO	PLL4_CLKOUTn			AF23		
B4	VREFB4N0	IO			DIFFIO_B56p	Y19		
B4	VREFB4N0	IO			DIFFIO_B56n	AA19		
B4	VREFB4N0	IO			DIFFIO_B57p	AB22		
B4	VREFB4N0	IO			DIFFIO_B57n	AB21		
B4	VREFB4N0	IO			DIFFIO_B58p	AC22		
B4	VREFB4N0	IO			DIFFIO_B58n	AD22		
B4	VREFB4N0	IO				AA21		
B4	VREFB4N0	IO			DIFFIO_B59p	AG26		
B4	VREFB4N0	IO			DIFFIO_B59n	AH26		
B5	VREFB5N2	IO			DIFFIO_R51n	AC25		
B5	VREFB5N2	IO			DIFFIO_R51p	AC24		
B5	VREFB5N2	IO				AB24		
B5	VREFB5N2	IO	RUP3			AA22		
B5	VREFB5N2	IO	RDN3			AB23		
B5	VREFB5N2	IO			DIFFIO_R50n	AF27		
B5	VREFB5N2	IO			DIFFIO_R50p	AE26		
B5	VREFB5N2	IO	VREFB5N2			AA24		
B5	VREFB5N2	IO				AA23		
B5	VREFB5N2	IO			DIFFIO_R49n	AD26		
B5	VREFB5N2	IO			DIFFIO_R49p	AC26		
B5	VREFB5N2	IO			DIFFIO_R48n	AE28		
B5	VREFB5N2	IO			DIFFIO_R48p	AE27		
B5	VREFB5N2	IO			DIFFIO_R47n	AD28		
B5	VREFB5N2	IO			DIFFIO_R47p	AD27		
B5	VREFB5N2	IO			DIFFIO_R46n	Y24		
B5	VREFB5N2	IO			DIFFIO_R46p	Y23		
B5	VREFB5N2	IO			DIFFIO_R45n	AC28		
B5	VREFB5N2	IO			DIFFIO_R45p	AC27		
B5	VREFB5N1	IO			DIFFIO_R44n	AB26		
B5	VREFB5N1	IO			DIFFIO_R44p	AB25		
B5	VREFB5N1	IO			DIFFIO_R43n	AA26		
B5	VREFB5N1	IO			DIFFIO_R43p	AA25		
B5	VREFB5N1	IO			DIFFIO_R42n	AB28		
B5	VREFB5N1	IO			DIFFIO_R42p	AB27		
B5	VREFB5N1	IO			DIFFIO_R41n	Y26		
B5	VREFB5N1	IO			DIFFIO_R41p	Y25		
B5	VREFB5N1	IO			DIFFIO_R40n	W26		
B5	VREFB5N1	IO			DIFFIO_R40p	W25		
B5	VREFB5N1	IO			DIFFIO_R39n	W27		
B5	VREFB5N1	IO			DIFFIO_R39p	W28		
B5	VREFB5N1	IO			DIFFIO_R38n	V28		
B5	VREFB5N1	IO			DIFFIO_R38p	V27		
B5	VREFB5N1	IO	VREFB5N1			U23		
B5	VREFB5N1	IO			DIFFIO_R37n	V26		
B5	VREFB5N1	IO			DIFFIO_R37p	V25		
B5	VREFB5N1	IO			DIFFIO_R36n	V24		
B5	VREFB5N1	IO			DIFFIO_R36p	V23		
B5	VREFB5N1	IO			DIFFIO_R35n	W21		
B5	VREFB5N1	IO			DIFFIO_R35p	V21		
B5	VREFB5N1	IO			DIFFIO_R34n	V22		
B5	VREFB5N0	IO			DIFFIO_R34p	U22		
B5	VREFB5N0	IO			DIFFIO_R33n	U26		
B5	VREFB5N0	IO			DIFFIO_R33p	U25		
B5	VREFB5N0	IO	VREFB5N0			U24		
B5	VREFB5N0	IO			DIFFIO_R32n	U28		
B5	VREFB5N0	IO			DIFFIO_R32p	U27		
B5	VREFB5N0	IO				U21		
B5	VREFB5N0	IO			DIFFIO_R31n	Y22		
B5	VREFB5N0	IO			DIFFIO_R31p	W22		
B5	VREFB5N0	IO			DIFFIO_R30n	T26		
B5	VREFB5N0	IO			DIFFIO_R30p	T25		
B5	VREFB5N0	IO		DEV_OE	DIFFIO_R29n	T22		
B5	VREFB5N0	IO		DEV_CLRn	DIFFIO_R29p	T21		
B5	VREFB5N0	IO			DIFFIO_R28n	R26		
B5	VREFB5N0	IO			DIFFIO_R28p	R25		
B5	VREFB5N0	IO			DIFFIO_R27n	R28		
B5	VREFB5N0	IO			DIFFIO_R27p	R27		
B5	VREFB5N0	IO				R24		
B5	VREFB5N0	IO			DIFFIO_R26n	R23		
B5	VREFB5N0	IO			DIFFIO_R26p	R22		
B5	VREFB5N0	IO			DIFFIO_R25n	R21		
B5	VREFB5N0	IO			DIFFIO_R25p	P21		
B5	VREFB5N0	CLK7	DIFFCLK_3n			Y28		
B5	VREFB5N0	CLK6	DIFFCLK_3p			Y27		
B6	VREFB6N2	CLK5	DIFFCLK_2n			J28		
B6	VREFB6N2	CLK4	DIFFCLK_2p			J27		
B6	VREFB6N2	CONF_DONE		CONF_DONE		P24		
B6	VREFB6N2	MSEL0		MSEL0		N22		
B6	VREFB6N2	MSEL1		MSEL1		P23		
B6	VREFB6N2	MSEL2		MSEL2		M22		
B6	VREFB6N2	MSEL3		MSEL3		P22		
B6	VREFB6N2	IO				M23		
B6	VREFB6N2	IO		INIT_DONE	DIFFIO_R24n	P26		
B6	VREFB6N2	IO		CRC_ERROR	DIFFIO_R24p	P25		
B6	VREFB6N2	IO				M24		
B6	VREFB6N2	IO	VREFB6N2			N21		
B6	VREFB6N2	IO		nCEO	DIFFIO_R23n	P28		
B6	VREFB6N2	IO		CLKUSR	DIFFIO_R23p	P27		
B6	VREFB6N2	IO			DIFFIO_R22n	N26		
B6	VREFB6N2	IO			DIFFIO_R22p	N25		
B6	VREFB6N2	IO			DIFFIO_R21n	M28		
B6	VREFB6N2	IO			DIFFIO_R21p	M27		
B6	VREFB6N2	IO			DIFFIO_R20n	M26		
B6	VREFB6N2	IO			DIFFIO_R20p	M25		
B6	VREFB6N2	IO			DIFFIO_R19n	L28		
B6	VREFB6N2	IO			DIFFIO_R19p	L27		
B6	VREFB6N2	IO			DIFFIO_R18n	L24		
B6	VREFB6N1	IO			DIFFIO_R18p	L23		
B6	VREFB6N1	IO			DIFFIO_R17n	K28		
B6	VREFB6N1	IO			DIFFIO_R17p	K27		
B6	VREFB6N1	IO				L26		
B6	VREFB6N1	IO			DIFFIO_R16n	J26		
B6	VREFB6N1	IO			DIFFIO_R16p	J25		
B6	VREFB6N1	IO			DIFFIO_R15n	G28		
B6	VREFB6N1	IO			DIFFIO_R15p	G27		
B6	VREFB6N1	IO	VREFB6N1			M21		
B6	VREFB6N1	IO				L25		
B6	VREFB6N1	IO			DIFFIO_R14n	K26		
B6	VREFB6N1	IO			DIFFIO_R14p	K25		
B6	VREFB6N1	IO			DIFFIO_R13n	F28		
B6	VREFB6N1	IO			DIFFIO_R13p	F27		
B6	VREFB6N1	IO			DIFFIO_R12n	E28		
B6	VREFB6N1	IO			DIFFIO_R12p	E27		
B6	VREFB6N1	IO			DIFFIO_R11n	H26		
B6	VREFB6N1	IO			DIFFIO_R11p	H25		
B6	VREFB6N1	IO			DIFFIO_R10n	E26		
B6	VREFB6N1	IO			DIFFIO_R10p	F26		
B6	VREFB6N0	IO			DIFFIO_R9n	D28		
B6	VREFB6N0	IO			DIFFIO_R9p	D27		
B6	VREFB6N0	IO			DIFFIO_R8n	C27		
B6	VREFB6N0	IO			DIFFIO_R8p	D26		
B6	VREFB6N0	IO			DIFFIO_R7n	L22		
B6	VREFB6N0	IO			DIFFIO_R7p	L21		
B6	VREFB6N0	IO			DIFFIO_R6n	J24		
B6	VREFB6N0	IO			DIFFIO_R6p	J23		
B6	VREFB6N0	IO			DIFFIO_R5n	K22		
B6	VREFB6N0	IO			DIFFIO_R5p	K21		
B6	VREFB6N0	IO			DIFFIO_R4n	H24		
B6	VREFB6N0	IO			DIFFIO_R4p	H23		
B6	VREFB6N0	IO			DIFFIO_R3n	G26		
B6	VREFB6N0	IO			DIFFIO_R3p	G25		
B6	VREFB6N0	IO	VREFB6N0			J22		
B6	VREFB6N0	IO			DIFFIO_R2n	F25		
B6	VREFB6N0	IO			DIFFIO_R2p	F24		
B6	VREFB6N0	IO			DIFFIO_R1n	G24		
B6	VREFB6N0	IO			DIFFIO_R1p	G23		
B6	VREFB6N0	IO				H22		
B7	VREFB7N0	IO			DIFFIO_T61n	C26		
B7	VREFB7N0	IO			DIFFIO_T61p	B26		
B7	VREFB7N0	IO			DIFFIO_T60n	D22		
B7	VREFB7N0	IO			DIFFIO_T60p	E22		
B7	VREFB7N0	IO			DIFFIO_T59n	A26		
B7	VREFB7N0	IO			DIFFIO_T59p	A25		
B7	VREFB7N0	IO				B25		
B7	VREFB7N0	IO			DIFFIO_T58n	E21		
B7	VREFB7N0	IO			DIFFIO_T58p	F21		
B7	VREFB7N0	IO	VREFB7N0			F22		
B7	VREFB7N0	IO			DIFFIO_T57n	D25		
B7	VREFB7N0	IO			DIFFIO_T57p	C25		
B7	VREFB7N0	IO			DIFFIO_T56n	A23		
B7	VREFB7N0	IO			DIFFIO_T56p	B23		
B7	VREFB7N0	IO	PLL2_CLKOUTp			D23		
B7	VREFB7N0	IO	PLL2_CLKOUTn			C23		
B7	VREFB7N0	IO			DIFFIO_T55n	C24		
B7	VREFB7N0	IO			DIFFIO_T55p	D24		
B7	VREFB7N0	IO			DIFFIO_T54n	C22		
B7	VREFB7N0	IO			DIFFIO_T54p	D21		
B7	VREFB7N0	IO	RUP4			F19		
B7	VREFB7N0	IO	RDN4			E19		
B7	VREFB7N0	IO				C21		
B7	VREFB7N1	IO			DIFFIO_T53n	A22		
B7	VREFB7N1	IO			DIFFIO_T53p	B22		
B7	VREFB7N1	IO			DIFFIO_T52n	A21		
B7	VREFB7N1	IO			DIFFIO_T52p	B21		
B7	VREFB7N1	IO			DIFFIO_T51n	E18		
B7	VREFB7N1	IO			DIFFIO_T51p	F18		
B7	VREFB7N1	IO			DIFFIO_T50n	C18		
B7	VREFB7N1	IO			DIFFIO_T50p	D18		
B7	VREFB7N1	IO			DIFFIO_T49n	C20		
B7	VREFB7N1	IO			DIFFIO_T49p	D20		
B7	VREFB7N1	IO			DIFFIO_T48n	E24		
B7	VREFB7N1	IO			DIFFIO_T48p	E25		
B7	VREFB7N1	IO			DIFFIO_T47n	C19		
B7	VREFB7N1	IO			DIFFIO_T47p	D19		
B7	VREFB7N1	IO	VREFB7N1			G17		
B7	VREFB7N1	IO			DIFFIO_T46n	C17		
B7	VREFB7N1	IO			DIFFIO_T46p	D17		
B7	VREFB7N1	IO			DIFFIO_T45n	A19		
B7	VREFB7N1	IO			DIFFIO_T45p	B19		
B7	VREFB7N1	IO			DIFFIO_T44n	A18		
B7	VREFB7N1	IO			DIFFIO_T44p	B18		
B7	VREFB7N1	IO			DIFFIO_T43n	G20		
B7	VREFB7N1	IO			DIFFIO_T43p	G21		
B7	VREFB7N2	IO			DIFFIO_T42n	H19		
B7	VREFB7N2	IO			DIFFIO_T42p	J19		
B7	VREFB7N2	IO			DIFFIO_T41n	H21		
B7	VREFB7N2	IO			DIFFIO_T41p	G22		
B7	VREFB7N2	IO				J17		
B7	VREFB7N2	IO			DIFFIO_T40n	G19		
B7	VREFB7N2	IO			DIFFIO_T40p	G18		
B7	VREFB7N2	IO			DIFFIO_T39n	G16		
B7	VREFB7N2	IO			DIFFIO_T39p	H17		
B7	VREFB7N2	IO			DIFFIO_T38n	F17		
B7	VREFB7N2	IO			DIFFIO_T38p	E17		
B7	VREFB7N2	IO	VREFB7N2			G15		
B7	VREFB7N2	IO			DIFFIO_T37n	J16		
B7	VREFB7N2	IO			DIFFIO_T37p	H16		
B7	VREFB7N2	IO			DIFFIO_T36n	C16		
B7	VREFB7N2	IO			DIFFIO_T36p	D16		
B7	VREFB7N2	IO			DIFFIO_T35n	A17		
B7	VREFB7N2	IO			DIFFIO_T35p	B17		
B7	VREFB7N2	IO			DIFFIO_T34n	H15		
B7	VREFB7N2	IO			DIFFIO_T34p	J15		
B7	VREFB7N2	IO			DIFFIO_T33n	F15		
B7	VREFB7N2	IO			DIFFIO_T33p	E15		
B7	VREFB7N2	IO			DIFFIO_T32n	C15		
B7	VREFB7N2	IO			DIFFIO_T32p	D15		
B7	VREFB7N2	CLK8	DIFFCLK_5n			A15		
B7	VREFB7N2	CLK9	DIFFCLK_5p			B15		
B8	VREFB8N0	CLK10	DIFFCLK_4n			A14		
B8	VREFB8N0	CLK11	DIFFCLK_4p			B14		
B8	VREFB8N0	IO			DIFFIO_T31n	C13		
B8	VREFB8N0	IO			DIFFIO_T31p	D13		
B8	VREFB8N0	IO			DIFFIO_T30n	C14		
B8	VREFB8N0	IO			DIFFIO_T30p	D14		
B8	VREFB8N0	IO			DIFFIO_T29n	C12		
B8	VREFB8N0	IO			DIFFIO_T29p	D12		
B8	VREFB8N0	IO			DIFFIO_T28n	H14		
B8	VREFB8N0	IO			DIFFIO_T28p	J14		
B8	VREFB8N0	IO			DIFFIO_T27n	A12		
B8	VREFB8N0	IO			DIFFIO_T27p	B12		
B8	VREFB8N0	IO	VREFB8N0			G14		
B8	VREFB8N0	IO			DIFFIO_T26n	F14		
B8	VREFB8N0	IO			DIFFIO_T26p	E14		
B8	VREFB8N0	IO		DATA2	DIFFIO_T25n	A11		
B8	VREFB8N0	IO		DATA3	DIFFIO_T25p	B11		
B8	VREFB8N0	IO			DIFFIO_T24n	J13		
